"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Provider Country 2016 , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_031_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Provider Country 2016 , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'England' ","'Firm choice' ",5880
2007 ,"'C8 - Psychology' ","'England' ","'Main scheme Clearing' ",780
2007 ,"'C8 - Psychology' ","'England' ","'Direct Clearing' ",140
2007 ,"'C8 - Psychology' ","'England' ","'RPA' ",540
2007 ,"'C8 - Psychology' ","'Northern Ireland' ","'Firm choice' ",295
2007 ,"'C8 - Psychology' ","'Northern Ireland' ","'Insurance choice' ",50
2007 ,"'C8 - Psychology' ","'Northern Ireland' ","'Other main scheme choice' ",10
2007 ,"'C8 - Psychology' ","'Northern Ireland' ","'Extra' ",5
2007 ,"'C8 - Psychology' ","'Northern Ireland' ","'Main scheme Clearing' ",50
2007 ,"'C8 - Psychology' ","'Northern Ireland' ","'Direct Clearing' ",15
2007 ,"'C8 - Psychology' ","'Scotland' ","'Firm choice' ",835
2007 ,"'C8 - Psychology' ","'Scotland' ","'Insurance choice' ",90
2007 ,"'C8 - Psychology' ","'Scotland' ","'Other main scheme choice' ",45
2007 ,"'C8 - Psychology' ","'Scotland' ","'Extra' ",20
2007 ,"'C8 - Psychology' ","'Scotland' ","'Main scheme Clearing' ",85
2007 ,"'C8 - Psychology' ","'Scotland' ","'Direct Clearing' ",10
2007 ,"'C8 - Psychology' ","'Scotland' ","'RPA' ",70
2007 ,"'C8 - Psychology' ","'Wales' ","'Firm choice' ",680
2007 ,"'C8 - Psychology' ","'Wales' ","'Insurance choice' ",55
2007 ,"'C8 - Psychology' ","'Wales' ","'Other main scheme choice' ",10
2007 ,"'C8 - Psychology' ","'Wales' ","'Extra' ",10
2007 ,"'C8 - Psychology' ","'Wales' ","'Main scheme Clearing' ",60
2007 ,"'C8 - Psychology' ","'Wales' ","'Direct Clearing' ",15
2007 ,"'C8 - Psychology' ","'Wales' ","'RPA' ",20
2007 ,"'C9 - Others in Biological Sciences' ","'England' ","'Firm choice' ",335
2007 ,"'C9 - Others in Biological Sciences' ","'England' ","'Insurance choice' ",45
2007 ,"'C9 - Others in Biological Sciences' ","'England' ","'Other main scheme choice' ",20
2007 ,"'C9 - Others in Biological Sciences' ","'England' ","'Main scheme Clearing' ",95
2007 ,"'C9 - Others in Biological Sciences' ","'England' ","'Direct Clearing' ",10
2007 ,"'C9 - Others in Biological Sciences' ","'England' ","'RPA' ",40
2007 ,"'C9 - Others in Biological Sciences' ","'Scotland' ","'Firm choice' ",35
2007 ,"'C9 - Others in Biological Sciences' ","'Scotland' ","'Other main scheme choice' ",5
2007 ,"'C9 - Others in Biological Sciences' ","'Scotland' ","'Main scheme Clearing' ",5
2007 ,"'C9 - Others in Biological Sciences' ","'Scotland' ","'RPA' ",10
2007 ,"'C9 - Others in Biological Sciences' ","'Wales' ","'Firm choice' ",35
2007 ,"'C9 - Others in Biological Sciences' ","'Wales' ","'Insurance choice' ",5
2007 ,"'C9 - Others in Biological Sciences' ","'Wales' ","'Main scheme Clearing' ",5
2007 ,"'C9 - Others in Biological Sciences' ","'Wales' ","'Direct Clearing' ",5
2007 ,"'CC - Combinations within Biological Sciences' ","'England' ","'Firm choice' ",340
2007 ,"'CC - Combinations within Biological Sciences' ","'England' ","'Insurance choice' ",45
2007 ,"'CC - Combinations within Biological Sciences' ","'England' ","'Other main scheme choice' ",15
2007 ,"'CC - Combinations within Biological Sciences' ","'England' ","'Extra' ",10
2007 ,"'CC - Combinations within Biological Sciences' ","'England' ","'Main scheme Clearing' ",50
2007 ,"'CC - Combinations within Biological Sciences' ","'England' ","'Direct Clearing' ",10
2007 ,"'CC - Combinations within Biological Sciences' ","'England' ","'RPA' ",10
2007 ,"'CC - Combinations within Biological Sciences' ","'Scotland' ","'Firm choice' ",70
2007 ,"'CC - Combinations within Biological Sciences' ","'Scotland' ","'Insurance choice' ",15
2007 ,"'CC - Combinations within Biological Sciences' ","'Scotland' ","'Other main scheme choice' ",5
2007 ,"'CC - Combinations within Biological Sciences' ","'Scotland' ","'Main scheme Clearing' ",5
2007 ,"'CC - Combinations within Biological Sciences' ","'Scotland' ","'RPA' ",10
2007 ,"'CC - Combinations within Biological Sciences' ","'Wales' ","'Firm choice' ",35
2007 ,"'CC - Combinations within Biological Sciences' ","'Wales' ","'Insurance choice' ",5
2007 ,"'CC - Combinations within Biological Sciences' ","'Wales' ","'Direct Clearing' ",5
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'England' ","'Firm choice' ",650
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'England' ","'Insurance choice' ",15
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'England' ","'Main scheme Clearing' ",15
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Scotland' ","'Firm choice' ",185
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Scotland' ","'Main scheme Clearing' ",10
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Scotland' ","'RPA' ",75
2007 ,"'D3 - Animal Science' ","'England' ","'Firm choice' ",955
2007 ,"'D3 - Animal Science' ","'England' ","'Insurance choice' ",55
2007 ,"'D3 - Animal Science' ","'England' ","'Other main scheme choice' ",55
2007 ,"'D3 - Animal Science' ","'England' ","'Extra' ",10
2007 ,"'D3 - Animal Science' ","'England' ","'Main scheme Clearing' ",70
2007 ,"'D3 - Animal Science' ","'England' ","'Direct Clearing' ",65
2007 ,"'D3 - Animal Science' ","'England' ","'RPA' ",80
2007 ,"'D3 - Animal Science' ","'Northern Ireland' ","'Firm choice' ",5
2007 ,"'D3 - Animal Science' ","'Scotland' ","'Firm choice' ",35
2007 ,"'D3 - Animal Science' ","'Scotland' ","'Main scheme Clearing' ",10
2007 ,"'D3 - Animal Science' ","'Scotland' ","'RPA' ",50
2007 ,"'D3 - Animal Science' ","'Wales' ","'Firm choice' ",40
2007 ,"'D3 - Animal Science' ","'Wales' ","'Insurance choice' ",5
2007 ,"'D3 - Animal Science' ","'Wales' ","'Main scheme Clearing' ",5
2007 ,"'D4 - Agriculture' ","'England' ","'Firm choice' ",665
2007 ,"'D4 - Agriculture' ","'England' ","'Insurance choice' ",25
2007 ,"'D4 - Agriculture' ","'England' ","'Other main scheme choice' ",85
2007 ,"'D4 - Agriculture' ","'England' ","'Extra' ",5
2007 ,"'D4 - Agriculture' ","'England' ","'Main scheme Clearing' ",40
2007 ,"'D4 - Agriculture' ","'England' ","'Direct Clearing' ",85
2007 ,"'D4 - Agriculture' ","'England' ","'RPA' ",70
2007 ,"'D4 - Agriculture' ","'Northern Ireland' ","'Firm choice' ",55
2007 ,"'D4 - Agriculture' ","'Northern Ireland' ","'Insurance choice' ",15
2007 ,"'D4 - Agriculture' ","'Northern Ireland' ","'Other main scheme choice' ",10
2007 ,"'D4 - Agriculture' ","'Northern Ireland' ","'Main scheme Clearing' ",15
2007 ,"'D4 - Agriculture' ","'Northern Ireland' ","'Direct Clearing' ",15
2007 ,"'D4 - Agriculture' ","'Scotland' ","'Firm choice' ",90
2007 ,"'D4 - Agriculture' ","'Scotland' ","'Other main scheme choice' ",10
2007 ,"'D4 - Agriculture' ","'Scotland' ","'Main scheme Clearing' ",5
2007 ,"'D4 - Agriculture' ","'Scotland' ","'Direct Clearing' ",5
2007 ,"'D4 - Agriculture' ","'Scotland' ","'RPA' ",40
2007 ,"'D4 - Agriculture' ","'Wales' ","'Firm choice' ",75
2007 ,"'D4 - Agriculture' ","'Wales' ","'Insurance choice' ",5
2007 ,"'D4 - Agriculture' ","'Wales' ","'Other main scheme choice' ",5
2007 ,"'D4 - Agriculture' ","'Wales' ","'Main scheme Clearing' ",5
2007 ,"'D4 - Agriculture' ","'Wales' ","'Direct Clearing' ",5
2007 ,"'D5 - Forestry & arboriculture' ","'England' ","'Firm choice' ",50
2007 ,"'D5 - Forestry & arboriculture' ","'England' ","'Other main scheme choice' ",15
2007 ,"'D5 - Forestry & arboriculture' ","'England' ","'Main scheme Clearing' ",5
2007 ,"'D5 - Forestry & arboriculture' ","'England' ","'Direct Clearing' ",15
2007 ,"'D5 - Forestry & arboriculture' ","'England' ","'RPA' ",5
2007 ,"'D5 - Forestry & arboriculture' ","'Scotland' ","'Firm choice' ",5
2007 ,"'D5 - Forestry & arboriculture' ","'Wales' ","'Firm choice' ",10
2007 ,"'D6 - Food and Beverage studies' ","'England' ","'Firm choice' ",160
2007 ,"'D6 - Food and Beverage studies' ","'England' ","'Insurance choice' ",5
2007 ,"'D6 - Food and Beverage studies' ","'England' ","'Other main scheme choice' ",25
2007 ,"'D6 - Food and Beverage studies' ","'England' ","'Main scheme Clearing' ",20
2007 ,"'D6 - Food and Beverage studies' ","'England' ","'Direct Clearing' ",25
2007 ,"'D6 - Food and Beverage studies' ","'England' ","'RPA' ",40
2007 ,"'D6 - Food and Beverage studies' ","'Northern Ireland' ","'Firm choice' ",15
2007 ,"'D6 - Food and Beverage studies' ","'Northern Ireland' ","'Main scheme Clearing' ",5
2007 ,"'D6 - Food and Beverage studies' ","'Scotland' ","'Firm choice' ",10
2007 ,"'D6 - Food and Beverage studies' ","'Wales' ","'Firm choice' ",5
2007 ,"'D6 - Food and Beverage studies' ","'Wales' ","'Main scheme Clearing' ",5
2007 ,"'D6 - Food and Beverage studies' ","'Wales' ","'Direct Clearing' ",5
2007 ,"'D7 - Agricultural Sciences' ","'England' ","'Firm choice' ",20
2007 ,"'D7 - Agricultural Sciences' ","'Scotland' ","'Firm choice' ",5
2007 ,"'D7 - Agricultural Sciences' ","'Scotland' ","'RPA' ",5
2007 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'England' ","'Firm choice' ",30
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'England' ","'Firm choice' ",50
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'England' ","'Insurance choice' ",5
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'England' ","'Other main scheme choice' ",10
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Wales' ","'Firm choice' ",10
2007 ,"'F0 - Physical Sciences: any area of study' ","'England' ","'Firm choice' ",60
2007 ,"'F0 - Physical Sciences: any area of study' ","'England' ","'Other main scheme choice' ",5
2007 ,"'F0 - Physical Sciences: any area of study' ","'England' ","'Main scheme Clearing' ",10
2007 ,"'F0 - Physical Sciences: any area of study' ","'England' ","'RPA' ",5
2007 ,"'F1 - Chemistry' ","'England' ","'Firm choice' ",2165
2007 ,"'F1 - Chemistry' ","'England' ","'Insurance choice' ",275
2007 ,"'F1 - Chemistry' ","'England' ","'Other main scheme choice' ",50
2007 ,"'F1 - Chemistry' ","'England' ","'Extra' ",15
2007 ,"'F1 - Chemistry' ","'England' ","'Main scheme Clearing' ",280
2007 ,"'F1 - Chemistry' ","'England' ","'Direct Clearing' ",35
2007 ,"'F1 - Chemistry' ","'England' ","'RPA' ",70
2007 ,"'F1 - Chemistry' ","'Northern Ireland' ","'Firm choice' ",45
2007 ,"'F1 - Chemistry' ","'Northern Ireland' ","'Insurance choice' ",5
2007 ,"'F1 - Chemistry' ","'Scotland' ","'Firm choice' ",380
2007 ,"'F1 - Chemistry' ","'Scotland' ","'Insurance choice' ",25
2007 ,"'F1 - Chemistry' ","'Scotland' ","'Other main scheme choice' ",10
2007 ,"'F1 - Chemistry' ","'Scotland' ","'Extra' ",5
2007 ,"'F1 - Chemistry' ","'Scotland' ","'Main scheme Clearing' ",20
2007 ,"'F1 - Chemistry' ","'Scotland' ","'Direct Clearing' ",5
2007 ,"'F1 - Chemistry' ","'Scotland' ","'RPA' ",25
2007 ,"'F1 - Chemistry' ","'Wales' ","'Firm choice' ",90
2007 ,"'F1 - Chemistry' ","'Wales' ","'Insurance choice' ",20
2007 ,"'F1 - Chemistry' ","'Wales' ","'Extra' ",5
2007 ,"'F1 - Chemistry' ","'Wales' ","'Main scheme Clearing' ",15
2007 ,"'F2 - Materials Science' ","'Scotland' ","'Firm choice' ",5
2007 ,"'F3 - Physics' ","'England' ","'Firm choice' ",1905
2007 ,"'F3 - Physics' ","'England' ","'Insurance choice' ",220
2007 ,"'F3 - Physics' ","'England' ","'Other main scheme choice' ",35
2007 ,"'F3 - Physics' ","'England' ","'Extra' ",10
2007 ,"'F3 - Physics' ","'England' ","'Main scheme Clearing' ",120
2007 ,"'F3 - Physics' ","'England' ","'Direct Clearing' ",30
2007 ,"'F3 - Physics' ","'England' ","'RPA' ",25
2007 ,"'F3 - Physics' ","'Northern Ireland' ","'Firm choice' ",30
2007 ,"'F3 - Physics' ","'Scotland' ","'Firm choice' ",335
2007 ,"'F3 - Physics' ","'Scotland' ","'Insurance choice' ",35
2007 ,"'F3 - Physics' ","'Scotland' ","'Other main scheme choice' ",5
2007 ,"'F3 - Physics' ","'Scotland' ","'Main scheme Clearing' ",15
2007 ,"'F3 - Physics' ","'Scotland' ","'Direct Clearing' ",5
2007 ,"'F3 - Physics' ","'Scotland' ","'RPA' ",20
2007 ,"'F3 - Physics' ","'Wales' ","'Firm choice' ",110
2007 ,"'F3 - Physics' ","'Wales' ","'Insurance choice' ",20
2007 ,"'F3 - Physics' ","'Wales' ","'Other main scheme choice' ",5
2007 ,"'F3 - Physics' ","'Wales' ","'Main scheme Clearing' ",15
2007 ,"'F3 - Physics' ","'Wales' ","'RPA' ",5
2007 ,"'F4 - Forensic and Archaeological Science' ","'England' ","'Firm choice' ",1085
2007 ,"'F4 - Forensic and Archaeological Science' ","'England' ","'Insurance choice' ",45
2007 ,"'F4 - Forensic and Archaeological Science' ","'England' ","'Other main scheme choice' ",55
2007 ,"'F4 - Forensic and Archaeological Science' ","'England' ","'Extra' ",15
2007 ,"'F4 - Forensic and Archaeological Science' ","'England' ","'Main scheme Clearing' ",80
2007 ,"'F4 - Forensic and Archaeological Science' ","'England' ","'Direct Clearing' ",40
2007 ,"'F4 - Forensic and Archaeological Science' ","'England' ","'RPA' ",75
2007 ,"'F4 - Forensic and Archaeological Science' ","'Scotland' ","'Firm choice' ",145
2007 ,"'F4 - Forensic and Archaeological Science' ","'Scotland' ","'Insurance choice' ",15
2007 ,"'F4 - Forensic and Archaeological Science' ","'Scotland' ","'Other main scheme choice' ",10
2007 ,"'F4 - Forensic and Archaeological Science' ","'Scotland' ","'Main scheme Clearing' ",15
2007 ,"'F4 - Forensic and Archaeological Science' ","'Scotland' ","'Direct Clearing' ",5
2007 ,"'F4 - Forensic and Archaeological Science' ","'Scotland' ","'RPA' ",10
2007 ,"'F4 - Forensic and Archaeological Science' ","'Wales' ","'Firm choice' ",160
2007 ,"'F4 - Forensic and Archaeological Science' ","'Wales' ","'Insurance choice' ",5
2007 ,"'F4 - Forensic and Archaeological Science' ","'Wales' ","'Other main scheme choice' ",5
2007 ,"'F4 - Forensic and Archaeological Science' ","'Wales' ","'Extra' ",5
2007 ,"'F4 - Forensic and Archaeological Science' ","'Wales' ","'Main scheme Clearing' ",10
2007 ,"'F4 - Forensic and Archaeological Science' ","'Wales' ","'Direct Clearing' ",5
2007 ,"'F4 - Forensic and Archaeological Science' ","'Wales' ","'RPA' ",25
2007 ,"'F5 - Astronomy' ","'England' ","'Firm choice' ",55
2007 ,"'F5 - Astronomy' ","'England' ","'Insurance choice' ",10
2007 ,"'F5 - Astronomy' ","'England' ","'Other main scheme choice' ",5
2007 ,"'F5 - Astronomy' ","'England' ","'Main scheme Clearing' ",5
2007 ,"'F5 - Astronomy' ","'Scotland' ","'Firm choice' ",30
2007 ,"'F5 - Astronomy' ","'Wales' ","'Firm choice' ",5
2007 ,"'F5 - Astronomy' ","'Wales' ","'Insurance choice' ",5
2007 ,"'F5 - Astronomy' ","'Wales' ","'RPA' ",5
2007 ,"'F6 - Geology' ","'England' ","'Firm choice' ",755
2007 ,"'F6 - Geology' ","'England' ","'Insurance choice' ",85
2007 ,"'F6 - Geology' ","'England' ","'Other main scheme choice' ",30
2007 ,"'F6 - Geology' ","'England' ","'Extra' ",5
2007 ,"'F6 - Geology' ","'England' ","'Main scheme Clearing' ",45
2007 ,"'F6 - Geology' ","'England' ","'Direct Clearing' ",15
2007 ,"'F6 - Geology' ","'England' ","'RPA' ",30
2007 ,"'F6 - Geology' ","'Scotland' ","'Firm choice' ",150
2007 ,"'F6 - Geology' ","'Scotland' ","'Insurance choice' ",15
2007 ,"'F6 - Geology' ","'Scotland' ","'Other main scheme choice' ",10
2007 ,"'F6 - Geology' ","'Scotland' ","'Main scheme Clearing' ",10
2007 ,"'F6 - Geology' ","'Scotland' ","'Direct Clearing' ",5
2007 ,"'F6 - Geology' ","'Scotland' ","'RPA' ",10
2007 ,"'F6 - Geology' ","'Wales' ","'Firm choice' ",160
2007 ,"'F6 - Geology' ","'Wales' ","'Insurance choice' ",10
2007 ,"'F6 - Geology' ","'Wales' ","'Main scheme Clearing' ",10
2007 ,"'F6 - Geology' ","'Wales' ","'RPA' ",5
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'England' ","'Firm choice' ",845
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'England' ","'Insurance choice' ",55
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'England' ","'Other main scheme choice' ",40
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'England' ","'Extra' ",5
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'England' ","'Main scheme Clearing' ",60
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'England' ","'Direct Clearing' ",25
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'England' ","'RPA' ",55
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Northern Ireland' ","'Firm choice' ",40
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Northern Ireland' ","'Insurance choice' ",10
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Northern Ireland' ","'Other main scheme choice' ",5
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Northern Ireland' ","'Main scheme Clearing' ",5
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Northern Ireland' ","'Direct Clearing' ",5
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Scotland' ","'Firm choice' ",35
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Scotland' ","'RPA' ",5
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Wales' ","'Firm choice' ",15
2007 ,"'F8 - Physical geographical sciences' ","'England' ","'Firm choice' ",1900
2007 ,"'F8 - Physical geographical sciences' ","'England' ","'Insurance choice' ",180
2007 ,"'F8 - Physical geographical sciences' ","'England' ","'Other main scheme choice' ",40
2007 ,"'F8 - Physical geographical sciences' ","'England' ","'Extra' ",20
2007 ,"'F8 - Physical geographical sciences' ","'England' ","'Main scheme Clearing' ",110
2007 ,"'F8 - Physical geographical sciences' ","'England' ","'Direct Clearing' ",35
2007 ,"'F8 - Physical geographical sciences' ","'England' ","'RPA' ",60
2007 ,"'F8 - Physical geographical sciences' ","'Northern Ireland' ","'Firm choice' ",135
2007 ,"'F8 - Physical geographical sciences' ","'Northern Ireland' ","'Insurance choice' ",25
2007 ,"'F8 - Physical geographical sciences' ","'Northern Ireland' ","'Other main scheme choice' ",5
2007 ,"'F8 - Physical geographical sciences' ","'Northern Ireland' ","'Main scheme Clearing' ",15
2007 ,"'F8 - Physical geographical sciences' ","'Northern Ireland' ","'Direct Clearing' ",5
2007 ,"'F8 - Physical geographical sciences' ","'Scotland' ","'Firm choice' ",170
2007 ,"'F8 - Physical geographical sciences' ","'Scotland' ","'Insurance choice' ",15
2007 ,"'F8 - Physical geographical sciences' ","'Scotland' ","'Other main scheme choice' ",5
2007 ,"'F8 - Physical geographical sciences' ","'Scotland' ","'Main scheme Clearing' ",10
2007 ,"'F8 - Physical geographical sciences' ","'Scotland' ","'Direct Clearing' ",5
2007 ,"'F8 - Physical geographical sciences' ","'Scotland' ","'RPA' ",10
2007 ,"'F8 - Physical geographical sciences' ","'Wales' ","'Firm choice' ",310
2007 ,"'F8 - Physical geographical sciences' ","'Wales' ","'Insurance choice' ",20
2007 ,"'F8 - Physical geographical sciences' ","'Wales' ","'Other main scheme choice' ",5
2007 ,"'F8 - Physical geographical sciences' ","'Wales' ","'Main scheme Clearing' ",20
2007 ,"'F8 - Physical geographical sciences' ","'Wales' ","'RPA' ",5
2007 ,"'F9 - Others in Physical Sciences' ","'England' ","'Firm choice' ",195
2007 ,"'F9 - Others in Physical Sciences' ","'England' ","'Insurance choice' ",20
2007 ,"'F9 - Others in Physical Sciences' ","'England' ","'Other main scheme choice' ",15
2007 ,"'F9 - Others in Physical Sciences' ","'England' ","'Main scheme Clearing' ",45
2007 ,"'F9 - Others in Physical Sciences' ","'England' ","'Direct Clearing' ",10
2007 ,"'F9 - Others in Physical Sciences' ","'England' ","'RPA' ",25
2007 ,"'F9 - Others in Physical Sciences' ","'Scotland' ","'Firm choice' ",5
2007 ,"'F9 - Others in Physical Sciences' ","'Wales' ","'Firm choice' ",30
2007 ,"'F9 - Others in Physical Sciences' ","'Wales' ","'Main scheme Clearing' ",5
2007 ,"'F9 - Others in Physical Sciences' ","'Wales' ","'Direct Clearing' ",5
2007 ,"'F9 - Others in Physical Sciences' ","'Wales' ","'RPA' ",10
2007 ,"'FF - Combinations within Physical Sciences' ","'England' ","'Firm choice' ",560
2007 ,"'FF - Combinations within Physical Sciences' ","'England' ","'Insurance choice' ",55
2007 ,"'FF - Combinations within Physical Sciences' ","'England' ","'Other main scheme choice' ",10
2007 ,"'FF - Combinations within Physical Sciences' ","'England' ","'Extra' ",5
2007 ,"'FF - Combinations within Physical Sciences' ","'England' ","'Main scheme Clearing' ",45
2007 ,"'FF - Combinations within Physical Sciences' ","'England' ","'Direct Clearing' ",15
2007 ,"'FF - Combinations within Physical Sciences' ","'England' ","'RPA' ",15
2007 ,"'FF - Combinations within Physical Sciences' ","'Northern Ireland' ","'Firm choice' ",5
2007 ,"'FF - Combinations within Physical Sciences' ","'Scotland' ","'Firm choice' ",135
2007 ,"'FF - Combinations within Physical Sciences' ","'Scotland' ","'Insurance choice' ",5
2007 ,"'FF - Combinations within Physical Sciences' ","'Scotland' ","'Other main scheme choice' ",5
2007 ,"'FF - Combinations within Physical Sciences' ","'Scotland' ","'RPA' ",5
2007 ,"'FF - Combinations within Physical Sciences' ","'Wales' ","'Firm choice' ",20
2007 ,"'G0 - Mathematical Sciences: any area' ","'England' ","'Firm choice' ",10
2007 ,"'G0 - Mathematical Sciences: any area' ","'England' ","'RPA' ",5
2007 ,"'G0 - Mathematical Sciences: any area' ","'Scotland' ","'Firm choice' ",5
2007 ,"'G0 - Mathematical Sciences: any area' ","'Scotland' ","'RPA' ",5
2007 ,"'G1 - Mathematics' ","'England' ","'Firm choice' ",3220
