"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Age Band , Sex , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_020_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Age Band , Sex , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ","'Firm choice' ",35
2007 ,"'Group F Physical Sciences' ","'21 and over' ","'Men' ","'Extra' ",5
2007 ,"'Group F Physical Sciences' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",35
2007 ,"'Group F Physical Sciences' ","'21 and over' ","'Men' ","'Direct Clearing' ",75
2007 ,"'Group F Physical Sciences' ","'21 and over' ","'Men' ","'RPA' ",140
2007 ,"'Group F Physical Sciences' ","'21 and over' ","'Women' ","'Firm choice' ",525
2007 ,"'Group F Physical Sciences' ","'21 and over' ","'Women' ","'Insurance choice' ",10
2007 ,"'Group F Physical Sciences' ","'21 and over' ","'Women' ","'Other main scheme choice' ",95
2007 ,"'Group F Physical Sciences' ","'21 and over' ","'Women' ","'Extra' ",10
2007 ,"'Group F Physical Sciences' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",40
2007 ,"'Group F Physical Sciences' ","'21 and over' ","'Women' ","'Direct Clearing' ",55
2007 ,"'Group F Physical Sciences' ","'21 and over' ","'Women' ","'RPA' ",120
2007 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Men' ","'Firm choice' ",50
2007 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Men' ","'Insurance choice' ",5
2007 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Women' ","'Firm choice' ",60
2007 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Women' ","'Insurance choice' ",5
2007 ,"'Group G Mathematical Sciences' ","'18' ","'Men' ","'Firm choice' ",1845
2007 ,"'Group G Mathematical Sciences' ","'18' ","'Men' ","'Insurance choice' ",405
2007 ,"'Group G Mathematical Sciences' ","'18' ","'Men' ","'Other main scheme choice' ",10
2007 ,"'Group G Mathematical Sciences' ","'18' ","'Men' ","'Extra' ",25
2007 ,"'Group G Mathematical Sciences' ","'18' ","'Men' ","'Main scheme Clearing' ",160
2007 ,"'Group G Mathematical Sciences' ","'18' ","'Men' ","'Direct Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'18' ","'Men' ","'RPA' ",5
2007 ,"'Group G Mathematical Sciences' ","'18' ","'Women' ","'Firm choice' ",1275
2007 ,"'Group G Mathematical Sciences' ","'18' ","'Women' ","'Insurance choice' ",245
2007 ,"'Group G Mathematical Sciences' ","'18' ","'Women' ","'Other main scheme choice' ",5
2007 ,"'Group G Mathematical Sciences' ","'18' ","'Women' ","'Extra' ",10
2007 ,"'Group G Mathematical Sciences' ","'18' ","'Women' ","'Main scheme Clearing' ",115
2007 ,"'Group G Mathematical Sciences' ","'18' ","'Women' ","'Direct Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'18' ","'Women' ","'RPA' ",10
2007 ,"'Group G Mathematical Sciences' ","'19' ","'Men' ","'Firm choice' ",365
2007 ,"'Group G Mathematical Sciences' ","'19' ","'Men' ","'Insurance choice' ",60
2007 ,"'Group G Mathematical Sciences' ","'19' ","'Men' ","'Other main scheme choice' ",15
2007 ,"'Group G Mathematical Sciences' ","'19' ","'Men' ","'Extra' ",5
2007 ,"'Group G Mathematical Sciences' ","'19' ","'Men' ","'Main scheme Clearing' ",50
2007 ,"'Group G Mathematical Sciences' ","'19' ","'Men' ","'Direct Clearing' ",15
2007 ,"'Group G Mathematical Sciences' ","'19' ","'Men' ","'RPA' ",15
2007 ,"'Group G Mathematical Sciences' ","'19' ","'Women' ","'Firm choice' ",255
2007 ,"'Group G Mathematical Sciences' ","'19' ","'Women' ","'Insurance choice' ",30
2007 ,"'Group G Mathematical Sciences' ","'19' ","'Women' ","'Other main scheme choice' ",10
2007 ,"'Group G Mathematical Sciences' ","'19' ","'Women' ","'Extra' ",5
2007 ,"'Group G Mathematical Sciences' ","'19' ","'Women' ","'Main scheme Clearing' ",35
2007 ,"'Group G Mathematical Sciences' ","'19' ","'Women' ","'Direct Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'19' ","'Women' ","'RPA' ",15
2007 ,"'Group G Mathematical Sciences' ","'20' ","'Men' ","'Firm choice' ",100
2007 ,"'Group G Mathematical Sciences' ","'20' ","'Men' ","'Insurance choice' ",15
2007 ,"'Group G Mathematical Sciences' ","'20' ","'Men' ","'Other main scheme choice' ",10
2007 ,"'Group G Mathematical Sciences' ","'20' ","'Men' ","'Main scheme Clearing' ",15
2007 ,"'Group G Mathematical Sciences' ","'20' ","'Men' ","'Direct Clearing' ",10
2007 ,"'Group G Mathematical Sciences' ","'20' ","'Men' ","'RPA' ",15
2007 ,"'Group G Mathematical Sciences' ","'20' ","'Women' ","'Firm choice' ",65
2007 ,"'Group G Mathematical Sciences' ","'20' ","'Women' ","'Insurance choice' ",10
2007 ,"'Group G Mathematical Sciences' ","'20' ","'Women' ","'Other main scheme choice' ",10
2007 ,"'Group G Mathematical Sciences' ","'20' ","'Women' ","'Main scheme Clearing' ",10
2007 ,"'Group G Mathematical Sciences' ","'20' ","'Women' ","'Direct Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'20' ","'Women' ","'RPA' ",10
2007 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ","'Firm choice' ",125
2007 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ","'Insurance choice' ",5
2007 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ","'Other main scheme choice' ",40
2007 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ","'Extra' ",5
2007 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",15
2007 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ","'Direct Clearing' ",35
2007 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ","'RPA' ",55
2007 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ","'Firm choice' ",75
2007 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ","'Insurance choice' ",10
2007 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ","'Other main scheme choice' ",15
2007 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ","'Direct Clearing' ",10
2007 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ","'RPA' ",30
2007 ,"'Group H Engineering' ","'17 and under' ","'Men' ","'Firm choice' ",295
2007 ,"'Group H Engineering' ","'17 and under' ","'Men' ","'Insurance choice' ",40
2007 ,"'Group H Engineering' ","'17 and under' ","'Men' ","'Other main scheme choice' ",45
2007 ,"'Group H Engineering' ","'17 and under' ","'Men' ","'Main scheme Clearing' ",30
2007 ,"'Group H Engineering' ","'17 and under' ","'Men' ","'Direct Clearing' ",25
2007 ,"'Group H Engineering' ","'17 and under' ","'Men' ","'RPA' ",50
2007 ,"'Group H Engineering' ","'17 and under' ","'Women' ","'Firm choice' ",60
2007 ,"'Group H Engineering' ","'17 and under' ","'Women' ","'Insurance choice' ",5
2007 ,"'Group H Engineering' ","'17 and under' ","'Women' ","'Other main scheme choice' ",5
2007 ,"'Group H Engineering' ","'17 and under' ","'Women' ","'Main scheme Clearing' ",15
2007 ,"'Group H Engineering' ","'17 and under' ","'Women' ","'RPA' ",10
2007 ,"'Group H Engineering' ","'18' ","'Men' ","'Firm choice' ",6625
2007 ,"'Group H Engineering' ","'18' ","'Men' ","'Insurance choice' ",925
2007 ,"'Group H Engineering' ","'18' ","'Men' ","'Other main scheme choice' ",130
2007 ,"'Group H Engineering' ","'18' ","'Men' ","'Extra' ",45
2007 ,"'Group H Engineering' ","'18' ","'Men' ","'Main scheme Clearing' ",625
2007 ,"'Group H Engineering' ","'18' ","'Men' ","'Direct Clearing' ",80
2007 ,"'Group H Engineering' ","'18' ","'Men' ","'RPA' ",225
2007 ,"'Group H Engineering' ","'18' ","'Women' ","'Firm choice' ",960
2007 ,"'Group H Engineering' ","'18' ","'Women' ","'Insurance choice' ",135
2007 ,"'Group H Engineering' ","'18' ","'Women' ","'Other main scheme choice' ",15
2007 ,"'Group H Engineering' ","'18' ","'Women' ","'Extra' ",10
2007 ,"'Group H Engineering' ","'18' ","'Women' ","'Main scheme Clearing' ",130
2007 ,"'Group H Engineering' ","'18' ","'Women' ","'Direct Clearing' ",10
2007 ,"'Group H Engineering' ","'18' ","'Women' ","'RPA' ",20
2007 ,"'Group H Engineering' ","'19' ","'Men' ","'Firm choice' ",2110
2007 ,"'Group H Engineering' ","'19' ","'Men' ","'Insurance choice' ",250
2007 ,"'Group H Engineering' ","'19' ","'Men' ","'Other main scheme choice' ",210
2007 ,"'Group H Engineering' ","'19' ","'Men' ","'Extra' ",25
2007 ,"'Group H Engineering' ","'19' ","'Men' ","'Main scheme Clearing' ",285
2007 ,"'Group H Engineering' ","'19' ","'Men' ","'Direct Clearing' ",105
2007 ,"'Group H Engineering' ","'19' ","'Men' ","'RPA' ",255
2007 ,"'Group H Engineering' ","'19' ","'Women' ","'Firm choice' ",320
2007 ,"'Group H Engineering' ","'19' ","'Women' ","'Insurance choice' ",45
2007 ,"'Group H Engineering' ","'19' ","'Women' ","'Other main scheme choice' ",30
2007 ,"'Group H Engineering' ","'19' ","'Women' ","'Extra' ",5
2007 ,"'Group H Engineering' ","'19' ","'Women' ","'Main scheme Clearing' ",35
2007 ,"'Group H Engineering' ","'19' ","'Women' ","'Direct Clearing' ",5
2007 ,"'Group H Engineering' ","'19' ","'Women' ","'RPA' ",20
2007 ,"'Group H Engineering' ","'20' ","'Men' ","'Firm choice' ",965
2007 ,"'Group H Engineering' ","'20' ","'Men' ","'Insurance choice' ",85
2007 ,"'Group H Engineering' ","'20' ","'Men' ","'Other main scheme choice' ",205
2007 ,"'Group H Engineering' ","'20' ","'Men' ","'Extra' ",10
2007 ,"'Group H Engineering' ","'20' ","'Men' ","'Main scheme Clearing' ",130
2007 ,"'Group H Engineering' ","'20' ","'Men' ","'Direct Clearing' ",80
2007 ,"'Group H Engineering' ","'20' ","'Men' ","'RPA' ",295
2007 ,"'Group H Engineering' ","'20' ","'Women' ","'Firm choice' ",120
2007 ,"'Group H Engineering' ","'20' ","'Women' ","'Insurance choice' ",10
2007 ,"'Group H Engineering' ","'20' ","'Women' ","'Other main scheme choice' ",35
2007 ,"'Group H Engineering' ","'20' ","'Women' ","'Main scheme Clearing' ",15
2007 ,"'Group H Engineering' ","'20' ","'Women' ","'Direct Clearing' ",5
2007 ,"'Group H Engineering' ","'20' ","'Women' ","'RPA' ",45
2007 ,"'Group H Engineering' ","'21 and over' ","'Men' ","'Firm choice' ",2010
2007 ,"'Group H Engineering' ","'21 and over' ","'Men' ","'Insurance choice' ",90
2007 ,"'Group H Engineering' ","'21 and over' ","'Men' ","'Other main scheme choice' ",705
2007 ,"'Group H Engineering' ","'21 and over' ","'Men' ","'Extra' ",25
2007 ,"'Group H Engineering' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",200
2007 ,"'Group H Engineering' ","'21 and over' ","'Men' ","'Direct Clearing' ",240
2007 ,"'Group H Engineering' ","'21 and over' ","'Men' ","'RPA' ",1100
2007 ,"'Group H Engineering' ","'21 and over' ","'Women' ","'Firm choice' ",250
2007 ,"'Group H Engineering' ","'21 and over' ","'Women' ","'Insurance choice' ",10
2007 ,"'Group H Engineering' ","'21 and over' ","'Women' ","'Other main scheme choice' ",95
2007 ,"'Group H Engineering' ","'21 and over' ","'Women' ","'Extra' ",5
2007 ,"'Group H Engineering' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",25
2007 ,"'Group H Engineering' ","'21 and over' ","'Women' ","'Direct Clearing' ",15
2007 ,"'Group H Engineering' ","'21 and over' ","'Women' ","'RPA' ",105
2007 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ","'Firm choice' ",80
2007 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ","'Insurance choice' ",5
2007 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ","'Other main scheme choice' ",15
2007 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ","'Main scheme Clearing' ",15
2007 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ","'Direct Clearing' ",10
2007 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ","'RPA' ",20
2007 ,"'Group I Computer Sciences' ","'17 and under' ","'Women' ","'Firm choice' ",25
2007 ,"'Group I Computer Sciences' ","'17 and under' ","'Women' ","'Insurance choice' ",5
2007 ,"'Group I Computer Sciences' ","'17 and under' ","'Women' ","'RPA' ",5
2007 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'Firm choice' ",4725
2007 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'Insurance choice' ",490
2007 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'Other main scheme choice' ",100
2007 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'Extra' ",30
2007 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'Main scheme Clearing' ",490
2007 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'Direct Clearing' ",60
2007 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'RPA' ",175
2007 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'Firm choice' ",760
2007 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'Insurance choice' ",100
2007 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'Other main scheme choice' ",5
2007 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'Extra' ",10
2007 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'Main scheme Clearing' ",130
2007 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'Direct Clearing' ",10
2007 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'RPA' ",20
2007 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'Firm choice' ",1935
2007 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'Insurance choice' ",150
2007 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'Other main scheme choice' ",135
2007 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'Extra' ",20
2007 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'Main scheme Clearing' ",285
2007 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'Direct Clearing' ",130
2007 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'RPA' ",245
2007 ,"'Group I Computer Sciences' ","'19' ","'Women' ","'Firm choice' ",310
2007 ,"'Group I Computer Sciences' ","'19' ","'Women' ","'Insurance choice' ",30
2007 ,"'Group I Computer Sciences' ","'19' ","'Women' ","'Other main scheme choice' ",15
2007 ,"'Group I Computer Sciences' ","'19' ","'Women' ","'Extra' ",10
2007 ,"'Group I Computer Sciences' ","'19' ","'Women' ","'Main scheme Clearing' ",80
2007 ,"'Group I Computer Sciences' ","'19' ","'Women' ","'Direct Clearing' ",20
2007 ,"'Group I Computer Sciences' ","'19' ","'Women' ","'RPA' ",40
2007 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'Firm choice' ",1000
2007 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'Insurance choice' ",60
2007 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'Other main scheme choice' ",125
2007 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'Extra' ",15
2007 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'Main scheme Clearing' ",115
2007 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'Direct Clearing' ",105
2007 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'RPA' ",245
2007 ,"'Group I Computer Sciences' ","'20' ","'Women' ","'Firm choice' ",150
2007 ,"'Group I Computer Sciences' ","'20' ","'Women' ","'Insurance choice' ",5
2007 ,"'Group I Computer Sciences' ","'20' ","'Women' ","'Other main scheme choice' ",25
2007 ,"'Group I Computer Sciences' ","'20' ","'Women' ","'Main scheme Clearing' ",25
2007 ,"'Group I Computer Sciences' ","'20' ","'Women' ","'Direct Clearing' ",10
2007 ,"'Group I Computer Sciences' ","'20' ","'Women' ","'RPA' ",30
2007 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ","'Firm choice' ",1805
2007 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ","'Insurance choice' ",50
2007 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ","'Other main scheme choice' ",515
2007 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ","'Extra' ",10
2007 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",175
2007 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ","'Direct Clearing' ",275
2007 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ","'RPA' ",1105
2007 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ","'Firm choice' ",350
2007 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ","'Insurance choice' ",15
2007 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ","'Other main scheme choice' ",95
2007 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",35
2007 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ","'Direct Clearing' ",50
2007 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ","'RPA' ",210
2007 ,"'Group J Technologies' ","'17 and under' ","'Men' ","'Firm choice' ",5
2007 ,"'Group J Technologies' ","'17 and under' ","'Men' ","'RPA' ",10
2007 ,"'Group J Technologies' ","'17 and under' ","'Women' ","'Firm choice' ",5
2007 ,"'Group J Technologies' ","'18' ","'Men' ","'Firm choice' ",630
2007 ,"'Group J Technologies' ","'18' ","'Men' ","'Insurance choice' ",50
2007 ,"'Group J Technologies' ","'18' ","'Men' ","'Other main scheme choice' ",10
2007 ,"'Group J Technologies' ","'18' ","'Men' ","'Extra' ",5
2007 ,"'Group J Technologies' ","'18' ","'Men' ","'Main scheme Clearing' ",40
2007 ,"'Group J Technologies' ","'18' ","'Men' ","'Direct Clearing' ",10
2007 ,"'Group J Technologies' ","'18' ","'Men' ","'RPA' ",20
2007 ,"'Group J Technologies' ","'18' ","'Women' ","'Firm choice' ",170
2007 ,"'Group J Technologies' ","'18' ","'Women' ","'Insurance choice' ",10
2007 ,"'Group J Technologies' ","'18' ","'Women' ","'Other main scheme choice' ",5
2007 ,"'Group J Technologies' ","'18' ","'Women' ","'Main scheme Clearing' ",15
2007 ,"'Group J Technologies' ","'18' ","'Women' ","'Direct Clearing' ",5
2007 ,"'Group J Technologies' ","'18' ","'Women' ","'RPA' ",5
2007 ,"'Group J Technologies' ","'19' ","'Men' ","'Firm choice' ",285
2007 ,"'Group J Technologies' ","'19' ","'Men' ","'Insurance choice' ",15
2007 ,"'Group J Technologies' ","'19' ","'Men' ","'Other main scheme choice' ",20
2007 ,"'Group J Technologies' ","'19' ","'Men' ","'Extra' ",5
2007 ,"'Group J Technologies' ","'19' ","'Men' ","'Main scheme Clearing' ",25
2007 ,"'Group J Technologies' ","'19' ","'Men' ","'Direct Clearing' ",10
2007 ,"'Group J Technologies' ","'19' ","'Men' ","'RPA' ",35
2007 ,"'Group J Technologies' ","'19' ","'Women' ","'Firm choice' ",115
2007 ,"'Group J Technologies' ","'19' ","'Women' ","'Insurance choice' ",5
2007 ,"'Group J Technologies' ","'19' ","'Women' ","'Extra' ",5
2007 ,"'Group J Technologies' ","'19' ","'Women' ","'Main scheme Clearing' ",10
2007 ,"'Group J Technologies' ","'19' ","'Women' ","'Direct Clearing' ",5
2007 ,"'Group J Technologies' ","'19' ","'Women' ","'RPA' ",5
2007 ,"'Group J Technologies' ","'20' ","'Men' ","'Firm choice' ",150
2007 ,"'Group J Technologies' ","'20' ","'Men' ","'Other main scheme choice' ",20
2007 ,"'Group J Technologies' ","'20' ","'Men' ","'Main scheme Clearing' ",10
2007 ,"'Group J Technologies' ","'20' ","'Men' ","'Direct Clearing' ",10
2007 ,"'Group J Technologies' ","'20' ","'Men' ","'RPA' ",25
2007 ,"'Group J Technologies' ","'20' ","'Women' ","'Firm choice' ",50
2007 ,"'Group J Technologies' ","'20' ","'Women' ","'Other main scheme choice' ",5
2007 ,"'Group J Technologies' ","'20' ","'Women' ","'Main scheme Clearing' ",5
2007 ,"'Group J Technologies' ","'20' ","'Women' ","'RPA' ",5
2007 ,"'Group J Technologies' ","'21 and over' ","'Men' ","'Firm choice' ",355
2007 ,"'Group J Technologies' ","'21 and over' ","'Men' ","'Insurance choice' ",5
2007 ,"'Group J Technologies' ","'21 and over' ","'Men' ","'Other main scheme choice' ",85
2007 ,"'Group J Technologies' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",20
2007 ,"'Group J Technologies' ","'21 and over' ","'Men' ","'Direct Clearing' ",30
2007 ,"'Group J Technologies' ","'21 and over' ","'Men' ","'RPA' ",160
2007 ,"'Group J Technologies' ","'21 and over' ","'Women' ","'Firm choice' ",60
