"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Disability Indicator , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_029_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Disability Indicator , Acceptance Route,Number of Acceptances,
2010 ,"'A1 - Pre-clinical Medicine' ","'Disability declared' ","'Firm choice' ",295
2010 ,"'F3 - Physics' ","'No disability declared' ","'RPA' ",20
2010 ,"'F4 - Forensic and Archaeological Science' ","'Disability declared' ","'Firm choice' ",125
2010 ,"'F4 - Forensic and Archaeological Science' ","'Disability declared' ","'Insurance choice' ",15
2010 ,"'F4 - Forensic and Archaeological Science' ","'Disability declared' ","'Other main scheme choice' ",5
2010 ,"'F4 - Forensic and Archaeological Science' ","'Disability declared' ","'Main scheme Clearing' ",15
2010 ,"'F4 - Forensic and Archaeological Science' ","'Disability declared' ","'Direct Clearing' ",5
2010 ,"'F4 - Forensic and Archaeological Science' ","'Disability declared' ","'RPA' ",10
2010 ,"'F4 - Forensic and Archaeological Science' ","'No disability declared' ","'Firm choice' ",1290
2010 ,"'F4 - Forensic and Archaeological Science' ","'No disability declared' ","'Insurance choice' ",170
2010 ,"'F4 - Forensic and Archaeological Science' ","'No disability declared' ","'Other main scheme choice' ",30
2010 ,"'F4 - Forensic and Archaeological Science' ","'No disability declared' ","'Extra' ",15
2010 ,"'F4 - Forensic and Archaeological Science' ","'No disability declared' ","'Main scheme Clearing' ",230
2010 ,"'F4 - Forensic and Archaeological Science' ","'No disability declared' ","'Direct Clearing' ",30
2010 ,"'F4 - Forensic and Archaeological Science' ","'No disability declared' ","'RPA' ",60
2010 ,"'F5 - Astronomy' ","'Disability declared' ","'Firm choice' ",10
2010 ,"'F5 - Astronomy' ","'No disability declared' ","'Firm choice' ",80
2010 ,"'F5 - Astronomy' ","'No disability declared' ","'Insurance choice' ",20
2010 ,"'F5 - Astronomy' ","'No disability declared' ","'Main scheme Clearing' ",10
2010 ,"'F5 - Astronomy' ","'No disability declared' ","'Direct Clearing' ",5
2010 ,"'F6 - Geology' ","'Disability declared' ","'Firm choice' ",105
2010 ,"'F6 - Geology' ","'Disability declared' ","'Insurance choice' ",20
2010 ,"'F6 - Geology' ","'Disability declared' ","'Main scheme Clearing' ",10
2010 ,"'F6 - Geology' ","'No disability declared' ","'Firm choice' ",1005
2010 ,"'F6 - Geology' ","'No disability declared' ","'Insurance choice' ",145
2010 ,"'F6 - Geology' ","'No disability declared' ","'Other main scheme choice' ",10
2010 ,"'F6 - Geology' ","'No disability declared' ","'Extra' ",10
2010 ,"'F6 - Geology' ","'No disability declared' ","'Main scheme Clearing' ",60
2010 ,"'F6 - Geology' ","'No disability declared' ","'Direct Clearing' ",5
2010 ,"'F7 - Science of aquatic & terrestrial environments' ","'Disability declared' ","'Firm choice' ",100
2010 ,"'F7 - Science of aquatic & terrestrial environments' ","'Disability declared' ","'Insurance choice' ",5
2010 ,"'F7 - Science of aquatic & terrestrial environments' ","'Disability declared' ","'Other main scheme choice' ",5
2010 ,"'F7 - Science of aquatic & terrestrial environments' ","'Disability declared' ","'Main scheme Clearing' ",10
2010 ,"'F7 - Science of aquatic & terrestrial environments' ","'Disability declared' ","'RPA' ",5
2010 ,"'F7 - Science of aquatic & terrestrial environments' ","'No disability declared' ","'Firm choice' ",875
2010 ,"'F7 - Science of aquatic & terrestrial environments' ","'No disability declared' ","'Insurance choice' ",115
2010 ,"'F7 - Science of aquatic & terrestrial environments' ","'No disability declared' ","'Other main scheme choice' ",30
2010 ,"'F7 - Science of aquatic & terrestrial environments' ","'No disability declared' ","'Extra' ",10
2010 ,"'F7 - Science of aquatic & terrestrial environments' ","'No disability declared' ","'Main scheme Clearing' ",115
2010 ,"'F7 - Science of aquatic & terrestrial environments' ","'No disability declared' ","'Direct Clearing' ",20
2010 ,"'F7 - Science of aquatic & terrestrial environments' ","'No disability declared' ","'RPA' ",35
2010 ,"'F8 - Physical geographical sciences' ","'Disability declared' ","'Firm choice' ",160
2010 ,"'F8 - Physical geographical sciences' ","'Disability declared' ","'Insurance choice' ",25
2010 ,"'F8 - Physical geographical sciences' ","'Disability declared' ","'Other main scheme choice' ",5
2010 ,"'F8 - Physical geographical sciences' ","'Disability declared' ","'Main scheme Clearing' ",15
2010 ,"'F8 - Physical geographical sciences' ","'Disability declared' ","'RPA' ",5
2010 ,"'F8 - Physical geographical sciences' ","'No disability declared' ","'Firm choice' ",2535
2010 ,"'F8 - Physical geographical sciences' ","'No disability declared' ","'Insurance choice' ",415
2010 ,"'F8 - Physical geographical sciences' ","'No disability declared' ","'Other main scheme choice' ",25
2010 ,"'F8 - Physical geographical sciences' ","'No disability declared' ","'Extra' ",25
2010 ,"'F8 - Physical geographical sciences' ","'No disability declared' ","'Adjustment' ",5
2010 ,"'F8 - Physical geographical sciences' ","'No disability declared' ","'Main scheme Clearing' ",195
2010 ,"'F8 - Physical geographical sciences' ","'No disability declared' ","'Direct Clearing' ",25
2010 ,"'F8 - Physical geographical sciences' ","'No disability declared' ","'RPA' ",30
2010 ,"'F9 - Others in Physical Sciences' ","'Disability declared' ","'Firm choice' ",10
2010 ,"'F9 - Others in Physical Sciences' ","'No disability declared' ","'Firm choice' ",165
2010 ,"'F9 - Others in Physical Sciences' ","'No disability declared' ","'Insurance choice' ",25
2010 ,"'F9 - Others in Physical Sciences' ","'No disability declared' ","'Other main scheme choice' ",10
2010 ,"'F9 - Others in Physical Sciences' ","'No disability declared' ","'Extra' ",5
2010 ,"'F9 - Others in Physical Sciences' ","'No disability declared' ","'Main scheme Clearing' ",5
2010 ,"'F9 - Others in Physical Sciences' ","'No disability declared' ","'Direct Clearing' ",10
2010 ,"'F9 - Others in Physical Sciences' ","'No disability declared' ","'RPA' ",10
2010 ,"'FF - Combinations within Physical Sciences' ","'Disability declared' ","'Firm choice' ",35
2010 ,"'FF - Combinations within Physical Sciences' ","'Disability declared' ","'Insurance choice' ",5
2010 ,"'FF - Combinations within Physical Sciences' ","'Disability declared' ","'Main scheme Clearing' ",5
2010 ,"'FF - Combinations within Physical Sciences' ","'No disability declared' ","'Firm choice' ",405
2010 ,"'FF - Combinations within Physical Sciences' ","'No disability declared' ","'Insurance choice' ",50
2010 ,"'FF - Combinations within Physical Sciences' ","'No disability declared' ","'Other main scheme choice' ",5
2010 ,"'FF - Combinations within Physical Sciences' ","'No disability declared' ","'Extra' ",5
2010 ,"'FF - Combinations within Physical Sciences' ","'No disability declared' ","'Main scheme Clearing' ",45
2010 ,"'FF - Combinations within Physical Sciences' ","'No disability declared' ","'Direct Clearing' ",5
2010 ,"'G1 - Mathematics' ","'Disability declared' ","'Firm choice' ",210
2010 ,"'G1 - Mathematics' ","'Disability declared' ","'Insurance choice' ",55
2010 ,"'G1 - Mathematics' ","'Disability declared' ","'Other main scheme choice' ",5
2010 ,"'G1 - Mathematics' ","'Disability declared' ","'Extra' ",5
2010 ,"'G1 - Mathematics' ","'Disability declared' ","'Main scheme Clearing' ",30
2010 ,"'G1 - Mathematics' ","'Disability declared' ","'Direct Clearing' ",5
2010 ,"'G1 - Mathematics' ","'No disability declared' ","'Firm choice' ",4055
2010 ,"'G1 - Mathematics' ","'No disability declared' ","'Insurance choice' ",1045
2010 ,"'G1 - Mathematics' ","'No disability declared' ","'Other main scheme choice' ",45
2010 ,"'G1 - Mathematics' ","'No disability declared' ","'Extra' ",45
2010 ,"'G1 - Mathematics' ","'No disability declared' ","'Adjustment' ",5
2010 ,"'G1 - Mathematics' ","'No disability declared' ","'Main scheme Clearing' ",495
2010 ,"'G1 - Mathematics' ","'No disability declared' ","'Direct Clearing' ",55
2010 ,"'G1 - Mathematics' ","'No disability declared' ","'RPA' ",40
2010 ,"'G2 - Operational Research' ","'No disability declared' ","'Firm choice' ",30
2010 ,"'G2 - Operational Research' ","'No disability declared' ","'Insurance choice' ",5
2010 ,"'G2 - Operational Research' ","'No disability declared' ","'Other main scheme choice' ",5
2010 ,"'G2 - Operational Research' ","'No disability declared' ","'Main scheme Clearing' ",5
2010 ,"'G2 - Operational Research' ","'No disability declared' ","'RPA' ",10
2010 ,"'G3 - Statistics' ","'No disability declared' ","'Firm choice' ",60
2010 ,"'G3 - Statistics' ","'No disability declared' ","'Insurance choice' ",5
2010 ,"'G3 - Statistics' ","'No disability declared' ","'Extra' ",5
2010 ,"'G3 - Statistics' ","'No disability declared' ","'Main scheme Clearing' ",10
2010 ,"'G9 - Others in Mathematical Sciences' ","'No disability declared' ","'Firm choice' ",10
2010 ,"'G9 - Others in Mathematical Sciences' ","'No disability declared' ","'Insurance choice' ",5
2010 ,"'G9 - Others in Mathematical Sciences' ","'No disability declared' ","'Main scheme Clearing' ",5
2010 ,"'GG - Combinations within Mathematical Sciences' ","'Disability declared' ","'Firm choice' ",10
2010 ,"'GG - Combinations within Mathematical Sciences' ","'No disability declared' ","'Firm choice' ",210
2010 ,"'GG - Combinations within Mathematical Sciences' ","'No disability declared' ","'Insurance choice' ",25
2010 ,"'GG - Combinations within Mathematical Sciences' ","'No disability declared' ","'Other main scheme choice' ",5
2010 ,"'GG - Combinations within Mathematical Sciences' ","'No disability declared' ","'Extra' ",5
2010 ,"'GG - Combinations within Mathematical Sciences' ","'No disability declared' ","'Main scheme Clearing' ",25
2010 ,"'GG - Combinations within Mathematical Sciences' ","'No disability declared' ","'Direct Clearing' ",5
2010 ,"'H0 - Engineering: any area of study' ","'No disability declared' ","'Firm choice' ",30
2010 ,"'H0 - Engineering: any area of study' ","'No disability declared' ","'Insurance choice' ",5
2010 ,"'H0 - Engineering: any area of study' ","'No disability declared' ","'Other main scheme choice' ",5
2010 ,"'H0 - Engineering: any area of study' ","'No disability declared' ","'Extra' ",5
2010 ,"'H1 - General Engineering' ","'Disability declared' ","'Firm choice' ",140
2010 ,"'H1 - General Engineering' ","'Disability declared' ","'Insurance choice' ",20
2010 ,"'H1 - General Engineering' ","'Disability declared' ","'Other main scheme choice' ",5
2010 ,"'H1 - General Engineering' ","'Disability declared' ","'Main scheme Clearing' ",15
2010 ,"'H1 - General Engineering' ","'Disability declared' ","'Direct Clearing' ",5
2010 ,"'H1 - General Engineering' ","'Disability declared' ","'RPA' ",10
2010 ,"'H1 - General Engineering' ","'No disability declared' ","'Firm choice' ",1820
2010 ,"'H1 - General Engineering' ","'No disability declared' ","'Insurance choice' ",205
2010 ,"'H1 - General Engineering' ","'No disability declared' ","'Other main scheme choice' ",80
2010 ,"'H1 - General Engineering' ","'No disability declared' ","'Extra' ",35
2010 ,"'H1 - General Engineering' ","'No disability declared' ","'Main scheme Clearing' ",235
2010 ,"'H1 - General Engineering' ","'No disability declared' ","'Direct Clearing' ",65
2010 ,"'H1 - General Engineering' ","'No disability declared' ","'RPA' ",45
2010 ,"'H2 - Civil Engineering' ","'Disability declared' ","'Firm choice' ",95
2010 ,"'H2 - Civil Engineering' ","'Disability declared' ","'Insurance choice' ",30
2010 ,"'H2 - Civil Engineering' ","'Disability declared' ","'Other main scheme choice' ",5
2010 ,"'H2 - Civil Engineering' ","'Disability declared' ","'Main scheme Clearing' ",10
2010 ,"'H2 - Civil Engineering' ","'Disability declared' ","'Direct Clearing' ",5
2010 ,"'H2 - Civil Engineering' ","'No disability declared' ","'Firm choice' ",2150
2010 ,"'H2 - Civil Engineering' ","'No disability declared' ","'Insurance choice' ",425
2010 ,"'H2 - Civil Engineering' ","'No disability declared' ","'Other main scheme choice' ",70
2010 ,"'H2 - Civil Engineering' ","'No disability declared' ","'Extra' ",30
2010 ,"'H2 - Civil Engineering' ","'No disability declared' ","'Main scheme Clearing' ",380
2010 ,"'H2 - Civil Engineering' ","'No disability declared' ","'Direct Clearing' ",75
2010 ,"'H2 - Civil Engineering' ","'No disability declared' ","'RPA' ",130
2010 ,"'H3 - Mechanical Engineering' ","'Disability declared' ","'Firm choice' ",245
2010 ,"'H3 - Mechanical Engineering' ","'Disability declared' ","'Insurance choice' ",35
2010 ,"'H3 - Mechanical Engineering' ","'Disability declared' ","'Other main scheme choice' ",5
2010 ,"'H3 - Mechanical Engineering' ","'Disability declared' ","'Main scheme Clearing' ",25
2010 ,"'H3 - Mechanical Engineering' ","'Disability declared' ","'Direct Clearing' ",5
2010 ,"'H3 - Mechanical Engineering' ","'Disability declared' ","'RPA' ",15
2010 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'Firm choice' ",3140
2010 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'Insurance choice' ",615
2010 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'Other main scheme choice' ",100
2010 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'Extra' ",35
2010 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'Main scheme Clearing' ",500
2010 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'Direct Clearing' ",70
2010 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'RPA' ",150
2010 ,"'H4 - Aerospace Engineering' ","'Disability declared' ","'Firm choice' ",45
2010 ,"'H4 - Aerospace Engineering' ","'Disability declared' ","'Insurance choice' ",15
2010 ,"'H4 - Aerospace Engineering' ","'Disability declared' ","'Main scheme Clearing' ",10
2010 ,"'H4 - Aerospace Engineering' ","'Disability declared' ","'RPA' ",5
2010 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'Firm choice' ",1230
2010 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'Insurance choice' ",235
2010 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'Other main scheme choice' ",30
2010 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'Extra' ",10
2010 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'Main scheme Clearing' ",140
2010 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'Direct Clearing' ",20
2010 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'RPA' ",55
2010 ,"'H5 - Naval Architecture' ","'Disability declared' ","'Firm choice' ",5
2010 ,"'H5 - Naval Architecture' ","'No disability declared' ","'Firm choice' ",35
2010 ,"'H5 - Naval Architecture' ","'No disability declared' ","'Insurance choice' ",5
2010 ,"'H6 - Electronic and Electrical Engineering' ","'Disability declared' ","'Firm choice' ",145
2010 ,"'H6 - Electronic and Electrical Engineering' ","'Disability declared' ","'Insurance choice' ",20
2010 ,"'H6 - Electronic and Electrical Engineering' ","'Disability declared' ","'Other main scheme choice' ",10
2010 ,"'H6 - Electronic and Electrical Engineering' ","'Disability declared' ","'Main scheme Clearing' ",10
2010 ,"'H6 - Electronic and Electrical Engineering' ","'Disability declared' ","'Direct Clearing' ",5
2010 ,"'H6 - Electronic and Electrical Engineering' ","'Disability declared' ","'RPA' ",20
2010 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'Firm choice' ",1815
2010 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'Insurance choice' ",270
2010 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'Other main scheme choice' ",135
2010 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'Extra' ",25
2010 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'Main scheme Clearing' ",415
2010 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'Direct Clearing' ",120
2010 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'RPA' ",245
2010 ,"'H7 - Production and Manufacturing Engineering' ","'Disability declared' ","'Firm choice' ",50
2010 ,"'H7 - Production and Manufacturing Engineering' ","'Disability declared' ","'Insurance choice' ",5
2010 ,"'H7 - Production and Manufacturing Engineering' ","'Disability declared' ","'Main scheme Clearing' ",5
2010 ,"'H7 - Production and Manufacturing Engineering' ","'Disability declared' ","'Direct Clearing' ",5
2010 ,"'H7 - Production and Manufacturing Engineering' ","'No disability declared' ","'Firm choice' ",450
2010 ,"'H7 - Production and Manufacturing Engineering' ","'No disability declared' ","'Insurance choice' ",50
2010 ,"'H7 - Production and Manufacturing Engineering' ","'No disability declared' ","'Other main scheme choice' ",15
2010 ,"'H7 - Production and Manufacturing Engineering' ","'No disability declared' ","'Extra' ",10
2010 ,"'H7 - Production and Manufacturing Engineering' ","'No disability declared' ","'Main scheme Clearing' ",40
2010 ,"'H7 - Production and Manufacturing Engineering' ","'No disability declared' ","'Direct Clearing' ",10
2010 ,"'H7 - Production and Manufacturing Engineering' ","'No disability declared' ","'RPA' ",20
2010 ,"'H8 - Chemical,Process and Energy Engineering' ","'Disability declared' ","'Firm choice' ",45
2010 ,"'H8 - Chemical,Process and Energy Engineering' ","'Disability declared' ","'Insurance choice' ",10
2010 ,"'H8 - Chemical,Process and Energy Engineering' ","'No disability declared' ","'Firm choice' ",845
2010 ,"'H8 - Chemical,Process and Energy Engineering' ","'No disability declared' ","'Insurance choice' ",125
2010 ,"'H8 - Chemical,Process and Energy Engineering' ","'No disability declared' ","'Other main scheme choice' ",15
2010 ,"'H8 - Chemical,Process and Energy Engineering' ","'No disability declared' ","'Extra' ",20
2010 ,"'H8 - Chemical,Process and Energy Engineering' ","'No disability declared' ","'Main scheme Clearing' ",125
