"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Age Band , Sex , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_020_01.pdf"
 
Cycle Year,Subject Group (Summary Level) , Age Band , Sex,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ",40
2008 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ",450
2008 ,"'Group N Business and Admin studies' ","'18' ","'Men' ",11930
2008 ,"'Group N Business and Admin studies' ","'18' ","'Women' ",12000
2008 ,"'Group N Business and Admin studies' ","'19' ","'Men' ",6170
2008 ,"'Group N Business and Admin studies' ","'19' ","'Women' ",5515
2008 ,"'Group N Business and Admin studies' ","'20' ","'Men' ",3280
2008 ,"'Group N Business and Admin studies' ","'20' ","'Women' ",2950
2008 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ",6375
2008 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ",5970
2008 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Men' ",20
2008 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Women' ",50
2008 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ",2185
2008 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ",3010
2008 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ",1030
2008 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ",1235
2008 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ",485
2008 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ",495
2008 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Men' ",940
2008 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Women' ",750
2008 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Men' ",25
2008 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Women' ",55
2008 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Men' ",1890
2008 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Women' ",5470
2008 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Men' ",710
2008 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Women' ",1535
2008 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Men' ",195
2008 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Women' ",430
2008 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Men' ",445
2008 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Women' ",875
2008 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Men' ",15
2008 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Women' ",55
2008 ,"'Group R European Languages, Literature and related' ","'18' ","'Men' ",875
2008 ,"'Group R European Languages, Literature and related' ","'18' ","'Women' ",2375
2008 ,"'Group R European Languages, Literature and related' ","'19' ","'Men' ",175
2008 ,"'Group R European Languages, Literature and related' ","'19' ","'Women' ",450
2008 ,"'Group R European Languages, Literature and related' ","'20' ","'Men' ",50
2008 ,"'Group R European Languages, Literature and related' ","'20' ","'Women' ",105
2008 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Men' ",130
2008 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Women' ",235
2008 ,"'Group T Non-European Languages, Literature and related' ","'17 and under' ","'Men' ",5
2008 ,"'Group T Non-European Languages, Literature and related' ","'17 and under' ","'Women' ",15
2008 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Men' ",310
2008 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Women' ",645
2008 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Men' ",90
2008 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Women' ",155
2008 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Men' ",30
2008 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Women' ",45
2008 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Men' ",100
2008 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Women' ",90
2008 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Men' ",40
2008 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Women' ",45
2008 ,"'Group V History and Philosophical studies' ","'18' ","'Men' ",4355
2008 ,"'Group V History and Philosophical studies' ","'18' ","'Women' ",4880
2008 ,"'Group V History and Philosophical studies' ","'19' ","'Men' ",1235
2008 ,"'Group V History and Philosophical studies' ","'19' ","'Women' ",1230
2008 ,"'Group V History and Philosophical studies' ","'20' ","'Men' ",375
2008 ,"'Group V History and Philosophical studies' ","'20' ","'Women' ",295
2008 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Men' ",935
2008 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Women' ",780
2008 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Men' ",70
2008 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Women' ",145
2008 ,"'Group W Creative Arts and Design' ","'18' ","'Men' ",6200
2008 ,"'Group W Creative Arts and Design' ","'18' ","'Women' ",10760
2008 ,"'Group W Creative Arts and Design' ","'19' ","'Men' ",5240
2008 ,"'Group W Creative Arts and Design' ","'19' ","'Women' ",9355
2008 ,"'Group W Creative Arts and Design' ","'20' ","'Men' ",2460
2008 ,"'Group W Creative Arts and Design' ","'20' ","'Women' ",3355
2008 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Men' ",4910
2008 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Women' ",6160
2008 ,"'Group X Education' ","'17 and under' ","'Men' ",10
2008 ,"'Group X Education' ","'17 and under' ","'Women' ",45
2008 ,"'Group X Education' ","'18' ","'Men' ",750
2008 ,"'Group X Education' ","'18' ","'Women' ",6115
2008 ,"'Group X Education' ","'19' ","'Men' ",280
2008 ,"'Group X Education' ","'19' ","'Women' ",1985
2008 ,"'Group X Education' ","'20' ","'Men' ",170
2008 ,"'Group X Education' ","'20' ","'Women' ",985
2008 ,"'Group X Education' ","'21 and over' ","'Men' ",550
2008 ,"'Group X Education' ","'21 and over' ","'Women' ",3775
2008 ,"'Y Combined arts' ","'17 and under' ","'Men' ",20
2008 ,"'Y Combined arts' ","'17 and under' ","'Women' ",80
2008 ,"'Y Combined arts' ","'18' ","'Men' ",2345
2008 ,"'Y Combined arts' ","'18' ","'Women' ",6175
2008 ,"'Y Combined arts' ","'19' ","'Men' ",1040
2008 ,"'Y Combined arts' ","'19' ","'Women' ",1785
2008 ,"'Y Combined arts' ","'20' ","'Men' ",420
2008 ,"'Y Combined arts' ","'20' ","'Women' ",655
2008 ,"'Y Combined arts' ","'21 and over' ","'Men' ",890
2008 ,"'Y Combined arts' ","'21 and over' ","'Women' ",1390
2008 ,"'Y Combined sciences' ","'17 and under' ","'Men' ",70
2008 ,"'Y Combined sciences' ","'17 and under' ","'Women' ",45
2008 ,"'Y Combined sciences' ","'18' ","'Men' ",2450
2008 ,"'Y Combined sciences' ","'18' ","'Women' ",2275
2008 ,"'Y Combined sciences' ","'19' ","'Men' ",860
2008 ,"'Y Combined sciences' ","'19' ","'Women' ",650
2008 ,"'Y Combined sciences' ","'20' ","'Men' ",390
2008 ,"'Y Combined sciences' ","'20' ","'Women' ",250
2008 ,"'Y Combined sciences' ","'21 and over' ","'Men' ",975
2008 ,"'Y Combined sciences' ","'21 and over' ","'Women' ",735
2008 ,"'Y Combined social sciences' ","'17 and under' ","'Men' ",45
2008 ,"'Y Combined social sciences' ","'17 and under' ","'Women' ",60
2008 ,"'Y Combined social sciences' ","'18' ","'Men' ",1610
2008 ,"'Y Combined social sciences' ","'18' ","'Women' ",1985
2008 ,"'Y Combined social sciences' ","'19' ","'Men' ",790
2008 ,"'Y Combined social sciences' ","'19' ","'Women' ",855
2008 ,"'Y Combined social sciences' ","'20' ","'Men' ",275
2008 ,"'Y Combined social sciences' ","'20' ","'Women' ",305
2008 ,"'Y Combined social sciences' ","'21 and over' ","'Men' ",415
2008 ,"'Y Combined social sciences' ","'21 and over' ","'Women' ",545
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Men' ",105
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Women' ",95
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Men' ",5905
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Women' ",6335
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Men' ",2600
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Women' ",2245
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Men' ",1200
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Women' ",960
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Men' ",2460
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Women' ",2260
2008 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Men' ",60
2008 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Women' ",125
2008 ,"'Y Social Sciences combined with Arts' ","'18' ","'Men' ",2900
2008 ,"'Y Social Sciences combined with Arts' ","'18' ","'Women' ",4620
2008 ,"'Y Social Sciences combined with Arts' ","'19' ","'Men' ",1085
2008 ,"'Y Social Sciences combined with Arts' ","'19' ","'Women' ",1725
2008 ,"'Y Social Sciences combined with Arts' ","'20' ","'Men' ",415
2008 ,"'Y Social Sciences combined with Arts' ","'20' ","'Women' ",625
2008 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Men' ",780
2008 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Women' ",1375
2008 ,"'Z General, other combined and unknown' ","'17 and under' ","'Men' ",55
2008 ,"'Z General, other combined and unknown' ","'17 and under' ","'Women' ",50
2008 ,"'Z General, other combined and unknown' ","'18' ","'Men' ",1135
2008 ,"'Z General, other combined and unknown' ","'18' ","'Women' ",1495
2008 ,"'Z General, other combined and unknown' ","'19' ","'Men' ",465
2008 ,"'Z General, other combined and unknown' ","'19' ","'Women' ",575
2008 ,"'Z General, other combined and unknown' ","'20' ","'Men' ",220
2008 ,"'Z General, other combined and unknown' ","'20' ","'Women' ",230
2008 ,"'Z General, other combined and unknown' ","'21 and over' ","'Men' ",630
2008 ,"'Z General, other combined and unknown' ","'21 and over' ","'Women' ",770
2009 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ",55
2009 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Women' ",90
2009 ,"'Group A Medicine and Dentistry' ","'18' ","'Men' ",2250
2009 ,"'Group A Medicine and Dentistry' ","'18' ","'Women' ",3000
2009 ,"'Group A Medicine and Dentistry' ","'19' ","'Men' ",665
2009 ,"'Group A Medicine and Dentistry' ","'19' ","'Women' ",790
2009 ,"'Group A Medicine and Dentistry' ","'20' ","'Men' ",135
2009 ,"'Group A Medicine and Dentistry' ","'20' ","'Women' ",150
2009 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Men' ",1000
2009 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Women' ",1100
2009 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Men' ",95
2009 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Women' ",355
2009 ,"'Group B Subjects allied to Medicine' ","'18' ","'Men' ",2885
2009 ,"'Group B Subjects allied to Medicine' ","'18' ","'Women' ",11865
2009 ,"'Group B Subjects allied to Medicine' ","'19' ","'Men' ",1480
2009 ,"'Group B Subjects allied to Medicine' ","'19' ","'Women' ",5120
2009 ,"'Group B Subjects allied to Medicine' ","'20' ","'Men' ",660
2009 ,"'Group B Subjects allied to Medicine' ","'20' ","'Women' ",2565
2009 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Men' ",4480
2009 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Women' ",18615
2009 ,"'Group C Biological Sciences' ","'17 and under' ","'Men' ",105
2009 ,"'Group C Biological Sciences' ","'17 and under' ","'Women' ",245
2009 ,"'Group C Biological Sciences' ","'18' ","'Men' ",8350
2009 ,"'Group C Biological Sciences' ","'18' ","'Women' ",13370
2009 ,"'Group C Biological Sciences' ","'19' ","'Men' ",3155
2009 ,"'Group C Biological Sciences' ","'19' ","'Women' ",3590
2009 ,"'Group C Biological Sciences' ","'20' ","'Men' ",1205
2009 ,"'Group C Biological Sciences' ","'20' ","'Women' ",1295
2009 ,"'Group C Biological Sciences' ","'21 and over' ","'Men' ",2420
2009 ,"'Group C Biological Sciences' ","'21 and over' ","'Women' ",3225
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Men' ",35
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Women' ",55
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Men' ",705
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Women' ",1780
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Men' ",265
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Women' ",645
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Men' ",155
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Women' ",265
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Men' ",605
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Women' ",950
2009 ,"'Group F Physical Sciences' ","'17 and under' ","'Men' ",100
2009 ,"'Group F Physical Sciences' ","'17 and under' ","'Women' ",105
2009 ,"'Group F Physical Sciences' ","'18' ","'Men' ",7025
2009 ,"'Group F Physical Sciences' ","'18' ","'Women' ",4550
2009 ,"'Group F Physical Sciences' ","'19' ","'Men' ",1575
2009 ,"'Group F Physical Sciences' ","'19' ","'Women' ",1090
2009 ,"'Group F Physical Sciences' ","'20' ","'Men' ",495
2009 ,"'Group F Physical Sciences' ","'20' ","'Women' ",385
2009 ,"'Group F Physical Sciences' ","'21 and over' ","'Men' ",1165
2009 ,"'Group F Physical Sciences' ","'21 and over' ","'Women' ",800
2009 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Men' ",75
2009 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Women' ",70
2009 ,"'Group G Mathematical Sciences' ","'18' ","'Men' ",3085
2009 ,"'Group G Mathematical Sciences' ","'18' ","'Women' ",2145
2009 ,"'Group G Mathematical Sciences' ","'19' ","'Men' ",755
2009 ,"'Group G Mathematical Sciences' ","'19' ","'Women' ",540
2009 ,"'Group G Mathematical Sciences' ","'20' ","'Men' ",275
2009 ,"'Group G Mathematical Sciences' ","'20' ","'Women' ",190
2009 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ",375
2009 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ",190
2009 ,"'Group H Engineering' ","'17 and under' ","'Men' ",555
2009 ,"'Group H Engineering' ","'17 and under' ","'Women' ",135
2009 ,"'Group H Engineering' ","'18' ","'Men' ",10420
2009 ,"'Group H Engineering' ","'18' ","'Women' ",1565
2009 ,"'Group H Engineering' ","'19' ","'Men' ",4070
2009 ,"'Group H Engineering' ","'19' ","'Women' ",595
2009 ,"'Group H Engineering' ","'20' ","'Men' ",2165
2009 ,"'Group H Engineering' ","'20' ","'Women' ",280
2009 ,"'Group H Engineering' ","'21 and over' ","'Men' ",5100
2009 ,"'Group H Engineering' ","'21 and over' ","'Women' ",550
2009 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ",160
2009 ,"'Group I Computer Sciences' ","'17 and under' ","'Women' ",55
2009 ,"'Group I Computer Sciences' ","'18' ","'Men' ",6855
2009 ,"'Group I Computer Sciences' ","'18' ","'Women' ",1360
2009 ,"'Group I Computer Sciences' ","'19' ","'Men' ",3590
2009 ,"'Group I Computer Sciences' ","'19' ","'Women' ",590
2009 ,"'Group I Computer Sciences' ","'20' ","'Men' ",1980
2009 ,"'Group I Computer Sciences' ","'20' ","'Women' ",275
2009 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ",4635
2009 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ",785
2009 ,"'Group J Technologies' ","'17 and under' ","'Men' ",20
2009 ,"'Group J Technologies' ","'17 and under' ","'Women' ",10
2009 ,"'Group J Technologies' ","'18' ","'Men' ",925
2009 ,"'Group J Technologies' ","'18' ","'Women' ",225
2009 ,"'Group J Technologies' ","'19' ","'Men' ",520
2009 ,"'Group J Technologies' ","'19' ","'Women' ",190
2009 ,"'Group J Technologies' ","'20' ","'Men' ",300
2009 ,"'Group J Technologies' ","'20' ","'Women' ",75
2009 ,"'Group J Technologies' ","'21 and over' ","'Men' ",695
2009 ,"'Group J Technologies' ","'21 and over' ","'Women' ",120
2009 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Men' ",40
2009 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Women' ",90
2009 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ",3085
2009 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ",1525
2009 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ",1455
2009 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ",580
2009 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ",690
2009 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ",225
2009 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ",1960
2009 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ",640
2009 ,"'Group L Social Studies' ","'17 and under' ","'Men' ",175
2009 ,"'Group L Social Studies' ","'17 and under' ","'Women' ",245
2009 ,"'Group L Social Studies' ","'18' ","'Men' ",7405
2009 ,"'Group L Social Studies' ","'18' ","'Women' ",8925
2009 ,"'Group L Social Studies' ","'19' ","'Men' ",3000
2009 ,"'Group L Social Studies' ","'19' ","'Women' ",3660
2009 ,"'Group L Social Studies' ","'20' ","'Men' ",1020
2009 ,"'Group L Social Studies' ","'20' ","'Women' ",1500
2009 ,"'Group L Social Studies' ","'21 and over' ","'Men' ",2950
2009 ,"'Group L Social Studies' ","'21 and over' ","'Women' ",7865
2009 ,"'Group M Law' ","'17 and under' ","'Men' ",105
2009 ,"'Group M Law' ","'17 and under' ","'Women' ",260
2009 ,"'Group M Law' ","'18' ","'Men' ",4080
2009 ,"'Group M Law' ","'18' ","'Women' ",7845
2009 ,"'Group M Law' ","'19' ","'Men' ",1455
2009 ,"'Group M Law' ","'19' ","'Women' ",2310
2009 ,"'Group M Law' ","'20' ","'Men' ",645
2009 ,"'Group M Law' ","'20' ","'Women' ",875
2009 ,"'Group M Law' ","'21 and over' ","'Men' ",2010
2009 ,"'Group M Law' ","'21 and over' ","'Women' ",2430
2009 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ",335
2009 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ",410
2009 ,"'Group N Business and Admin studies' ","'18' ","'Men' ",12600
2009 ,"'Group N Business and Admin studies' ","'18' ","'Women' ",12825
2009 ,"'Group N Business and Admin studies' ","'19' ","'Men' ",6780
2009 ,"'Group N Business and Admin studies' ","'19' ","'Women' ",5885
2009 ,"'Group N Business and Admin studies' ","'20' ","'Men' ",3445
2009 ,"'Group N Business and Admin studies' ","'20' ","'Women' ",3130
2009 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ",6690
2009 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ",6310
