"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Sex , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_019_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Sex , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'Men' ","'Firm choice' ",3190
2007 ,"'D7 - Agricultural Sciences' ","'Men' ","'Firm choice' ",5
2007 ,"'D7 - Agricultural Sciences' ","'Women' ","'Firm choice' ",20
2007 ,"'D7 - Agricultural Sciences' ","'Women' ","'RPA' ",5
2007 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Men' ","'Firm choice' ",5
2007 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Women' ","'Firm choice' ",25
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Men' ","'Firm choice' ",15
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Men' ","'Other main scheme choice' ",5
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Women' ","'Firm choice' ",45
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Women' ","'Insurance choice' ",5
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Women' ","'Other main scheme choice' ",5
2007 ,"'F0 - Physical Sciences: any area of study' ","'Men' ","'Firm choice' ",45
2007 ,"'F0 - Physical Sciences: any area of study' ","'Men' ","'Main scheme Clearing' ",5
2007 ,"'F0 - Physical Sciences: any area of study' ","'Men' ","'RPA' ",5
2007 ,"'F0 - Physical Sciences: any area of study' ","'Women' ","'Firm choice' ",20
2007 ,"'F0 - Physical Sciences: any area of study' ","'Women' ","'Main scheme Clearing' ",5
2007 ,"'F1 - Chemistry' ","'Men' ","'Firm choice' ",1600
2007 ,"'F1 - Chemistry' ","'Men' ","'Insurance choice' ",210
2007 ,"'F1 - Chemistry' ","'Men' ","'Other main scheme choice' ",35
2007 ,"'F1 - Chemistry' ","'Men' ","'Extra' ",5
2007 ,"'F1 - Chemistry' ","'Men' ","'Main scheme Clearing' ",175
2007 ,"'F1 - Chemistry' ","'Men' ","'Direct Clearing' ",30
2007 ,"'F1 - Chemistry' ","'Men' ","'RPA' ",50
2007 ,"'F1 - Chemistry' ","'Women' ","'Firm choice' ",1085
2007 ,"'F1 - Chemistry' ","'Women' ","'Insurance choice' ",115
2007 ,"'F1 - Chemistry' ","'Women' ","'Other main scheme choice' ",25
2007 ,"'F1 - Chemistry' ","'Women' ","'Extra' ",15
2007 ,"'F1 - Chemistry' ","'Women' ","'Main scheme Clearing' ",145
2007 ,"'F1 - Chemistry' ","'Women' ","'Direct Clearing' ",15
2007 ,"'F1 - Chemistry' ","'Women' ","'RPA' ",45
2007 ,"'F2 - Materials Science' ","'Men' ","'Firm choice' ",5
2007 ,"'F3 - Physics' ","'Men' ","'Firm choice' ",1930
2007 ,"'F3 - Physics' ","'Men' ","'Insurance choice' ",235
2007 ,"'F3 - Physics' ","'Men' ","'Other main scheme choice' ",40
2007 ,"'F3 - Physics' ","'Men' ","'Extra' ",5
2007 ,"'F3 - Physics' ","'Men' ","'Main scheme Clearing' ",125
2007 ,"'F3 - Physics' ","'Men' ","'Direct Clearing' ",30
2007 ,"'F3 - Physics' ","'Men' ","'RPA' ",40
2007 ,"'F3 - Physics' ","'Women' ","'Firm choice' ",445
2007 ,"'F3 - Physics' ","'Women' ","'Insurance choice' ",50
2007 ,"'F3 - Physics' ","'Women' ","'Other main scheme choice' ",10
2007 ,"'F3 - Physics' ","'Women' ","'Extra' ",5
2007 ,"'F3 - Physics' ","'Women' ","'Main scheme Clearing' ",25
2007 ,"'F3 - Physics' ","'Women' ","'Direct Clearing' ",10
2007 ,"'F3 - Physics' ","'Women' ","'RPA' ",15
2007 ,"'F4 - Forensic and Archaeological Science' ","'Men' ","'Firm choice' ",500
2007 ,"'F4 - Forensic and Archaeological Science' ","'Men' ","'Insurance choice' ",25
2007 ,"'F4 - Forensic and Archaeological Science' ","'Men' ","'Other main scheme choice' ",20
2007 ,"'F4 - Forensic and Archaeological Science' ","'Men' ","'Extra' ",5
2007 ,"'F4 - Forensic and Archaeological Science' ","'Men' ","'Main scheme Clearing' ",35
2007 ,"'F4 - Forensic and Archaeological Science' ","'Men' ","'Direct Clearing' ",25
2007 ,"'F4 - Forensic and Archaeological Science' ","'Men' ","'RPA' ",45
2007 ,"'F4 - Forensic and Archaeological Science' ","'Women' ","'Firm choice' ",895
2007 ,"'F4 - Forensic and Archaeological Science' ","'Women' ","'Insurance choice' ",40
2007 ,"'F4 - Forensic and Archaeological Science' ","'Women' ","'Other main scheme choice' ",55
2007 ,"'F4 - Forensic and Archaeological Science' ","'Women' ","'Extra' ",15
2007 ,"'F4 - Forensic and Archaeological Science' ","'Women' ","'Main scheme Clearing' ",70
2007 ,"'F4 - Forensic and Archaeological Science' ","'Women' ","'Direct Clearing' ",20
2007 ,"'F4 - Forensic and Archaeological Science' ","'Women' ","'RPA' ",70
2007 ,"'F5 - Astronomy' ","'Men' ","'Firm choice' ",70
2007 ,"'F5 - Astronomy' ","'Men' ","'Insurance choice' ",15
2007 ,"'F5 - Astronomy' ","'Men' ","'Main scheme Clearing' ",5
2007 ,"'F5 - Astronomy' ","'Women' ","'Firm choice' ",20
2007 ,"'F5 - Astronomy' ","'Women' ","'Insurance choice' ",5
2007 ,"'F6 - Geology' ","'Men' ","'Firm choice' ",675
2007 ,"'F6 - Geology' ","'Men' ","'Insurance choice' ",65
2007 ,"'F6 - Geology' ","'Men' ","'Other main scheme choice' ",25
2007 ,"'F6 - Geology' ","'Men' ","'Extra' ",5
2007 ,"'F6 - Geology' ","'Men' ","'Main scheme Clearing' ",40
2007 ,"'F6 - Geology' ","'Men' ","'Direct Clearing' ",15
2007 ,"'F6 - Geology' ","'Men' ","'RPA' ",30
2007 ,"'F6 - Geology' ","'Women' ","'Firm choice' ",390
2007 ,"'F6 - Geology' ","'Women' ","'Insurance choice' ",40
2007 ,"'F6 - Geology' ","'Women' ","'Other main scheme choice' ",15
2007 ,"'F6 - Geology' ","'Women' ","'Main scheme Clearing' ",20
2007 ,"'F6 - Geology' ","'Women' ","'Direct Clearing' ",5
2007 ,"'F6 - Geology' ","'Women' ","'RPA' ",15
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Men' ","'Firm choice' ",525
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Men' ","'Insurance choice' ",40
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Men' ","'Other main scheme choice' ",25
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Men' ","'Main scheme Clearing' ",30
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Men' ","'Direct Clearing' ",25
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Men' ","'RPA' ",35
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Women' ","'Firm choice' ",415
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Women' ","'Insurance choice' ",25
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Women' ","'Other main scheme choice' ",25
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Women' ","'Extra' ",5
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Women' ","'Main scheme Clearing' ",40
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Women' ","'Direct Clearing' ",10
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Women' ","'RPA' ",20
2007 ,"'F8 - Physical geographical sciences' ","'Men' ","'Firm choice' ",1300
2007 ,"'F8 - Physical geographical sciences' ","'Men' ","'Insurance choice' ",135
2007 ,"'F8 - Physical geographical sciences' ","'Men' ","'Other main scheme choice' ",35
2007 ,"'F8 - Physical geographical sciences' ","'Men' ","'Extra' ",10
2007 ,"'F8 - Physical geographical sciences' ","'Men' ","'Main scheme Clearing' ",75
2007 ,"'F8 - Physical geographical sciences' ","'Men' ","'Direct Clearing' ",25
2007 ,"'F8 - Physical geographical sciences' ","'Men' ","'RPA' ",45
2007 ,"'F8 - Physical geographical sciences' ","'Women' ","'Firm choice' ",1220
2007 ,"'F8 - Physical geographical sciences' ","'Women' ","'Insurance choice' ",105
2007 ,"'F8 - Physical geographical sciences' ","'Women' ","'Other main scheme choice' ",20
2007 ,"'F8 - Physical geographical sciences' ","'Women' ","'Extra' ",10
2007 ,"'F8 - Physical geographical sciences' ","'Women' ","'Main scheme Clearing' ",75
2007 ,"'F8 - Physical geographical sciences' ","'Women' ","'Direct Clearing' ",15
2007 ,"'F8 - Physical geographical sciences' ","'Women' ","'RPA' ",30
2007 ,"'F9 - Others in Physical Sciences' ","'Men' ","'Firm choice' ",135
2007 ,"'F9 - Others in Physical Sciences' ","'Men' ","'Insurance choice' ",10
2007 ,"'F9 - Others in Physical Sciences' ","'Men' ","'Other main scheme choice' ",10
2007 ,"'F9 - Others in Physical Sciences' ","'Men' ","'Main scheme Clearing' ",25
2007 ,"'F9 - Others in Physical Sciences' ","'Men' ","'Direct Clearing' ",5
2007 ,"'F9 - Others in Physical Sciences' ","'Men' ","'RPA' ",20
2007 ,"'F9 - Others in Physical Sciences' ","'Women' ","'Firm choice' ",95
2007 ,"'F9 - Others in Physical Sciences' ","'Women' ","'Insurance choice' ",10
2007 ,"'F9 - Others in Physical Sciences' ","'Women' ","'Other main scheme choice' ",5
2007 ,"'F9 - Others in Physical Sciences' ","'Women' ","'Main scheme Clearing' ",25
2007 ,"'F9 - Others in Physical Sciences' ","'Women' ","'Direct Clearing' ",5
2007 ,"'F9 - Others in Physical Sciences' ","'Women' ","'RPA' ",15
2007 ,"'FF - Combinations within Physical Sciences' ","'Men' ","'Firm choice' ",410
2007 ,"'FF - Combinations within Physical Sciences' ","'Men' ","'Insurance choice' ",40
2007 ,"'FF - Combinations within Physical Sciences' ","'Men' ","'Other main scheme choice' ",10
2007 ,"'FF - Combinations within Physical Sciences' ","'Men' ","'Main scheme Clearing' ",30
2007 ,"'FF - Combinations within Physical Sciences' ","'Men' ","'Direct Clearing' ",10
2007 ,"'FF - Combinations within Physical Sciences' ","'Men' ","'RPA' ",5
2007 ,"'FF - Combinations within Physical Sciences' ","'Women' ","'Firm choice' ",310
2007 ,"'FF - Combinations within Physical Sciences' ","'Women' ","'Insurance choice' ",20
2007 ,"'FF - Combinations within Physical Sciences' ","'Women' ","'Other main scheme choice' ",5
2007 ,"'FF - Combinations within Physical Sciences' ","'Women' ","'Extra' ",5
2007 ,"'FF - Combinations within Physical Sciences' ","'Women' ","'Main scheme Clearing' ",20
2007 ,"'FF - Combinations within Physical Sciences' ","'Women' ","'Direct Clearing' ",5
2007 ,"'FF - Combinations within Physical Sciences' ","'Women' ","'RPA' ",10
2007 ,"'G0 - Mathematical Sciences: any area' ","'Men' ","'Firm choice' ",10
2007 ,"'G0 - Mathematical Sciences: any area' ","'Men' ","'RPA' ",5
2007 ,"'G0 - Mathematical Sciences: any area' ","'Women' ","'Firm choice' ",5
2007 ,"'G1 - Mathematics' ","'Men' ","'Firm choice' ",2215
2007 ,"'G1 - Mathematics' ","'Men' ","'Insurance choice' ",450
2007 ,"'G1 - Mathematics' ","'Men' ","'Other main scheme choice' ",60
2007 ,"'G1 - Mathematics' ","'Men' ","'Extra' ",30
2007 ,"'G1 - Mathematics' ","'Men' ","'Main scheme Clearing' ",205
2007 ,"'G1 - Mathematics' ","'Men' ","'Direct Clearing' ",60
2007 ,"'G1 - Mathematics' ","'Men' ","'RPA' ",65
2007 ,"'G1 - Mathematics' ","'Women' ","'Firm choice' ",1530
2007 ,"'G1 - Mathematics' ","'Women' ","'Insurance choice' ",275
2007 ,"'G1 - Mathematics' ","'Women' ","'Other main scheme choice' ",30
2007 ,"'G1 - Mathematics' ","'Women' ","'Extra' ",10
2007 ,"'G1 - Mathematics' ","'Women' ","'Main scheme Clearing' ",135
2007 ,"'G1 - Mathematics' ","'Women' ","'Direct Clearing' ",20
2007 ,"'G1 - Mathematics' ","'Women' ","'RPA' ",45
2007 ,"'G2 - Operational Research' ","'Men' ","'Firm choice' ",10
2007 ,"'G2 - Operational Research' ","'Men' ","'RPA' ",10
2007 ,"'G2 - Operational Research' ","'Women' ","'Firm choice' ",5
2007 ,"'G2 - Operational Research' ","'Women' ","'RPA' ",20
2007 ,"'G3 - Statistics' ","'Men' ","'Firm choice' ",75
2007 ,"'G3 - Statistics' ","'Men' ","'Insurance choice' ",10
2007 ,"'G3 - Statistics' ","'Men' ","'Other main scheme choice' ",5
2007 ,"'G3 - Statistics' ","'Men' ","'Extra' ",5
2007 ,"'G3 - Statistics' ","'Men' ","'Main scheme Clearing' ",20
2007 ,"'G3 - Statistics' ","'Women' ","'Firm choice' ",45
2007 ,"'G3 - Statistics' ","'Women' ","'Other main scheme choice' ",5
2007 ,"'G3 - Statistics' ","'Women' ","'Extra' ",5
2007 ,"'G3 - Statistics' ","'Women' ","'Main scheme Clearing' ",10
2007 ,"'G9 - Others in Mathematical Sciences' ","'Men' ","'Firm choice' ",5
2007 ,"'G9 - Others in Mathematical Sciences' ","'Men' ","'Insurance choice' ",5
2007 ,"'G9 - Others in Mathematical Sciences' ","'Men' ","'RPA' ",5
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Men' ","'Firm choice' ",165
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Men' ","'Insurance choice' ",30
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Men' ","'Other main scheme choice' ",10
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Men' ","'Main scheme Clearing' ",15
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Men' ","'Direct Clearing' ",5
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Men' ","'RPA' ",5
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Women' ","'Firm choice' ",135
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Women' ","'Insurance choice' ",15
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Women' ","'Other main scheme choice' ",10
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Women' ","'Main scheme Clearing' ",20
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Women' ","'Direct Clearing' ",5
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Women' ","'RPA' ",5
2007 ,"'H0 - Engineering: any area of study' ","'Men' ","'Firm choice' ",55
2007 ,"'H0 - Engineering: any area of study' ","'Men' ","'Insurance choice' ",5
2007 ,"'H0 - Engineering: any area of study' ","'Men' ","'Other main scheme choice' ",15
2007 ,"'H0 - Engineering: any area of study' ","'Men' ","'Main scheme Clearing' ",5
2007 ,"'H0 - Engineering: any area of study' ","'Men' ","'RPA' ",5
2007 ,"'H0 - Engineering: any area of study' ","'Women' ","'Firm choice' ",5
2007 ,"'H1 - General Engineering' ","'Men' ","'Firm choice' ",1620
2007 ,"'H1 - General Engineering' ","'Men' ","'Insurance choice' ",140
2007 ,"'H1 - General Engineering' ","'Men' ","'Other main scheme choice' ",150
2007 ,"'H1 - General Engineering' ","'Men' ","'Extra' ",15
2007 ,"'H1 - General Engineering' ","'Men' ","'Main scheme Clearing' ",220
2007 ,"'H1 - General Engineering' ","'Men' ","'Direct Clearing' ",85
2007 ,"'H1 - General Engineering' ","'Men' ","'RPA' ",290
2007 ,"'H1 - General Engineering' ","'Women' ","'Firm choice' ",240
2007 ,"'H1 - General Engineering' ","'Women' ","'Insurance choice' ",25
2007 ,"'H1 - General Engineering' ","'Women' ","'Other main scheme choice' ",15
2007 ,"'H1 - General Engineering' ","'Women' ","'Extra' ",5
2007 ,"'H1 - General Engineering' ","'Women' ","'Main scheme Clearing' ",45
2007 ,"'H1 - General Engineering' ","'Women' ","'Direct Clearing' ",5
2007 ,"'H1 - General Engineering' ","'Women' ","'RPA' ",30
2007 ,"'H2 - Civil Engineering' ","'Men' ","'Firm choice' ",2030
2007 ,"'H2 - Civil Engineering' ","'Men' ","'Insurance choice' ",325
2007 ,"'H2 - Civil Engineering' ","'Men' ","'Other main scheme choice' ",220
2007 ,"'H2 - Civil Engineering' ","'Men' ","'Extra' ",25
2007 ,"'H2 - Civil Engineering' ","'Men' ","'Main scheme Clearing' ",290
2007 ,"'H2 - Civil Engineering' ","'Men' ","'Direct Clearing' ",80
2007 ,"'H2 - Civil Engineering' ","'Men' ","'RPA' ",260
2007 ,"'H2 - Civil Engineering' ","'Women' ","'Firm choice' ",335
2007 ,"'H2 - Civil Engineering' ","'Women' ","'Insurance choice' ",50
2007 ,"'H2 - Civil Engineering' ","'Women' ","'Other main scheme choice' ",40
2007 ,"'H2 - Civil Engineering' ","'Women' ","'Main scheme Clearing' ",45
2007 ,"'H2 - Civil Engineering' ","'Women' ","'Direct Clearing' ",10
2007 ,"'H2 - Civil Engineering' ","'Women' ","'RPA' ",30
2007 ,"'H3 - Mechanical Engineering' ","'Men' ","'Firm choice' ",2850
2007 ,"'H3 - Mechanical Engineering' ","'Men' ","'Insurance choice' ",365
2007 ,"'H3 - Mechanical Engineering' ","'Men' ","'Other main scheme choice' ",310
2007 ,"'H3 - Mechanical Engineering' ","'Men' ","'Extra' ",20
2007 ,"'H3 - Mechanical Engineering' ","'Men' ","'Main scheme Clearing' ",270
2007 ,"'H3 - Mechanical Engineering' ","'Men' ","'Direct Clearing' ",125
2007 ,"'H3 - Mechanical Engineering' ","'Men' ","'RPA' ",430
2007 ,"'H3 - Mechanical Engineering' ","'Women' ","'Firm choice' ",225
2007 ,"'H3 - Mechanical Engineering' ","'Women' ","'Insurance choice' ",35
2007 ,"'H3 - Mechanical Engineering' ","'Women' ","'Other main scheme choice' ",25
2007 ,"'H3 - Mechanical Engineering' ","'Women' ","'Extra' ",5
2007 ,"'H3 - Mechanical Engineering' ","'Women' ","'Main scheme Clearing' ",25
2007 ,"'H3 - Mechanical Engineering' ","'Women' ","'Direct Clearing' ",5
2007 ,"'H3 - Mechanical Engineering' ","'Women' ","'RPA' ",20
2007 ,"'H4 - Aerospace Engineering' ","'Men' ","'Firm choice' ",1205
2007 ,"'H4 - Aerospace Engineering' ","'Men' ","'Insurance choice' ",140
2007 ,"'H4 - Aerospace Engineering' ","'Men' ","'Other main scheme choice' ",80
2007 ,"'H4 - Aerospace Engineering' ","'Men' ","'Extra' ",15
2007 ,"'H4 - Aerospace Engineering' ","'Men' ","'Main scheme Clearing' ",95
2007 ,"'H4 - Aerospace Engineering' ","'Men' ","'Direct Clearing' ",40
2007 ,"'H4 - Aerospace Engineering' ","'Men' ","'RPA' ",75
2007 ,"'H4 - Aerospace Engineering' ","'Women' ","'Firm choice' ",165
2007 ,"'H4 - Aerospace Engineering' ","'Women' ","'Insurance choice' ",10
2007 ,"'H4 - Aerospace Engineering' ","'Women' ","'Other main scheme choice' ",10
2007 ,"'H4 - Aerospace Engineering' ","'Women' ","'Main scheme Clearing' ",15
2007 ,"'H4 - Aerospace Engineering' ","'Women' ","'Direct Clearing' ",5
2007 ,"'H4 - Aerospace Engineering' ","'Women' ","'RPA' ",5
2007 ,"'H5 - Naval Architecture' ","'Men' ","'Firm choice' ",85
2007 ,"'H5 - Naval Architecture' ","'Men' ","'Insurance choice' ",5
2007 ,"'H5 - Naval Architecture' ","'Men' ","'Other main scheme choice' ",15
2007 ,"'H5 - Naval Architecture' ","'Men' ","'Main scheme Clearing' ",5
2007 ,"'H5 - Naval Architecture' ","'Men' ","'Direct Clearing' ",5
2007 ,"'H5 - Naval Architecture' ","'Men' ","'RPA' ",10
2007 ,"'H5 - Naval Architecture' ","'Women' ","'Firm choice' ",10
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Men' ","'Firm choice' ",2485
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Men' ","'Insurance choice' ",240
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Men' ","'Other main scheme choice' ",405
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Men' ","'Extra' ",20
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Men' ","'Main scheme Clearing' ",255
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Men' ","'Direct Clearing' ",135
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Men' ","'RPA' ",660
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Women' ","'Firm choice' ",295
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Women' ","'Insurance choice' ",30
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Women' ","'Other main scheme choice' ",55
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Women' ","'Extra' ",5
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Women' ","'Main scheme Clearing' ",40
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Women' ","'Direct Clearing' ",10
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Women' ","'RPA' ",85
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Men' ","'Firm choice' ",395
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Men' ","'Insurance choice' ",45
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Men' ","'Other main scheme choice' ",20
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Men' ","'Extra' ",5
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Men' ","'Main scheme Clearing' ",40
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Men' ","'Direct Clearing' ",10
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Men' ","'RPA' ",50
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Women' ","'Firm choice' ",140
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Women' ","'Insurance choice' ",5
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Women' ","'Other main scheme choice' ",10
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Women' ","'Main scheme Clearing' ",20
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Women' ","'RPA' ",10
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Men' ","'Firm choice' ",805
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Men' ","'Insurance choice' ",95
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Men' ","'Other main scheme choice' ",50
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Men' ","'Extra' ",10
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Men' ","'Main scheme Clearing' ",60
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Men' ","'Direct Clearing' ",20
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Men' ","'RPA' ",45
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Women' ","'Firm choice' ",250
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Women' ","'Insurance choice' ",35
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Women' ","'Other main scheme choice' ",25
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Women' ","'Main scheme Clearing' ",30
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Women' ","'Direct Clearing' ",5
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Women' ","'RPA' ",15
2007 ,"'HH - Combinations within Engineering' ","'Men' ","'Firm choice' ",475
2007 ,"'HH - Combinations within Engineering' ","'Men' ","'Insurance choice' ",35
2007 ,"'HH - Combinations within Engineering' ","'Men' ","'Other main scheme choice' ",40
2007 ,"'HH - Combinations within Engineering' ","'Men' ","'Main scheme Clearing' ",30
