"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_016_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'UK' ","'Firm choice' ",6580
2007 ,"'CC - Combinations within Biological Sciences' ","'UK' ","'Other main scheme choice' ",15
2007 ,"'CC - Combinations within Biological Sciences' ","'UK' ","'Extra' ",10
2007 ,"'CC - Combinations within Biological Sciences' ","'UK' ","'Main scheme Clearing' ",55
2007 ,"'CC - Combinations within Biological Sciences' ","'UK' ","'Direct Clearing' ",10
2007 ,"'CC - Combinations within Biological Sciences' ","'UK' ","'RPA' ",20
2007 ,"'CC - Combinations within Biological Sciences' ","'EU (excluding UK)' ","'Firm choice' ",25
2007 ,"'CC - Combinations within Biological Sciences' ","'EU (excluding UK)' ","'Insurance choice' ",5
2007 ,"'CC - Combinations within Biological Sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2007 ,"'CC - Combinations within Biological Sciences' ","'Not EU' ","'Firm choice' ",10
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'UK' ","'Firm choice' ",770
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'UK' ","'Insurance choice' ",15
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'UK' ","'Main scheme Clearing' ",25
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'EU (excluding UK)' ","'Firm choice' ",25
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Not EU' ","'Firm choice' ",40
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Not EU' ","'RPA' ",75
2007 ,"'D3 - Animal Science' ","'UK' ","'Firm choice' ",990
2007 ,"'D3 - Animal Science' ","'UK' ","'Insurance choice' ",60
2007 ,"'D3 - Animal Science' ","'UK' ","'Other main scheme choice' ",55
2007 ,"'D3 - Animal Science' ","'UK' ","'Extra' ",10
2007 ,"'D3 - Animal Science' ","'UK' ","'Main scheme Clearing' ",80
2007 ,"'D3 - Animal Science' ","'UK' ","'Direct Clearing' ",70
2007 ,"'D3 - Animal Science' ","'UK' ","'RPA' ",125
2007 ,"'D3 - Animal Science' ","'EU (excluding UK)' ","'Firm choice' ",25
2007 ,"'D3 - Animal Science' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2007 ,"'D3 - Animal Science' ","'EU (excluding UK)' ","'RPA' ",5
2007 ,"'D3 - Animal Science' ","'Not EU' ","'Firm choice' ",20
2007 ,"'D4 - Agriculture' ","'UK' ","'Firm choice' ",850
2007 ,"'D4 - Agriculture' ","'UK' ","'Insurance choice' ",35
2007 ,"'D4 - Agriculture' ","'UK' ","'Other main scheme choice' ",100
2007 ,"'D4 - Agriculture' ","'UK' ","'Extra' ",5
2007 ,"'D4 - Agriculture' ","'UK' ","'Main scheme Clearing' ",60
2007 ,"'D4 - Agriculture' ","'UK' ","'Direct Clearing' ",105
2007 ,"'D4 - Agriculture' ","'UK' ","'RPA' ",110
2007 ,"'D4 - Agriculture' ","'EU (excluding UK)' ","'Firm choice' ",25
2007 ,"'D4 - Agriculture' ","'EU (excluding UK)' ","'Insurance choice' ",10
2007 ,"'D4 - Agriculture' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2007 ,"'D4 - Agriculture' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2007 ,"'D4 - Agriculture' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2007 ,"'D4 - Agriculture' ","'Not EU' ","'Firm choice' ",10
2007 ,"'D4 - Agriculture' ","'Not EU' ","'Other main scheme choice' ",5
2007 ,"'D5 - Forestry & arboriculture' ","'UK' ","'Firm choice' ",60
2007 ,"'D5 - Forestry & arboriculture' ","'UK' ","'Other main scheme choice' ",15
2007 ,"'D5 - Forestry & arboriculture' ","'UK' ","'Main scheme Clearing' ",5
2007 ,"'D5 - Forestry & arboriculture' ","'UK' ","'Direct Clearing' ",15
2007 ,"'D5 - Forestry & arboriculture' ","'UK' ","'RPA' ",10
2007 ,"'D6 - Food and Beverage studies' ","'UK' ","'Firm choice' ",155
2007 ,"'D6 - Food and Beverage studies' ","'UK' ","'Insurance choice' ",5
2007 ,"'D6 - Food and Beverage studies' ","'UK' ","'Other main scheme choice' ",20
2007 ,"'D6 - Food and Beverage studies' ","'UK' ","'Main scheme Clearing' ",25
2007 ,"'D6 - Food and Beverage studies' ","'UK' ","'Direct Clearing' ",30
2007 ,"'D6 - Food and Beverage studies' ","'UK' ","'RPA' ",20
2007 ,"'D6 - Food and Beverage studies' ","'EU (excluding UK)' ","'Firm choice' ",25
2007 ,"'D6 - Food and Beverage studies' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2007 ,"'D6 - Food and Beverage studies' ","'Not EU' ","'Firm choice' ",10
2007 ,"'D6 - Food and Beverage studies' ","'Not EU' ","'Insurance choice' ",5
2007 ,"'D6 - Food and Beverage studies' ","'Not EU' ","'Other main scheme choice' ",5
2007 ,"'D6 - Food and Beverage studies' ","'Not EU' ","'Main scheme Clearing' ",5
2007 ,"'D6 - Food and Beverage studies' ","'Not EU' ","'RPA' ",20
2007 ,"'D7 - Agricultural Sciences' ","'UK' ","'Firm choice' ",25
2007 ,"'D7 - Agricultural Sciences' ","'UK' ","'Main scheme Clearing' ",5
2007 ,"'D7 - Agricultural Sciences' ","'UK' ","'RPA' ",5
2007 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'UK' ","'Firm choice' ",25
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'UK' ","'Firm choice' ",55
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'UK' ","'Insurance choice' ",5
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'UK' ","'Other main scheme choice' ",5
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'UK' ","'Main scheme Clearing' ",5
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Not EU' ","'Firm choice' ",5
2007 ,"'F0 - Physical Sciences: any area of study' ","'UK' ","'Firm choice' ",55
2007 ,"'F0 - Physical Sciences: any area of study' ","'UK' ","'Main scheme Clearing' ",10
2007 ,"'F0 - Physical Sciences: any area of study' ","'Not EU' ","'Firm choice' ",5
2007 ,"'F1 - Chemistry' ","'UK' ","'Firm choice' ",2455
2007 ,"'F1 - Chemistry' ","'UK' ","'Insurance choice' ",300
2007 ,"'F1 - Chemistry' ","'UK' ","'Other main scheme choice' ",35
2007 ,"'F1 - Chemistry' ","'UK' ","'Extra' ",20
2007 ,"'F1 - Chemistry' ","'UK' ","'Main scheme Clearing' ",300
2007 ,"'F1 - Chemistry' ","'UK' ","'Direct Clearing' ",35
2007 ,"'F1 - Chemistry' ","'UK' ","'RPA' ",70
2007 ,"'F1 - Chemistry' ","'EU (excluding UK)' ","'Firm choice' ",105
2007 ,"'F1 - Chemistry' ","'EU (excluding UK)' ","'Insurance choice' ",10
2007 ,"'F1 - Chemistry' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
2007 ,"'F1 - Chemistry' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2007 ,"'F1 - Chemistry' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2007 ,"'F1 - Chemistry' ","'EU (excluding UK)' ","'RPA' ",5
2007 ,"'F1 - Chemistry' ","'Not EU' ","'Firm choice' ",120
2007 ,"'F1 - Chemistry' ","'Not EU' ","'Insurance choice' ",15
2007 ,"'F1 - Chemistry' ","'Not EU' ","'Other main scheme choice' ",20
2007 ,"'F1 - Chemistry' ","'Not EU' ","'Main scheme Clearing' ",15
2007 ,"'F1 - Chemistry' ","'Not EU' ","'Direct Clearing' ",5
2007 ,"'F1 - Chemistry' ","'Not EU' ","'RPA' ",25
2007 ,"'F2 - Materials Science' ","'UK' ","'Firm choice' ",5
2007 ,"'F3 - Physics' ","'UK' ","'Firm choice' ",2135
2007 ,"'F3 - Physics' ","'UK' ","'Insurance choice' ",260
2007 ,"'F3 - Physics' ","'UK' ","'Other main scheme choice' ",30
2007 ,"'F3 - Physics' ","'UK' ","'Extra' ",10
2007 ,"'F3 - Physics' ","'UK' ","'Main scheme Clearing' ",140
2007 ,"'F3 - Physics' ","'UK' ","'Direct Clearing' ",35
2007 ,"'F3 - Physics' ","'UK' ","'RPA' ",45
2007 ,"'F3 - Physics' ","'EU (excluding UK)' ","'Firm choice' ",150
2007 ,"'F3 - Physics' ","'EU (excluding UK)' ","'Insurance choice' ",10
2007 ,"'F3 - Physics' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
2007 ,"'F3 - Physics' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2007 ,"'F3 - Physics' ","'Not EU' ","'Firm choice' ",90
2007 ,"'F3 - Physics' ","'Not EU' ","'Insurance choice' ",10
2007 ,"'F3 - Physics' ","'Not EU' ","'Other main scheme choice' ",10
2007 ,"'F3 - Physics' ","'Not EU' ","'Main scheme Clearing' ",10
2007 ,"'F3 - Physics' ","'Not EU' ","'Direct Clearing' ",5
2007 ,"'F3 - Physics' ","'Not EU' ","'RPA' ",5
2007 ,"'F4 - Forensic and Archaeological Science' ","'UK' ","'Firm choice' ",1320
2007 ,"'F4 - Forensic and Archaeological Science' ","'UK' ","'Insurance choice' ",65
2007 ,"'F4 - Forensic and Archaeological Science' ","'UK' ","'Other main scheme choice' ",55
2007 ,"'F4 - Forensic and Archaeological Science' ","'UK' ","'Extra' ",20
2007 ,"'F4 - Forensic and Archaeological Science' ","'UK' ","'Main scheme Clearing' ",100
2007 ,"'F4 - Forensic and Archaeological Science' ","'UK' ","'Direct Clearing' ",45
2007 ,"'F4 - Forensic and Archaeological Science' ","'UK' ","'RPA' ",90
2007 ,"'F4 - Forensic and Archaeological Science' ","'EU (excluding UK)' ","'Firm choice' ",35
2007 ,"'F4 - Forensic and Archaeological Science' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2007 ,"'F4 - Forensic and Archaeological Science' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2007 ,"'F4 - Forensic and Archaeological Science' ","'EU (excluding UK)' ","'RPA' ",20
2007 ,"'F4 - Forensic and Archaeological Science' ","'Not EU' ","'Firm choice' ",40
2007 ,"'F4 - Forensic and Archaeological Science' ","'Not EU' ","'Other main scheme choice' ",10
2007 ,"'F4 - Forensic and Archaeological Science' ","'Not EU' ","'Main scheme Clearing' ",5
2007 ,"'F4 - Forensic and Archaeological Science' ","'Not EU' ","'RPA' ",5
2007 ,"'F5 - Astronomy' ","'UK' ","'Firm choice' ",75
2007 ,"'F5 - Astronomy' ","'UK' ","'Insurance choice' ",15
2007 ,"'F5 - Astronomy' ","'UK' ","'Main scheme Clearing' ",5
2007 ,"'F5 - Astronomy' ","'UK' ","'RPA' ",5
2007 ,"'F5 - Astronomy' ","'EU (excluding UK)' ","'Firm choice' ",15
2007 ,"'F6 - Geology' ","'UK' ","'Firm choice' ",980
2007 ,"'F6 - Geology' ","'UK' ","'Insurance choice' ",105
2007 ,"'F6 - Geology' ","'UK' ","'Other main scheme choice' ",30
2007 ,"'F6 - Geology' ","'UK' ","'Extra' ",5
2007 ,"'F6 - Geology' ","'UK' ","'Main scheme Clearing' ",60
2007 ,"'F6 - Geology' ","'UK' ","'Direct Clearing' ",15
2007 ,"'F6 - Geology' ","'UK' ","'RPA' ",30
2007 ,"'F6 - Geology' ","'EU (excluding UK)' ","'Firm choice' ",30
2007 ,"'F6 - Geology' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2007 ,"'F6 - Geology' ","'Not EU' ","'Firm choice' ",55
2007 ,"'F6 - Geology' ","'Not EU' ","'Other main scheme choice' ",10
2007 ,"'F6 - Geology' ","'Not EU' ","'RPA' ",15
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'UK' ","'Firm choice' ",860
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'UK' ","'Insurance choice' ",55
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'UK' ","'Other main scheme choice' ",25
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'UK' ","'Extra' ",5
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'UK' ","'Main scheme Clearing' ",65
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'UK' ","'Direct Clearing' ",30
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'UK' ","'RPA' ",50
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'EU (excluding UK)' ","'Firm choice' ",40
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'EU (excluding UK)' ","'Insurance choice' ",5
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Not EU' ","'Firm choice' ",40
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Not EU' ","'Insurance choice' ",5
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Not EU' ","'Other main scheme choice' ",10
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Not EU' ","'Main scheme Clearing' ",5
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Not EU' ","'Direct Clearing' ",5
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Not EU' ","'RPA' ",5
2007 ,"'F8 - Physical geographical sciences' ","'UK' ","'Firm choice' ",2455
2007 ,"'F8 - Physical geographical sciences' ","'UK' ","'Insurance choice' ",240
2007 ,"'F8 - Physical geographical sciences' ","'UK' ","'Other main scheme choice' ",50
2007 ,"'F8 - Physical geographical sciences' ","'UK' ","'Extra' ",20
2007 ,"'F8 - Physical geographical sciences' ","'UK' ","'Main scheme Clearing' ",140
2007 ,"'F8 - Physical geographical sciences' ","'UK' ","'Direct Clearing' ",40
2007 ,"'F8 - Physical geographical sciences' ","'UK' ","'RPA' ",70
2007 ,"'F8 - Physical geographical sciences' ","'EU (excluding UK)' ","'Firm choice' ",30
2007 ,"'F8 - Physical geographical sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2007 ,"'F8 - Physical geographical sciences' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2007 ,"'F8 - Physical geographical sciences' ","'EU (excluding UK)' ","'RPA' ",5
2007 ,"'F8 - Physical geographical sciences' ","'Not EU' ","'Firm choice' ",30
2007 ,"'F8 - Physical geographical sciences' ","'Not EU' ","'Insurance choice' ",5
2007 ,"'F8 - Physical geographical sciences' ","'Not EU' ","'Main scheme Clearing' ",5
2007 ,"'F8 - Physical geographical sciences' ","'Not EU' ","'RPA' ",5
2007 ,"'F9 - Others in Physical Sciences' ","'UK' ","'Firm choice' ",210
2007 ,"'F9 - Others in Physical Sciences' ","'UK' ","'Insurance choice' ",20
2007 ,"'F9 - Others in Physical Sciences' ","'UK' ","'Other main scheme choice' ",15
2007 ,"'F9 - Others in Physical Sciences' ","'UK' ","'Main scheme Clearing' ",50
2007 ,"'F9 - Others in Physical Sciences' ","'UK' ","'Direct Clearing' ",10
2007 ,"'F9 - Others in Physical Sciences' ","'UK' ","'RPA' ",35
2007 ,"'F9 - Others in Physical Sciences' ","'EU (excluding UK)' ","'Firm choice' ",10
2007 ,"'F9 - Others in Physical Sciences' ","'Not EU' ","'Firm choice' ",10
2007 ,"'F9 - Others in Physical Sciences' ","'Not EU' ","'RPA' ",5
2007 ,"'FF - Combinations within Physical Sciences' ","'UK' ","'Firm choice' ",680
2007 ,"'FF - Combinations within Physical Sciences' ","'UK' ","'Insurance choice' ",60
2007 ,"'FF - Combinations within Physical Sciences' ","'UK' ","'Other main scheme choice' ",15
2007 ,"'FF - Combinations within Physical Sciences' ","'UK' ","'Extra' ",5
2007 ,"'FF - Combinations within Physical Sciences' ","'UK' ","'Main scheme Clearing' ",45
2007 ,"'FF - Combinations within Physical Sciences' ","'UK' ","'Direct Clearing' ",15
2007 ,"'FF - Combinations within Physical Sciences' ","'UK' ","'RPA' ",20
2007 ,"'FF - Combinations within Physical Sciences' ","'EU (excluding UK)' ","'Firm choice' ",20
2007 ,"'FF - Combinations within Physical Sciences' ","'Not EU' ","'Firm choice' ",20
2007 ,"'G0 - Mathematical Sciences: any area' ","'UK' ","'Firm choice' ",15
2007 ,"'G0 - Mathematical Sciences: any area' ","'UK' ","'RPA' ",5
2007 ,"'G1 - Mathematics' ","'UK' ","'Firm choice' ",3260
2007 ,"'G1 - Mathematics' ","'UK' ","'Insurance choice' ",660
2007 ,"'G1 - Mathematics' ","'UK' ","'Other main scheme choice' ",60
2007 ,"'G1 - Mathematics' ","'UK' ","'Extra' ",40
2007 ,"'G1 - Mathematics' ","'UK' ","'Main scheme Clearing' ",290
2007 ,"'G1 - Mathematics' ","'UK' ","'Direct Clearing' ",65
2007 ,"'G1 - Mathematics' ","'UK' ","'RPA' ",75
2007 ,"'G1 - Mathematics' ","'EU (excluding UK)' ","'Firm choice' ",195
2007 ,"'G1 - Mathematics' ","'EU (excluding UK)' ","'Insurance choice' ",15
2007 ,"'G1 - Mathematics' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
2007 ,"'G1 - Mathematics' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2007 ,"'G1 - Mathematics' ","'EU (excluding UK)' ","'RPA' ",10
2007 ,"'G1 - Mathematics' ","'Not EU' ","'Firm choice' ",295
2007 ,"'G1 - Mathematics' ","'Not EU' ","'Insurance choice' ",50
2007 ,"'G1 - Mathematics' ","'Not EU' ","'Other main scheme choice' ",20
2007 ,"'G1 - Mathematics' ","'Not EU' ","'Extra' ",5
2007 ,"'G1 - Mathematics' ","'Not EU' ","'Main scheme Clearing' ",45
2007 ,"'G1 - Mathematics' ","'Not EU' ","'Direct Clearing' ",15
2007 ,"'G1 - Mathematics' ","'Not EU' ","'RPA' ",25
2007 ,"'G2 - Operational Research' ","'UK' ","'Firm choice' ",10
2007 ,"'G2 - Operational Research' ","'EU (excluding UK)' ","'Firm choice' ",5
2007 ,"'G2 - Operational Research' ","'Not EU' ","'Firm choice' ",5
2007 ,"'G2 - Operational Research' ","'Not EU' ","'RPA' ",30
2007 ,"'G3 - Statistics' ","'UK' ","'Firm choice' ",75
2007 ,"'G3 - Statistics' ","'UK' ","'Insurance choice' ",5
2007 ,"'G3 - Statistics' ","'UK' ","'Extra' ",5
2007 ,"'G3 - Statistics' ","'UK' ","'Main scheme Clearing' ",20
2007 ,"'G3 - Statistics' ","'EU (excluding UK)' ","'Firm choice' ",5
2007 ,"'G3 - Statistics' ","'Not EU' ","'Firm choice' ",45
2007 ,"'G3 - Statistics' ","'Not EU' ","'Insurance choice' ",5
2007 ,"'G3 - Statistics' ","'Not EU' ","'Other main scheme choice' ",5
2007 ,"'G3 - Statistics' ","'Not EU' ","'Main scheme Clearing' ",5
2007 ,"'G9 - Others in Mathematical Sciences' ","'UK' ","'Firm choice' ",5
2007 ,"'G9 - Others in Mathematical Sciences' ","'UK' ","'Insurance choice' ",5
2007 ,"'G9 - Others in Mathematical Sciences' ","'UK' ","'RPA' ",5
2007 ,"'GG - Combinations within Mathematical Sciences' ","'UK' ","'Firm choice' ",190
2007 ,"'GG - Combinations within Mathematical Sciences' ","'UK' ","'Insurance choice' ",25
2007 ,"'GG - Combinations within Mathematical Sciences' ","'UK' ","'Other main scheme choice' ",5
2007 ,"'GG - Combinations within Mathematical Sciences' ","'UK' ","'Main scheme Clearing' ",25
2007 ,"'GG - Combinations within Mathematical Sciences' ","'UK' ","'Direct Clearing' ",5
2007 ,"'GG - Combinations within Mathematical Sciences' ","'UK' ","'RPA' ",5
2007 ,"'GG - Combinations within Mathematical Sciences' ","'EU (excluding UK)' ","'Firm choice' ",20
2007 ,"'GG - Combinations within Mathematical Sciences' ","'EU (excluding UK)' ","'Insurance choice' ",5
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Not EU' ","'Firm choice' ",90
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Not EU' ","'Insurance choice' ",20
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Not EU' ","'Other main scheme choice' ",10
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Not EU' ","'Main scheme Clearing' ",10
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Not EU' ","'RPA' ",5
2007 ,"'H0 - Engineering: any area of study' ","'UK' ","'Firm choice' ",30
2007 ,"'H0 - Engineering: any area of study' ","'UK' ","'Other main scheme choice' ",5
2007 ,"'H0 - Engineering: any area of study' ","'EU (excluding UK)' ","'Firm choice' ",10
2007 ,"'H0 - Engineering: any area of study' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2007 ,"'H0 - Engineering: any area of study' ","'Not EU' ","'Firm choice' ",15
2007 ,"'H0 - Engineering: any area of study' ","'Not EU' ","'Other main scheme choice' ",5
2007 ,"'H0 - Engineering: any area of study' ","'Not EU' ","'RPA' ",5
2007 ,"'H1 - General Engineering' ","'UK' ","'Firm choice' ",1555
2007 ,"'H1 - General Engineering' ","'UK' ","'Insurance choice' ",150
2007 ,"'H1 - General Engineering' ","'UK' ","'Other main scheme choice' ",105
2007 ,"'H1 - General Engineering' ","'UK' ","'Extra' ",20
2007 ,"'H1 - General Engineering' ","'UK' ","'Main scheme Clearing' ",220
2007 ,"'H1 - General Engineering' ","'UK' ","'Direct Clearing' ",70
2007 ,"'H1 - General Engineering' ","'UK' ","'RPA' ",195
2007 ,"'H1 - General Engineering' ","'EU (excluding UK)' ","'Firm choice' ",105
2007 ,"'H1 - General Engineering' ","'EU (excluding UK)' ","'Insurance choice' ",5
2007 ,"'H1 - General Engineering' ","'EU (excluding UK)' ","'Other main scheme choice' ",15
2007 ,"'H1 - General Engineering' ","'EU (excluding UK)' ","'Extra' ",5
2007 ,"'H1 - General Engineering' ","'EU (excluding UK)' ","'Main scheme Clearing' ",15
2007 ,"'H1 - General Engineering' ","'EU (excluding UK)' ","'Direct Clearing' ",15
2007 ,"'H1 - General Engineering' ","'EU (excluding UK)' ","'RPA' ",30
2007 ,"'H1 - General Engineering' ","'Not EU' ","'Firm choice' ",200
2007 ,"'H1 - General Engineering' ","'Not EU' ","'Insurance choice' ",15
2007 ,"'H1 - General Engineering' ","'Not EU' ","'Other main scheme choice' ",45
2007 ,"'H1 - General Engineering' ","'Not EU' ","'Main scheme Clearing' ",30
2007 ,"'H1 - General Engineering' ","'Not EU' ","'Direct Clearing' ",5
2007 ,"'H1 - General Engineering' ","'Not EU' ","'RPA' ",95
2007 ,"'H2 - Civil Engineering' ","'UK' ","'Firm choice' ",1775
2007 ,"'H2 - Civil Engineering' ","'UK' ","'Insurance choice' ",275
2007 ,"'H2 - Civil Engineering' ","'UK' ","'Other main scheme choice' ",90
2007 ,"'H2 - Civil Engineering' ","'UK' ","'Extra' ",20
2007 ,"'H2 - Civil Engineering' ","'UK' ","'Main scheme Clearing' ",255
2007 ,"'H2 - Civil Engineering' ","'UK' ","'Direct Clearing' ",55
2007 ,"'H2 - Civil Engineering' ","'UK' ","'RPA' ",150
2007 ,"'H2 - Civil Engineering' ","'EU (excluding UK)' ","'Firm choice' ",340
2007 ,"'H2 - Civil Engineering' ","'EU (excluding UK)' ","'Insurance choice' ",40
2007 ,"'H2 - Civil Engineering' ","'EU (excluding UK)' ","'Other main scheme choice' ",70
2007 ,"'H2 - Civil Engineering' ","'EU (excluding UK)' ","'Extra' ",5
2007 ,"'H2 - Civil Engineering' ","'EU (excluding UK)' ","'Main scheme Clearing' ",35
2007 ,"'H2 - Civil Engineering' ","'EU (excluding UK)' ","'Direct Clearing' ",25
2007 ,"'H2 - Civil Engineering' ","'EU (excluding UK)' ","'RPA' ",50
2007 ,"'H2 - Civil Engineering' ","'Not EU' ","'Firm choice' ",250
2007 ,"'H2 - Civil Engineering' ","'Not EU' ","'Insurance choice' ",60
2007 ,"'H2 - Civil Engineering' ","'Not EU' ","'Other main scheme choice' ",100
2007 ,"'H2 - Civil Engineering' ","'Not EU' ","'Main scheme Clearing' ",45
2007 ,"'H2 - Civil Engineering' ","'Not EU' ","'Direct Clearing' ",10
2007 ,"'H2 - Civil Engineering' ","'Not EU' ","'RPA' ",95
2007 ,"'H3 - Mechanical Engineering' ","'UK' ","'Firm choice' ",2350
2007 ,"'H3 - Mechanical Engineering' ","'UK' ","'Insurance choice' ",305
2007 ,"'H3 - Mechanical Engineering' ","'UK' ","'Other main scheme choice' ",130
2007 ,"'H3 - Mechanical Engineering' ","'UK' ","'Extra' ",15
2007 ,"'H3 - Mechanical Engineering' ","'UK' ","'Main scheme Clearing' ",205
2007 ,"'H3 - Mechanical Engineering' ","'UK' ","'Direct Clearing' ",95
2007 ,"'H3 - Mechanical Engineering' ","'UK' ","'RPA' ",225
2007 ,"'H3 - Mechanical Engineering' ","'EU (excluding UK)' ","'Firm choice' ",245
2007 ,"'H3 - Mechanical Engineering' ","'EU (excluding UK)' ","'Insurance choice' ",25
