"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Sex , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_014_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Sex , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'Men' ","'Firm choice' ",3645
2007 ,"'Y Social Sciences combined with Arts' ","'Women' ","'RPA' ",440
2007 ,"'Z General, other combined and unknown' ","'Men' ","'Firm choice' ",1560
2007 ,"'Z General, other combined and unknown' ","'Men' ","'Insurance choice' ",130
2007 ,"'Z General, other combined and unknown' ","'Men' ","'Other main scheme choice' ",100
2007 ,"'Z General, other combined and unknown' ","'Men' ","'Extra' ",15
2007 ,"'Z General, other combined and unknown' ","'Men' ","'Main scheme Clearing' ",270
2007 ,"'Z General, other combined and unknown' ","'Men' ","'Direct Clearing' ",65
2007 ,"'Z General, other combined and unknown' ","'Men' ","'RPA' ",365
2007 ,"'Z General, other combined and unknown' ","'Women' ","'Firm choice' ",2185
2007 ,"'Z General, other combined and unknown' ","'Women' ","'Insurance choice' ",140
2007 ,"'Z General, other combined and unknown' ","'Women' ","'Other main scheme choice' ",150
2007 ,"'Z General, other combined and unknown' ","'Women' ","'Extra' ",30
2007 ,"'Z General, other combined and unknown' ","'Women' ","'Main scheme Clearing' ",385
2007 ,"'Z General, other combined and unknown' ","'Women' ","'Direct Clearing' ",75
2007 ,"'Z General, other combined and unknown' ","'Women' ","'RPA' ",480
2008 ,"'Group A Medicine and Dentistry' ","'Men' ","'Firm choice' ",3805
2008 ,"'Group A Medicine and Dentistry' ","'Men' ","'Insurance choice' ",25
2008 ,"'Group A Medicine and Dentistry' ","'Men' ","'Other main scheme choice' ",15
2008 ,"'Group A Medicine and Dentistry' ","'Men' ","'Extra' ",20
2008 ,"'Group A Medicine and Dentistry' ","'Men' ","'Main scheme Clearing' ",110
2008 ,"'Group A Medicine and Dentistry' ","'Men' ","'RPA' ",50
2008 ,"'Group A Medicine and Dentistry' ","'Women' ","'Firm choice' ",4905
2008 ,"'Group A Medicine and Dentistry' ","'Women' ","'Insurance choice' ",60
2008 ,"'Group A Medicine and Dentistry' ","'Women' ","'Other main scheme choice' ",15
2008 ,"'Group A Medicine and Dentistry' ","'Women' ","'Extra' ",20
2008 ,"'Group A Medicine and Dentistry' ","'Women' ","'Main scheme Clearing' ",150
2008 ,"'Group A Medicine and Dentistry' ","'Women' ","'RPA' ",80
2008 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Firm choice' ",5465
2008 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Insurance choice' ",480
2008 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Other main scheme choice' ",475
2008 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Extra' ",155
2008 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Main scheme Clearing' ",860
2008 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Direct Clearing' ",250
2008 ,"'Group B Subjects allied to Medicine' ","'Men' ","'RPA' ",515
2008 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Firm choice' ",25710
2008 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Insurance choice' ",1110
2008 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Other main scheme choice' ",1975
2008 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Extra' ",635
2008 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Main scheme Clearing' ",2750
2008 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Direct Clearing' ",840
2008 ,"'Group B Subjects allied to Medicine' ","'Women' ","'RPA' ",1850
2008 ,"'Group C Biological Sciences' ","'Men' ","'Firm choice' ",10065
2008 ,"'Group C Biological Sciences' ","'Men' ","'Insurance choice' ",1135
2008 ,"'Group C Biological Sciences' ","'Men' ","'Other main scheme choice' ",415
2008 ,"'Group C Biological Sciences' ","'Men' ","'Extra' ",190
2008 ,"'Group C Biological Sciences' ","'Men' ","'Main scheme Clearing' ",985
2008 ,"'Group C Biological Sciences' ","'Men' ","'Direct Clearing' ",345
2008 ,"'Group C Biological Sciences' ","'Men' ","'RPA' ",725
2008 ,"'Group C Biological Sciences' ","'Women' ","'Firm choice' ",15270
2008 ,"'Group C Biological Sciences' ","'Women' ","'Insurance choice' ",1630
2008 ,"'Group C Biological Sciences' ","'Women' ","'Other main scheme choice' ",485
2008 ,"'Group C Biological Sciences' ","'Women' ","'Extra' ",275
2008 ,"'Group C Biological Sciences' ","'Women' ","'Main scheme Clearing' ",1585
2008 ,"'Group C Biological Sciences' ","'Women' ","'Direct Clearing' ",340
2008 ,"'Group C Biological Sciences' ","'Women' ","'RPA' ",840
2008 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Firm choice' ",950
2008 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Insurance choice' ",30
2008 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Other main scheme choice' ",95
2008 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Extra' ",10
2008 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Main scheme Clearing' ",70
2008 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Direct Clearing' ",90
2008 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'RPA' ",225
2008 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Firm choice' ",2445
2008 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Insurance choice' ",110
2008 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Other main scheme choice' ",145
2008 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Extra' ",40
2008 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Main scheme Clearing' ",145
2008 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Direct Clearing' ",130
2008 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'RPA' ",320
2008 ,"'Group F Physical Sciences' ","'Men' ","'Firm choice' ",7345
2008 ,"'Group F Physical Sciences' ","'Men' ","'Insurance choice' ",915
2008 ,"'Group F Physical Sciences' ","'Men' ","'Other main scheme choice' ",180
2008 ,"'Group F Physical Sciences' ","'Men' ","'Extra' ",50
2008 ,"'Group F Physical Sciences' ","'Men' ","'Main scheme Clearing' ",690
2008 ,"'Group F Physical Sciences' ","'Men' ","'Direct Clearing' ",150
2008 ,"'Group F Physical Sciences' ","'Men' ","'RPA' ",315
2008 ,"'Group F Physical Sciences' ","'Women' ","'Firm choice' ",5020
2008 ,"'Group F Physical Sciences' ","'Women' ","'Insurance choice' ",495
2008 ,"'Group F Physical Sciences' ","'Women' ","'Other main scheme choice' ",150
2008 ,"'Group F Physical Sciences' ","'Women' ","'Extra' ",65
2008 ,"'Group F Physical Sciences' ","'Women' ","'Main scheme Clearing' ",480
2008 ,"'Group F Physical Sciences' ","'Women' ","'Direct Clearing' ",90
2008 ,"'Group F Physical Sciences' ","'Women' ","'RPA' ",260
2008 ,"'Group G Mathematical Sciences' ","'Men' ","'Firm choice' ",2675
2008 ,"'Group G Mathematical Sciences' ","'Men' ","'Insurance choice' ",530
2008 ,"'Group G Mathematical Sciences' ","'Men' ","'Other main scheme choice' ",75
2008 ,"'Group G Mathematical Sciences' ","'Men' ","'Extra' ",45
2008 ,"'Group G Mathematical Sciences' ","'Men' ","'Main scheme Clearing' ",330
2008 ,"'Group G Mathematical Sciences' ","'Men' ","'Direct Clearing' ",55
2008 ,"'Group G Mathematical Sciences' ","'Men' ","'RPA' ",115
2008 ,"'Group G Mathematical Sciences' ","'Women' ","'Firm choice' ",1785
2008 ,"'Group G Mathematical Sciences' ","'Women' ","'Insurance choice' ",380
2008 ,"'Group G Mathematical Sciences' ","'Women' ","'Other main scheme choice' ",40
2008 ,"'Group G Mathematical Sciences' ","'Women' ","'Extra' ",40
2008 ,"'Group G Mathematical Sciences' ","'Women' ","'Main scheme Clearing' ",250
2008 ,"'Group G Mathematical Sciences' ","'Women' ","'Direct Clearing' ",20
2008 ,"'Group G Mathematical Sciences' ","'Women' ","'RPA' ",55
2008 ,"'Group H Engineering' ","'Men' ","'Firm choice' ",12580
2008 ,"'Group H Engineering' ","'Men' ","'Insurance choice' ",1670
2008 ,"'Group H Engineering' ","'Men' ","'Other main scheme choice' ",1200
2008 ,"'Group H Engineering' ","'Men' ","'Extra' ",165
2008 ,"'Group H Engineering' ","'Men' ","'Main scheme Clearing' ",1555
2008 ,"'Group H Engineering' ","'Men' ","'Direct Clearing' ",620
2008 ,"'Group H Engineering' ","'Men' ","'RPA' ",2295
2008 ,"'Group H Engineering' ","'Women' ","'Firm choice' ",1835
2008 ,"'Group H Engineering' ","'Women' ","'Insurance choice' ",225
2008 ,"'Group H Engineering' ","'Women' ","'Other main scheme choice' ",175
2008 ,"'Group H Engineering' ","'Women' ","'Extra' ",30
2008 ,"'Group H Engineering' ","'Women' ","'Main scheme Clearing' ",240
2008 ,"'Group H Engineering' ","'Women' ","'Direct Clearing' ",55
2008 ,"'Group H Engineering' ","'Women' ","'RPA' ",285
2008 ,"'Group I Computer Sciences' ","'Men' ","'Firm choice' ",10005
2008 ,"'Group I Computer Sciences' ","'Men' ","'Insurance choice' ",890
2008 ,"'Group I Computer Sciences' ","'Men' ","'Other main scheme choice' ",900
2008 ,"'Group I Computer Sciences' ","'Men' ","'Extra' ",125
2008 ,"'Group I Computer Sciences' ","'Men' ","'Main scheme Clearing' ",1135
2008 ,"'Group I Computer Sciences' ","'Men' ","'Direct Clearing' ",645
2008 ,"'Group I Computer Sciences' ","'Men' ","'RPA' ",1970
2008 ,"'Group I Computer Sciences' ","'Women' ","'Firm choice' ",1745
2008 ,"'Group I Computer Sciences' ","'Women' ","'Insurance choice' ",160
2008 ,"'Group I Computer Sciences' ","'Women' ","'Other main scheme choice' ",165
2008 ,"'Group I Computer Sciences' ","'Women' ","'Extra' ",35
2008 ,"'Group I Computer Sciences' ","'Women' ","'Main scheme Clearing' ",305
2008 ,"'Group I Computer Sciences' ","'Women' ","'Direct Clearing' ",95
2008 ,"'Group I Computer Sciences' ","'Women' ","'RPA' ",335
2008 ,"'Group J Technologies' ","'Men' ","'Firm choice' ",1600
2008 ,"'Group J Technologies' ","'Men' ","'Insurance choice' ",60
2008 ,"'Group J Technologies' ","'Men' ","'Other main scheme choice' ",165
2008 ,"'Group J Technologies' ","'Men' ","'Extra' ",20
2008 ,"'Group J Technologies' ","'Men' ","'Main scheme Clearing' ",105
2008 ,"'Group J Technologies' ","'Men' ","'Direct Clearing' ",80
2008 ,"'Group J Technologies' ","'Men' ","'RPA' ",215
2008 ,"'Group J Technologies' ","'Women' ","'Firm choice' ",345
2008 ,"'Group J Technologies' ","'Women' ","'Insurance choice' ",25
2008 ,"'Group J Technologies' ","'Women' ","'Other main scheme choice' ",30
2008 ,"'Group J Technologies' ","'Women' ","'Extra' ",5
2008 ,"'Group J Technologies' ","'Women' ","'Main scheme Clearing' ",25
2008 ,"'Group J Technologies' ","'Women' ","'Direct Clearing' ",5
2008 ,"'Group J Technologies' ","'Women' ","'RPA' ",40
2008 ,"'Group K Architecture, Building and Planning' ","'Men' ","'Firm choice' ",5070
2008 ,"'Group K Architecture, Building and Planning' ","'Men' ","'Insurance choice' ",485
2008 ,"'Group K Architecture, Building and Planning' ","'Men' ","'Other main scheme choice' ",330
2008 ,"'Group K Architecture, Building and Planning' ","'Men' ","'Extra' ",80
2008 ,"'Group K Architecture, Building and Planning' ","'Men' ","'Main scheme Clearing' ",510
2008 ,"'Group K Architecture, Building and Planning' ","'Men' ","'Direct Clearing' ",220
2008 ,"'Group K Architecture, Building and Planning' ","'Men' ","'RPA' ",585
2008 ,"'Group K Architecture, Building and Planning' ","'Women' ","'Firm choice' ",2185
2008 ,"'Group K Architecture, Building and Planning' ","'Women' ","'Insurance choice' ",205
2008 ,"'Group K Architecture, Building and Planning' ","'Women' ","'Other main scheme choice' ",120
2008 ,"'Group K Architecture, Building and Planning' ","'Women' ","'Extra' ",40
2008 ,"'Group K Architecture, Building and Planning' ","'Women' ","'Main scheme Clearing' ",175
2008 ,"'Group K Architecture, Building and Planning' ","'Women' ","'Direct Clearing' ",70
2008 ,"'Group K Architecture, Building and Planning' ","'Women' ","'RPA' ",160
2008 ,"'Group L Social Studies' ","'Men' ","'Firm choice' ",9030
2008 ,"'Group L Social Studies' ","'Men' ","'Insurance choice' ",1070
2008 ,"'Group L Social Studies' ","'Men' ","'Other main scheme choice' ",445
2008 ,"'Group L Social Studies' ","'Men' ","'Extra' ",140
2008 ,"'Group L Social Studies' ","'Men' ","'Main scheme Clearing' ",1095
2008 ,"'Group L Social Studies' ","'Men' ","'Direct Clearing' ",305
2008 ,"'Group L Social Studies' ","'Men' ","'RPA' ",790
2008 ,"'Group L Social Studies' ","'Women' ","'Firm choice' ",14595
2008 ,"'Group L Social Studies' ","'Women' ","'Insurance choice' ",1055
2008 ,"'Group L Social Studies' ","'Women' ","'Other main scheme choice' ",830
2008 ,"'Group L Social Studies' ","'Women' ","'Extra' ",275
2008 ,"'Group L Social Studies' ","'Women' ","'Main scheme Clearing' ",1780
2008 ,"'Group L Social Studies' ","'Women' ","'Direct Clearing' ",490
2008 ,"'Group L Social Studies' ","'Women' ","'RPA' ",1660
2008 ,"'Group M Law' ","'Men' ","'Firm choice' ",5120
2008 ,"'Group M Law' ","'Men' ","'Insurance choice' ",615
2008 ,"'Group M Law' ","'Men' ","'Other main scheme choice' ",295
2008 ,"'Group M Law' ","'Men' ","'Extra' ",85
2008 ,"'Group M Law' ","'Men' ","'Main scheme Clearing' ",655
2008 ,"'Group M Law' ","'Men' ","'Direct Clearing' ",165
2008 ,"'Group M Law' ","'Men' ","'RPA' ",565
2008 ,"'Group M Law' ","'Women' ","'Firm choice' ",9180
2008 ,"'Group M Law' ","'Women' ","'Insurance choice' ",1145
2008 ,"'Group M Law' ","'Women' ","'Other main scheme choice' ",360
2008 ,"'Group M Law' ","'Women' ","'Extra' ",130
2008 ,"'Group M Law' ","'Women' ","'Main scheme Clearing' ",1190
2008 ,"'Group M Law' ","'Women' ","'Direct Clearing' ",260
2008 ,"'Group M Law' ","'Women' ","'RPA' ",725
2008 ,"'Group N Business and Admin studies' ","'Men' ","'Firm choice' ",17065
2008 ,"'Group N Business and Admin studies' ","'Men' ","'Insurance choice' ",2285
2008 ,"'Group N Business and Admin studies' ","'Men' ","'Other main scheme choice' ",1415
2008 ,"'Group N Business and Admin studies' ","'Men' ","'Extra' ",275
2008 ,"'Group N Business and Admin studies' ","'Men' ","'Main scheme Clearing' ",2550
2008 ,"'Group N Business and Admin studies' ","'Men' ","'Direct Clearing' ",895
2008 ,"'Group N Business and Admin studies' ","'Men' ","'RPA' ",3585
2008 ,"'Group N Business and Admin studies' ","'Women' ","'Firm choice' ",17250
2008 ,"'Group N Business and Admin studies' ","'Women' ","'Insurance choice' ",1945
2008 ,"'Group N Business and Admin studies' ","'Women' ","'Other main scheme choice' ",1245
2008 ,"'Group N Business and Admin studies' ","'Women' ","'Extra' ",330
2008 ,"'Group N Business and Admin studies' ","'Women' ","'Main scheme Clearing' ",2205
2008 ,"'Group N Business and Admin studies' ","'Women' ","'Direct Clearing' ",670
2008 ,"'Group N Business and Admin studies' ","'Women' ","'RPA' ",3240
2008 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Firm choice' ",3485
2008 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Insurance choice' ",215
2008 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Other main scheme choice' ",170
2008 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Extra' ",35
2008 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Main scheme Clearing' ",275
2008 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Direct Clearing' ",135
2008 ,"'Group P Mass Communication and Documentation' ","'Men' ","'RPA' ",345
2008 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Firm choice' ",4190
2008 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Insurance choice' ",260
2008 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Other main scheme choice' ",175
2008 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Extra' ",80
2008 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Main scheme Clearing' ",400
2008 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Direct Clearing' ",115
2008 ,"'Group P Mass Communication and Documentation' ","'Women' ","'RPA' ",330
2008 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Firm choice' ",2565
2008 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Insurance choice' ",255
2008 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Other main scheme choice' ",75
2008 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Extra' ",40
2008 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Main scheme Clearing' ",160
2008 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Direct Clearing' ",55
2008 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'RPA' ",115
2008 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Firm choice' ",6560
2008 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Insurance choice' ",620
2008 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Other main scheme choice' ",180
2008 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Extra' ",135
2008 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Main scheme Clearing' ",525
2008 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Direct Clearing' ",125
2008 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'RPA' ",220
2008 ,"'Group R European Languages, Literature and related' ","'Men' ","'Firm choice' ",975
2008 ,"'Group R European Languages, Literature and related' ","'Men' ","'Insurance choice' ",105
2008 ,"'Group R European Languages, Literature and related' ","'Men' ","'Other main scheme choice' ",20
2008 ,"'Group R European Languages, Literature and related' ","'Men' ","'Extra' ",5
2008 ,"'Group R European Languages, Literature and related' ","'Men' ","'Main scheme Clearing' ",95
2008 ,"'Group R European Languages, Literature and related' ","'Men' ","'Direct Clearing' ",15
2008 ,"'Group R European Languages, Literature and related' ","'Men' ","'RPA' ",30
2008 ,"'Group R European Languages, Literature and related' ","'Women' ","'Firm choice' ",2570
2008 ,"'Group R European Languages, Literature and related' ","'Women' ","'Insurance choice' ",275
2008 ,"'Group R European Languages, Literature and related' ","'Women' ","'Other main scheme choice' ",50
2008 ,"'Group R European Languages, Literature and related' ","'Women' ","'Extra' ",25
2008 ,"'Group R European Languages, Literature and related' ","'Women' ","'Main scheme Clearing' ",200
2008 ,"'Group R European Languages, Literature and related' ","'Women' ","'Direct Clearing' ",30
2008 ,"'Group R European Languages, Literature and related' ","'Women' ","'RPA' ",70
2008 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Firm choice' ",445
