"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Age Band , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_018_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Age Band , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'17 and under' ","'Firm choice' ",100
2007 ,"'C3 - Zoology' ","'18' ","'Main scheme Clearing' ",45
2007 ,"'C3 - Zoology' ","'18' ","'Direct Clearing' ",5
2007 ,"'C3 - Zoology' ","'18' ","'RPA' ",5
2007 ,"'C3 - Zoology' ","'19' ","'Firm choice' ",160
2007 ,"'C3 - Zoology' ","'19' ","'Insurance choice' ",10
2007 ,"'C3 - Zoology' ","'19' ","'Other main scheme choice' ",5
2007 ,"'C3 - Zoology' ","'19' ","'Extra' ",5
2007 ,"'C3 - Zoology' ","'19' ","'Main scheme Clearing' ",5
2007 ,"'C3 - Zoology' ","'19' ","'Direct Clearing' ",5
2007 ,"'C3 - Zoology' ","'19' ","'RPA' ",5
2007 ,"'C3 - Zoology' ","'20' ","'Firm choice' ",45
2007 ,"'C3 - Zoology' ","'20' ","'Other main scheme choice' ",5
2007 ,"'C3 - Zoology' ","'21 and over' ","'Firm choice' ",120
2007 ,"'C3 - Zoology' ","'21 and over' ","'Other main scheme choice' ",10
2007 ,"'C3 - Zoology' ","'21 and over' ","'Main scheme Clearing' ",5
2007 ,"'C3 - Zoology' ","'21 and over' ","'Direct Clearing' ",5
2007 ,"'C3 - Zoology' ","'21 and over' ","'RPA' ",20
2007 ,"'C4 - Genetics' ","'17 and under' ","'Firm choice' ",10
2007 ,"'C4 - Genetics' ","'18' ","'Firm choice' ",210
2007 ,"'C4 - Genetics' ","'18' ","'Insurance choice' ",35
2007 ,"'C4 - Genetics' ","'18' ","'Other main scheme choice' ",5
2007 ,"'C4 - Genetics' ","'18' ","'Extra' ",5
2007 ,"'C4 - Genetics' ","'18' ","'Main scheme Clearing' ",35
2007 ,"'C4 - Genetics' ","'19' ","'Firm choice' ",55
2007 ,"'C4 - Genetics' ","'19' ","'Insurance choice' ",5
2007 ,"'C4 - Genetics' ","'19' ","'Main scheme Clearing' ",10
2007 ,"'C4 - Genetics' ","'19' ","'RPA' ",5
2007 ,"'C4 - Genetics' ","'20' ","'Firm choice' ",15
2007 ,"'C4 - Genetics' ","'21 and over' ","'Firm choice' ",30
2007 ,"'C4 - Genetics' ","'21 and over' ","'Other main scheme choice' ",5
2007 ,"'C4 - Genetics' ","'21 and over' ","'RPA' ",5
2007 ,"'C5 - Microbiology' ","'17 and under' ","'Firm choice' ",10
2007 ,"'C5 - Microbiology' ","'18' ","'Firm choice' ",155
2007 ,"'C5 - Microbiology' ","'18' ","'Insurance choice' ",20
2007 ,"'C5 - Microbiology' ","'18' ","'Main scheme Clearing' ",20
2007 ,"'C5 - Microbiology' ","'19' ","'Firm choice' ",35
2007 ,"'C5 - Microbiology' ","'19' ","'Main scheme Clearing' ",5
2007 ,"'C5 - Microbiology' ","'20' ","'Firm choice' ",15
2007 ,"'C5 - Microbiology' ","'20' ","'Other main scheme choice' ",5
2007 ,"'C5 - Microbiology' ","'21 and over' ","'Firm choice' ",50
2007 ,"'C5 - Microbiology' ","'21 and over' ","'Other main scheme choice' ",5
2007 ,"'C5 - Microbiology' ","'21 and over' ","'Main scheme Clearing' ",5
2007 ,"'C5 - Microbiology' ","'21 and over' ","'Direct Clearing' ",5
2007 ,"'C5 - Microbiology' ","'21 and over' ","'RPA' ",5
2007 ,"'C6 - Sport and Exercise Science' ","'17 and under' ","'Firm choice' ",15
2007 ,"'C6 - Sport and Exercise Science' ","'17 and under' ","'Insurance choice' ",5
2007 ,"'C6 - Sport and Exercise Science' ","'17 and under' ","'Direct Clearing' ",5
2007 ,"'C6 - Sport and Exercise Science' ","'17 and under' ","'RPA' ",5
2007 ,"'C6 - Sport and Exercise Science' ","'18' ","'Firm choice' ",4310
2007 ,"'C6 - Sport and Exercise Science' ","'18' ","'Insurance choice' ",490
2007 ,"'C6 - Sport and Exercise Science' ","'18' ","'Other main scheme choice' ",45
2007 ,"'C6 - Sport and Exercise Science' ","'18' ","'Extra' ",70
2007 ,"'C6 - Sport and Exercise Science' ","'18' ","'Main scheme Clearing' ",310
2007 ,"'C6 - Sport and Exercise Science' ","'18' ","'Direct Clearing' ",40
2007 ,"'C6 - Sport and Exercise Science' ","'18' ","'RPA' ",95
2007 ,"'C6 - Sport and Exercise Science' ","'19' ","'Firm choice' ",1460
2007 ,"'C6 - Sport and Exercise Science' ","'19' ","'Insurance choice' ",80
2007 ,"'C6 - Sport and Exercise Science' ","'19' ","'Other main scheme choice' ",70
2007 ,"'C6 - Sport and Exercise Science' ","'19' ","'Extra' ",30
2007 ,"'C6 - Sport and Exercise Science' ","'19' ","'Main scheme Clearing' ",105
2007 ,"'C6 - Sport and Exercise Science' ","'19' ","'Direct Clearing' ",60
2007 ,"'C6 - Sport and Exercise Science' ","'19' ","'RPA' ",100
2007 ,"'C6 - Sport and Exercise Science' ","'20' ","'Firm choice' ",470
2007 ,"'C6 - Sport and Exercise Science' ","'20' ","'Insurance choice' ",15
2007 ,"'C6 - Sport and Exercise Science' ","'20' ","'Other main scheme choice' ",55
2007 ,"'C6 - Sport and Exercise Science' ","'20' ","'Extra' ",10
2007 ,"'C6 - Sport and Exercise Science' ","'20' ","'Main scheme Clearing' ",45
2007 ,"'C6 - Sport and Exercise Science' ","'20' ","'Direct Clearing' ",35
2007 ,"'C6 - Sport and Exercise Science' ","'20' ","'RPA' ",60
2007 ,"'C6 - Sport and Exercise Science' ","'21 and over' ","'Firm choice' ",710
2007 ,"'C6 - Sport and Exercise Science' ","'21 and over' ","'Insurance choice' ",25
2007 ,"'C6 - Sport and Exercise Science' ","'21 and over' ","'Other main scheme choice' ",135
2007 ,"'C6 - Sport and Exercise Science' ","'21 and over' ","'Extra' ",10
2007 ,"'C6 - Sport and Exercise Science' ","'21 and over' ","'Main scheme Clearing' ",70
2007 ,"'C6 - Sport and Exercise Science' ","'21 and over' ","'Direct Clearing' ",95
2007 ,"'C6 - Sport and Exercise Science' ","'21 and over' ","'RPA' ",215
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'17 and under' ","'Firm choice' ",45
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'17 and under' ","'Other main scheme choice' ",5
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'17 and under' ","'Main scheme Clearing' ",5
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'17 and under' ","'Direct Clearing' ",5
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'18' ","'Firm choice' ",1015
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'18' ","'Insurance choice' ",175
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'18' ","'Other main scheme choice' ",5
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'18' ","'Extra' ",15
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'18' ","'Main scheme Clearing' ",160
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'18' ","'Direct Clearing' ",5
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'18' ","'RPA' ",10
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'19' ","'Firm choice' ",265
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'19' ","'Insurance choice' ",30
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'19' ","'Other main scheme choice' ",10
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'19' ","'Extra' ",5
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'19' ","'Main scheme Clearing' ",70
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'19' ","'Direct Clearing' ",5
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'19' ","'RPA' ",15
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'20' ","'Firm choice' ",70
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'20' ","'Insurance choice' ",5
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'20' ","'Other main scheme choice' ",5
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'20' ","'Main scheme Clearing' ",20
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'20' ","'Direct Clearing' ",5
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'20' ","'RPA' ",10
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'21 and over' ","'Firm choice' ",100
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'21 and over' ","'Insurance choice' ",5
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'21 and over' ","'Other main scheme choice' ",20
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'21 and over' ","'Extra' ",5
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'21 and over' ","'Main scheme Clearing' ",20
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'21 and over' ","'Direct Clearing' ",20
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'21 and over' ","'RPA' ",25
2007 ,"'C8 - Psychology' ","'17 and under' ","'Firm choice' ",90
2007 ,"'C8 - Psychology' ","'17 and under' ","'Insurance choice' ",15
2007 ,"'C8 - Psychology' ","'17 and under' ","'Other main scheme choice' ",5
2007 ,"'C8 - Psychology' ","'17 and under' ","'Main scheme Clearing' ",10
2007 ,"'C8 - Psychology' ","'17 and under' ","'RPA' ",10
2007 ,"'C8 - Psychology' ","'18' ","'Firm choice' ",6245
2007 ,"'C8 - Psychology' ","'18' ","'Insurance choice' ",765
2007 ,"'C8 - Psychology' ","'18' ","'Other main scheme choice' ",35
2007 ,"'C8 - Psychology' ","'18' ","'Extra' ",70
2007 ,"'C8 - Psychology' ","'18' ","'Main scheme Clearing' ",600
2007 ,"'C8 - Psychology' ","'18' ","'Direct Clearing' ",20
2007 ,"'C8 - Psychology' ","'18' ","'RPA' ",60
2007 ,"'C8 - Psychology' ","'19' ","'Firm choice' ",1575
2007 ,"'C8 - Psychology' ","'19' ","'Insurance choice' ",125
2007 ,"'C8 - Psychology' ","'19' ","'Other main scheme choice' ",60
2007 ,"'C8 - Psychology' ","'19' ","'Extra' ",40
2007 ,"'C8 - Psychology' ","'19' ","'Main scheme Clearing' ",175
2007 ,"'C8 - Psychology' ","'19' ","'Direct Clearing' ",35
2007 ,"'C8 - Psychology' ","'19' ","'RPA' ",85
2007 ,"'C8 - Psychology' ","'20' ","'Firm choice' ",495
2007 ,"'C8 - Psychology' ","'20' ","'Insurance choice' ",20
2007 ,"'C8 - Psychology' ","'20' ","'Other main scheme choice' ",45
2007 ,"'C8 - Psychology' ","'20' ","'Extra' ",20
2007 ,"'C8 - Psychology' ","'20' ","'Main scheme Clearing' ",60
2007 ,"'C8 - Psychology' ","'20' ","'Direct Clearing' ",25
2007 ,"'C8 - Psychology' ","'20' ","'RPA' ",75
2007 ,"'C8 - Psychology' ","'21 and over' ","'Firm choice' ",1435
2007 ,"'C8 - Psychology' ","'21 and over' ","'Insurance choice' ",40
2007 ,"'C8 - Psychology' ","'21 and over' ","'Other main scheme choice' ",230
2007 ,"'C8 - Psychology' ","'21 and over' ","'Extra' ",25
2007 ,"'C8 - Psychology' ","'21 and over' ","'Main scheme Clearing' ",130
2007 ,"'C8 - Psychology' ","'21 and over' ","'Direct Clearing' ",105
2007 ,"'C8 - Psychology' ","'21 and over' ","'RPA' ",400
2007 ,"'C9 - Others in Biological Sciences' ","'17 and under' ","'Firm choice' ",10
2007 ,"'C9 - Others in Biological Sciences' ","'17 and under' ","'RPA' ",5
2007 ,"'C9 - Others in Biological Sciences' ","'18' ","'Firm choice' ",205
2007 ,"'C9 - Others in Biological Sciences' ","'18' ","'Insurance choice' ",35
2007 ,"'C9 - Others in Biological Sciences' ","'18' ","'Other main scheme choice' ",5
2007 ,"'C9 - Others in Biological Sciences' ","'18' ","'Extra' ",5
2007 ,"'C9 - Others in Biological Sciences' ","'18' ","'Main scheme Clearing' ",60
2007 ,"'C9 - Others in Biological Sciences' ","'18' ","'RPA' ",5
2007 ,"'C9 - Others in Biological Sciences' ","'19' ","'Firm choice' ",75
2007 ,"'C9 - Others in Biological Sciences' ","'19' ","'Insurance choice' ",10
2007 ,"'C9 - Others in Biological Sciences' ","'19' ","'Other main scheme choice' ",5
2007 ,"'C9 - Others in Biological Sciences' ","'19' ","'Main scheme Clearing' ",25
2007 ,"'C9 - Others in Biological Sciences' ","'19' ","'Direct Clearing' ",5
2007 ,"'C9 - Others in Biological Sciences' ","'19' ","'RPA' ",10
2007 ,"'C9 - Others in Biological Sciences' ","'20' ","'Firm choice' ",30
2007 ,"'C9 - Others in Biological Sciences' ","'20' ","'Other main scheme choice' ",5
2007 ,"'C9 - Others in Biological Sciences' ","'20' ","'Main scheme Clearing' ",5
2007 ,"'C9 - Others in Biological Sciences' ","'20' ","'RPA' ",5
2007 ,"'C9 - Others in Biological Sciences' ","'21 and over' ","'Firm choice' ",90
2007 ,"'C9 - Others in Biological Sciences' ","'21 and over' ","'Other main scheme choice' ",15
2007 ,"'C9 - Others in Biological Sciences' ","'21 and over' ","'Main scheme Clearing' ",15
2007 ,"'C9 - Others in Biological Sciences' ","'21 and over' ","'Direct Clearing' ",5
2007 ,"'C9 - Others in Biological Sciences' ","'21 and over' ","'RPA' ",25
2007 ,"'CC - Combinations within Biological Sciences' ","'17 and under' ","'Firm choice' ",5
2007 ,"'CC - Combinations within Biological Sciences' ","'17 and under' ","'RPA' ",5
2007 ,"'CC - Combinations within Biological Sciences' ","'18' ","'Firm choice' ",295
2007 ,"'CC - Combinations within Biological Sciences' ","'18' ","'Insurance choice' ",50
2007 ,"'CC - Combinations within Biological Sciences' ","'18' ","'Other main scheme choice' ",5
2007 ,"'CC - Combinations within Biological Sciences' ","'18' ","'Extra' ",5
2007 ,"'CC - Combinations within Biological Sciences' ","'18' ","'Main scheme Clearing' ",35
2007 ,"'CC - Combinations within Biological Sciences' ","'18' ","'RPA' ",5
2007 ,"'CC - Combinations within Biological Sciences' ","'19' ","'Firm choice' ",75
2007 ,"'CC - Combinations within Biological Sciences' ","'19' ","'Insurance choice' ",10
2007 ,"'CC - Combinations within Biological Sciences' ","'19' ","'Other main scheme choice' ",5
2007 ,"'CC - Combinations within Biological Sciences' ","'19' ","'Main scheme Clearing' ",15
2007 ,"'CC - Combinations within Biological Sciences' ","'19' ","'Direct Clearing' ",5
2007 ,"'CC - Combinations within Biological Sciences' ","'19' ","'RPA' ",5
2007 ,"'CC - Combinations within Biological Sciences' ","'20' ","'Firm choice' ",25
2007 ,"'CC - Combinations within Biological Sciences' ","'20' ","'Other main scheme choice' ",5
2007 ,"'CC - Combinations within Biological Sciences' ","'20' ","'Main scheme Clearing' ",5
2007 ,"'CC - Combinations within Biological Sciences' ","'20' ","'RPA' ",5
2007 ,"'CC - Combinations within Biological Sciences' ","'21 and over' ","'Firm choice' ",40
2007 ,"'CC - Combinations within Biological Sciences' ","'21 and over' ","'Other main scheme choice' ",10
2007 ,"'CC - Combinations within Biological Sciences' ","'21 and over' ","'Direct Clearing' ",5
2007 ,"'CC - Combinations within Biological Sciences' ","'21 and over' ","'RPA' ",10
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'17 and under' ","'Firm choice' ",10
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'18' ","'Firm choice' ",550
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'18' ","'Insurance choice' ",10
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'18' ","'Main scheme Clearing' ",15
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'19' ","'Firm choice' ",80
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'20' ","'Firm choice' ",15
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'21 and over' ","'Firm choice' ",175
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'21 and over' ","'Main scheme Clearing' ",5
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'21 and over' ","'RPA' ",75
2007 ,"'D3 - Animal Science' ","'17 and under' ","'Firm choice' ",5
2007 ,"'D3 - Animal Science' ","'17 and under' ","'RPA' ",5
2007 ,"'D3 - Animal Science' ","'18' ","'Firm choice' ",565
2007 ,"'D3 - Animal Science' ","'18' ","'Insurance choice' ",45
2007 ,"'D3 - Animal Science' ","'18' ","'Other main scheme choice' ",15
2007 ,"'D3 - Animal Science' ","'18' ","'Extra' ",10
2007 ,"'D3 - Animal Science' ","'18' ","'Main scheme Clearing' ",40
2007 ,"'D3 - Animal Science' ","'18' ","'Direct Clearing' ",20
2007 ,"'D3 - Animal Science' ","'18' ","'RPA' ",30
2007 ,"'D3 - Animal Science' ","'19' ","'Firm choice' ",195
2007 ,"'D3 - Animal Science' ","'19' ","'Insurance choice' ",15
2007 ,"'D3 - Animal Science' ","'19' ","'Other main scheme choice' ",10
2007 ,"'D3 - Animal Science' ","'19' ","'Main scheme Clearing' ",20
2007 ,"'D3 - Animal Science' ","'19' ","'Direct Clearing' ",15
2007 ,"'D3 - Animal Science' ","'19' ","'RPA' ",20
2007 ,"'D3 - Animal Science' ","'20' ","'Firm choice' ",90
2007 ,"'D3 - Animal Science' ","'20' ","'Other main scheme choice' ",10
2007 ,"'D3 - Animal Science' ","'20' ","'Main scheme Clearing' ",5
2007 ,"'D3 - Animal Science' ","'20' ","'Direct Clearing' ",10
2007 ,"'D3 - Animal Science' ","'20' ","'RPA' ",10
2007 ,"'D3 - Animal Science' ","'21 and over' ","'Firm choice' ",180
2007 ,"'D3 - Animal Science' ","'21 and over' ","'Other main scheme choice' ",30
2007 ,"'D3 - Animal Science' ","'21 and over' ","'Main scheme Clearing' ",15
2007 ,"'D3 - Animal Science' ","'21 and over' ","'Direct Clearing' ",30
2007 ,"'D3 - Animal Science' ","'21 and over' ","'RPA' ",65
2007 ,"'D4 - Agriculture' ","'17 and under' ","'Firm choice' ",20
2007 ,"'D4 - Agriculture' ","'17 and under' ","'Other main scheme choice' ",5
2007 ,"'D4 - Agriculture' ","'18' ","'Firm choice' ",420
2007 ,"'D4 - Agriculture' ","'18' ","'Insurance choice' ",35
2007 ,"'D4 - Agriculture' ","'18' ","'Other main scheme choice' ",15
2007 ,"'D4 - Agriculture' ","'18' ","'Main scheme Clearing' ",35
2007 ,"'D4 - Agriculture' ","'18' ","'Direct Clearing' ",20
2007 ,"'D4 - Agriculture' ","'18' ","'RPA' ",10
2007 ,"'D4 - Agriculture' ","'19' ","'Firm choice' ",160
2007 ,"'D4 - Agriculture' ","'19' ","'Insurance choice' ",5
2007 ,"'D4 - Agriculture' ","'19' ","'Other main scheme choice' ",20
2007 ,"'D4 - Agriculture' ","'19' ","'Main scheme Clearing' ",5
2007 ,"'D4 - Agriculture' ","'19' ","'Direct Clearing' ",15
2007 ,"'D4 - Agriculture' ","'19' ","'RPA' ",10
2007 ,"'D4 - Agriculture' ","'20' ","'Firm choice' ",80
2007 ,"'D4 - Agriculture' ","'20' ","'Other main scheme choice' ",15
2007 ,"'D4 - Agriculture' ","'20' ","'Main scheme Clearing' ",5
2007 ,"'D4 - Agriculture' ","'20' ","'Direct Clearing' ",10
2007 ,"'D4 - Agriculture' ","'20' ","'RPA' ",5
2007 ,"'D4 - Agriculture' ","'21 and over' ","'Firm choice' ",210
2007 ,"'D4 - Agriculture' ","'21 and over' ","'Insurance choice' ",5
2007 ,"'D4 - Agriculture' ","'21 and over' ","'Other main scheme choice' ",60
2007 ,"'D4 - Agriculture' ","'21 and over' ","'Main scheme Clearing' ",15
2007 ,"'D4 - Agriculture' ","'21 and over' ","'Direct Clearing' ",65
2007 ,"'D4 - Agriculture' ","'21 and over' ","'RPA' ",80
2007 ,"'D5 - Forestry & arboriculture' ","'18' ","'Firm choice' ",20
2007 ,"'D5 - Forestry & arboriculture' ","'19' ","'Firm choice' ",5
2007 ,"'D5 - Forestry & arboriculture' ","'19' ","'Direct Clearing' ",5
2007 ,"'D5 - Forestry & arboriculture' ","'20' ","'Firm choice' ",5
2007 ,"'D5 - Forestry & arboriculture' ","'20' ","'Other main scheme choice' ",5
2007 ,"'D5 - Forestry & arboriculture' ","'21 and over' ","'Firm choice' ",35
2007 ,"'D5 - Forestry & arboriculture' ","'21 and over' ","'Other main scheme choice' ",10
2007 ,"'D5 - Forestry & arboriculture' ","'21 and over' ","'Direct Clearing' ",10
2007 ,"'D5 - Forestry & arboriculture' ","'21 and over' ","'RPA' ",5
2007 ,"'D6 - Food and Beverage studies' ","'17 and under' ","'Firm choice' ",10
2007 ,"'D6 - Food and Beverage studies' ","'18' ","'Firm choice' ",85
2007 ,"'D6 - Food and Beverage studies' ","'18' ","'Insurance choice' ",5
2007 ,"'D6 - Food and Beverage studies' ","'18' ","'Other main scheme choice' ",5
2007 ,"'D6 - Food and Beverage studies' ","'18' ","'Main scheme Clearing' ",15
2007 ,"'D6 - Food and Beverage studies' ","'18' ","'Direct Clearing' ",5
2007 ,"'D6 - Food and Beverage studies' ","'19' ","'Firm choice' ",25
2007 ,"'D6 - Food and Beverage studies' ","'19' ","'Main scheme Clearing' ",5
2007 ,"'D6 - Food and Beverage studies' ","'19' ","'Direct Clearing' ",5
2007 ,"'D6 - Food and Beverage studies' ","'19' ","'RPA' ",5
2007 ,"'D6 - Food and Beverage studies' ","'20' ","'Firm choice' ",10
2007 ,"'D6 - Food and Beverage studies' ","'20' ","'Other main scheme choice' ",5
2007 ,"'D6 - Food and Beverage studies' ","'20' ","'Direct Clearing' ",5
2007 ,"'D6 - Food and Beverage studies' ","'20' ","'RPA' ",15
2007 ,"'D6 - Food and Beverage studies' ","'21 and over' ","'Firm choice' ",60
2007 ,"'D6 - Food and Beverage studies' ","'21 and over' ","'Other main scheme choice' ",20
2007 ,"'D6 - Food and Beverage studies' ","'21 and over' ","'Main scheme Clearing' ",5
2007 ,"'D6 - Food and Beverage studies' ","'21 and over' ","'Direct Clearing' ",20
2007 ,"'D6 - Food and Beverage studies' ","'21 and over' ","'RPA' ",20
2007 ,"'D7 - Agricultural Sciences' ","'18' ","'Firm choice' ",10
2007 ,"'D7 - Agricultural Sciences' ","'19' ","'Firm choice' ",5
2007 ,"'D7 - Agricultural Sciences' ","'20' ","'Firm choice' ",5
2007 ,"'D7 - Agricultural Sciences' ","'21 and over' ","'Firm choice' ",5
2007 ,"'D7 - Agricultural Sciences' ","'21 and over' ","'RPA' ",5
2007 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'18' ","'Firm choice' ",15
2007 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'19' ","'Firm choice' ",10
2007 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'21 and over' ","'Firm choice' ",5
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'18' ","'Firm choice' ",30
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'18' ","'Insurance choice' ",5
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'19' ","'Firm choice' ",10
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'19' ","'Other main scheme choice' ",5
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'20' ","'Firm choice' ",5
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'21 and over' ","'Firm choice' ",15
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'21 and over' ","'Other main scheme choice' ",5
2007 ,"'F0 - Physical Sciences: any area of study' ","'18' ","'Firm choice' ",35
2007 ,"'F0 - Physical Sciences: any area of study' ","'18' ","'Main scheme Clearing' ",5
2007 ,"'F0 - Physical Sciences: any area of study' ","'18' ","'RPA' ",5
2007 ,"'F0 - Physical Sciences: any area of study' ","'19' ","'Firm choice' ",10
2007 ,"'F0 - Physical Sciences: any area of study' ","'20' ","'Firm choice' ",5
2007 ,"'F0 - Physical Sciences: any area of study' ","'21 and over' ","'Firm choice' ",10
