"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Age Band , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_013_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Age Band , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Firm choice' ",110
2007 ,"'Group L Social Studies' ","'20' ","'Firm choice' ",1290
2007 ,"'Group L Social Studies' ","'20' ","'Insurance choice' ",70
2007 ,"'Group L Social Studies' ","'20' ","'Other main scheme choice' ",135
2007 ,"'Group L Social Studies' ","'20' ","'Extra' ",30
2007 ,"'Group L Social Studies' ","'20' ","'Main scheme Clearing' ",185
2007 ,"'Group L Social Studies' ","'20' ","'Direct Clearing' ",95
2007 ,"'Group L Social Studies' ","'20' ","'RPA' ",175
2007 ,"'Group L Social Studies' ","'21 and over' ","'Firm choice' ",6130
2007 ,"'Group L Social Studies' ","'21 and over' ","'Insurance choice' ",85
2007 ,"'Group L Social Studies' ","'21 and over' ","'Other main scheme choice' ",895
2007 ,"'Group L Social Studies' ","'21 and over' ","'Extra' ",70
2007 ,"'Group L Social Studies' ","'21 and over' ","'Main scheme Clearing' ",605
2007 ,"'Group L Social Studies' ","'21 and over' ","'Direct Clearing' ",420
2007 ,"'Group L Social Studies' ","'21 and over' ","'RPA' ",1280
2007 ,"'Group M Law' ","'17 and under' ","'Firm choice' ",235
2007 ,"'Group M Law' ","'17 and under' ","'Insurance choice' ",35
2007 ,"'Group M Law' ","'17 and under' ","'Other main scheme choice' ",15
2007 ,"'Group M Law' ","'17 and under' ","'Extra' ",5
2007 ,"'Group M Law' ","'17 and under' ","'Main scheme Clearing' ",40
2007 ,"'Group M Law' ","'17 and under' ","'Direct Clearing' ",10
2007 ,"'Group M Law' ","'17 and under' ","'RPA' ",25
2007 ,"'Group M Law' ","'18' ","'Firm choice' ",8140
2007 ,"'Group M Law' ","'18' ","'Insurance choice' ",1280
2007 ,"'Group M Law' ","'18' ","'Other main scheme choice' ",75
2007 ,"'Group M Law' ","'18' ","'Extra' ",90
2007 ,"'Group M Law' ","'18' ","'Main scheme Clearing' ",1020
2007 ,"'Group M Law' ","'18' ","'Direct Clearing' ",45
2007 ,"'Group M Law' ","'18' ","'RPA' ",130
2007 ,"'Group M Law' ","'19' ","'Firm choice' ",2175
2007 ,"'Group M Law' ","'19' ","'Insurance choice' ",220
2007 ,"'Group M Law' ","'19' ","'Other main scheme choice' ",110
2007 ,"'Group M Law' ","'19' ","'Extra' ",35
2007 ,"'Group M Law' ","'19' ","'Main scheme Clearing' ",320
2007 ,"'Group M Law' ","'19' ","'Direct Clearing' ",75
2007 ,"'Group M Law' ","'19' ","'RPA' ",170
2007 ,"'Group M Law' ","'20' ","'Firm choice' ",720
2007 ,"'Group M Law' ","'20' ","'Insurance choice' ",55
2007 ,"'Group M Law' ","'20' ","'Other main scheme choice' ",85
2007 ,"'Group M Law' ","'20' ","'Extra' ",15
2007 ,"'Group M Law' ","'20' ","'Main scheme Clearing' ",105
2007 ,"'Group M Law' ","'20' ","'Direct Clearing' ",40
2007 ,"'Group M Law' ","'20' ","'RPA' ",135
2007 ,"'Group M Law' ","'21 and over' ","'Firm choice' ",2010
2007 ,"'Group M Law' ","'21 and over' ","'Insurance choice' ",95
2007 ,"'Group M Law' ","'21 and over' ","'Other main scheme choice' ",420
2007 ,"'Group M Law' ","'21 and over' ","'Extra' ",25
2007 ,"'Group M Law' ","'21 and over' ","'Main scheme Clearing' ",175
2007 ,"'Group M Law' ","'21 and over' ","'Direct Clearing' ",190
2007 ,"'Group M Law' ","'21 and over' ","'RPA' ",755
2007 ,"'Group N Business and Admin studies' ","'17 and under' ","'Firm choice' ",445
2007 ,"'Group N Business and Admin studies' ","'17 and under' ","'Insurance choice' ",75
2007 ,"'Group N Business and Admin studies' ","'17 and under' ","'Other main scheme choice' ",60
2007 ,"'Group N Business and Admin studies' ","'17 and under' ","'Extra' ",5
2007 ,"'Group N Business and Admin studies' ","'17 and under' ","'Main scheme Clearing' ",55
2007 ,"'Group N Business and Admin studies' ","'17 and under' ","'Direct Clearing' ",15
2007 ,"'Group N Business and Admin studies' ","'17 and under' ","'RPA' ",75
2007 ,"'Group N Business and Admin studies' ","'18' ","'Firm choice' ",17010
2007 ,"'Group N Business and Admin studies' ","'18' ","'Insurance choice' ",2335
2007 ,"'Group N Business and Admin studies' ","'18' ","'Other main scheme choice' ",310
2007 ,"'Group N Business and Admin studies' ","'18' ","'Extra' ",200
2007 ,"'Group N Business and Admin studies' ","'18' ","'Main scheme Clearing' ",2000
2007 ,"'Group N Business and Admin studies' ","'18' ","'Direct Clearing' ",165
2007 ,"'Group N Business and Admin studies' ","'18' ","'RPA' ",500
2007 ,"'Group N Business and Admin studies' ","'19' ","'Firm choice' ",7060
2007 ,"'Group N Business and Admin studies' ","'19' ","'Insurance choice' ",760
2007 ,"'Group N Business and Admin studies' ","'19' ","'Other main scheme choice' ",525
2007 ,"'Group N Business and Admin studies' ","'19' ","'Extra' ",110
2007 ,"'Group N Business and Admin studies' ","'19' ","'Main scheme Clearing' ",1015
2007 ,"'Group N Business and Admin studies' ","'19' ","'Direct Clearing' ",315
2007 ,"'Group N Business and Admin studies' ","'19' ","'RPA' ",770
2007 ,"'Group N Business and Admin studies' ","'20' ","'Firm choice' ",2740
2007 ,"'Group N Business and Admin studies' ","'20' ","'Insurance choice' ",230
2007 ,"'Group N Business and Admin studies' ","'20' ","'Other main scheme choice' ",425
2007 ,"'Group N Business and Admin studies' ","'20' ","'Extra' ",50
2007 ,"'Group N Business and Admin studies' ","'20' ","'Main scheme Clearing' ",395
2007 ,"'Group N Business and Admin studies' ","'20' ","'Direct Clearing' ",240
2007 ,"'Group N Business and Admin studies' ","'20' ","'RPA' ",835
2007 ,"'Group N Business and Admin studies' ","'21 and over' ","'Firm choice' ",4860
2007 ,"'Group N Business and Admin studies' ","'21 and over' ","'Insurance choice' ",215
2007 ,"'Group N Business and Admin studies' ","'21 and over' ","'Other main scheme choice' ",1375
2007 ,"'Group N Business and Admin studies' ","'21 and over' ","'Extra' ",60
2007 ,"'Group N Business and Admin studies' ","'21 and over' ","'Main scheme Clearing' ",600
2007 ,"'Group N Business and Admin studies' ","'21 and over' ","'Direct Clearing' ",655
2007 ,"'Group N Business and Admin studies' ","'21 and over' ","'RPA' ",3235
2007 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Firm choice' ",50
2007 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Insurance choice' ",10
2007 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Other main scheme choice' ",5
2007 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Main scheme Clearing' ",5
2007 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'RPA' ",10
2007 ,"'Group P Mass Communication and Documentation' ","'18' ","'Firm choice' ",4095
2007 ,"'Group P Mass Communication and Documentation' ","'18' ","'Insurance choice' ",290
2007 ,"'Group P Mass Communication and Documentation' ","'18' ","'Other main scheme choice' ",45
2007 ,"'Group P Mass Communication and Documentation' ","'18' ","'Extra' ",65
2007 ,"'Group P Mass Communication and Documentation' ","'18' ","'Main scheme Clearing' ",330
2007 ,"'Group P Mass Communication and Documentation' ","'18' ","'Direct Clearing' ",35
2007 ,"'Group P Mass Communication and Documentation' ","'18' ","'RPA' ",85
2007 ,"'Group P Mass Communication and Documentation' ","'19' ","'Firm choice' ",1570
2007 ,"'Group P Mass Communication and Documentation' ","'19' ","'Insurance choice' ",70
2007 ,"'Group P Mass Communication and Documentation' ","'19' ","'Other main scheme choice' ",95
2007 ,"'Group P Mass Communication and Documentation' ","'19' ","'Extra' ",30
2007 ,"'Group P Mass Communication and Documentation' ","'19' ","'Main scheme Clearing' ",140
2007 ,"'Group P Mass Communication and Documentation' ","'19' ","'Direct Clearing' ",55
2007 ,"'Group P Mass Communication and Documentation' ","'19' ","'RPA' ",105
2007 ,"'Group P Mass Communication and Documentation' ","'20' ","'Firm choice' ",565
2007 ,"'Group P Mass Communication and Documentation' ","'20' ","'Insurance choice' ",15
2007 ,"'Group P Mass Communication and Documentation' ","'20' ","'Other main scheme choice' ",85
2007 ,"'Group P Mass Communication and Documentation' ","'20' ","'Extra' ",15
2007 ,"'Group P Mass Communication and Documentation' ","'20' ","'Main scheme Clearing' ",45
2007 ,"'Group P Mass Communication and Documentation' ","'20' ","'Direct Clearing' ",40
2007 ,"'Group P Mass Communication and Documentation' ","'20' ","'RPA' ",100
2007 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Firm choice' ",805
2007 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Insurance choice' ",25
2007 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Other main scheme choice' ",160
2007 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Extra' ",5
2007 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Main scheme Clearing' ",95
2007 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Direct Clearing' ",95
2007 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'RPA' ",350
2007 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Firm choice' ",115
2007 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Insurance choice' ",5
2007 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Other main scheme choice' ",5
2007 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Main scheme Clearing' ",5
2007 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'RPA' ",5
2007 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Firm choice' ",5720
2007 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Insurance choice' ",635
2007 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Other main scheme choice' ",20
2007 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Extra' ",65
2007 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Main scheme Clearing' ",460
2007 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Direct Clearing' ",15
2007 ,"'Group Q Linguistics, Classics and related' ","'18' ","'RPA' ",35
2007 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Firm choice' ",1605
2007 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Insurance choice' ",60
2007 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Other main scheme choice' ",50
2007 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Extra' ",25
2007 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Main scheme Clearing' ",100
2007 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Direct Clearing' ",60
2007 ,"'Group Q Linguistics, Classics and related' ","'19' ","'RPA' ",55
2007 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Firm choice' ",370
2007 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Insurance choice' ",5
2007 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Other main scheme choice' ",45
2007 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Extra' ",10
2007 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Main scheme Clearing' ",40
2007 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Direct Clearing' ",30
2007 ,"'Group Q Linguistics, Classics and related' ","'20' ","'RPA' ",40
2007 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Firm choice' ",800
2007 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Insurance choice' ",15
2007 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Other main scheme choice' ",135
2007 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Extra' ",10
2007 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Main scheme Clearing' ",50
2007 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Direct Clearing' ",70
2007 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'RPA' ",200
2007 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Firm choice' ",60
2007 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Insurance choice' ",5
2007 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Main scheme Clearing' ",5
2007 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'RPA' ",5
2007 ,"'Group R European Languages, Literature and related' ","'18' ","'Firm choice' ",2450
2007 ,"'Group R European Languages, Literature and related' ","'18' ","'Insurance choice' ",250
2007 ,"'Group R European Languages, Literature and related' ","'18' ","'Other main scheme choice' ",5
2007 ,"'Group R European Languages, Literature and related' ","'18' ","'Extra' ",15
2007 ,"'Group R European Languages, Literature and related' ","'18' ","'Main scheme Clearing' ",190
2007 ,"'Group R European Languages, Literature and related' ","'18' ","'Direct Clearing' ",5
2007 ,"'Group R European Languages, Literature and related' ","'18' ","'RPA' ",10
2007 ,"'Group R European Languages, Literature and related' ","'19' ","'Firm choice' ",430
2007 ,"'Group R European Languages, Literature and related' ","'19' ","'Insurance choice' ",30
2007 ,"'Group R European Languages, Literature and related' ","'19' ","'Other main scheme choice' ",20
2007 ,"'Group R European Languages, Literature and related' ","'19' ","'Main scheme Clearing' ",35
2007 ,"'Group R European Languages, Literature and related' ","'19' ","'Direct Clearing' ",10
2007 ,"'Group R European Languages, Literature and related' ","'19' ","'RPA' ",10
2007 ,"'Group R European Languages, Literature and related' ","'20' ","'Firm choice' ",85
2007 ,"'Group R European Languages, Literature and related' ","'20' ","'Insurance choice' ",5
2007 ,"'Group R European Languages, Literature and related' ","'20' ","'Other main scheme choice' ",10
2007 ,"'Group R European Languages, Literature and related' ","'20' ","'Extra' ",5
2007 ,"'Group R European Languages, Literature and related' ","'20' ","'Main scheme Clearing' ",5
2007 ,"'Group R European Languages, Literature and related' ","'20' ","'Direct Clearing' ",5
2007 ,"'Group R European Languages, Literature and related' ","'20' ","'RPA' ",15
2007 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Firm choice' ",220
2007 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Insurance choice' ",5
2007 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Other main scheme choice' ",65
2007 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Main scheme Clearing' ",15
2007 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Direct Clearing' ",20
2007 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'RPA' ",45
2007 ,"'Group T Non-European Languages, Literature and related' ","'17 and under' ","'Firm choice' ",20
2007 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Firm choice' ",1000
2007 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Insurance choice' ",60
2007 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Main scheme Clearing' ",55
2007 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'RPA' ",5
2007 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Firm choice' ",220
2007 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Insurance choice' ",10
2007 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Extra' ",5
2007 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Main scheme Clearing' ",15
2007 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Direct Clearing' ",5
2007 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'RPA' ",10
2007 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Firm choice' ",75
2007 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Other main scheme choice' ",5
2007 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Main scheme Clearing' ",5
2007 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Firm choice' ",165
2007 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Other main scheme choice' ",15
2007 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Main scheme Clearing' ",5
2007 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Direct Clearing' ",5
2007 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'RPA' ",20
2007 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Firm choice' ",90
2007 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Insurance choice' ",10
2007 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Main scheme Clearing' ",5
2007 ,"'Group V History and Philosophical studies' ","'18' ","'Firm choice' ",7270
2007 ,"'Group V History and Philosophical studies' ","'18' ","'Insurance choice' ",745
2007 ,"'Group V History and Philosophical studies' ","'18' ","'Other main scheme choice' ",15
2007 ,"'Group V History and Philosophical studies' ","'18' ","'Extra' ",55
2007 ,"'Group V History and Philosophical studies' ","'18' ","'Main scheme Clearing' ",555
2007 ,"'Group V History and Philosophical studies' ","'18' ","'Direct Clearing' ",20
2007 ,"'Group V History and Philosophical studies' ","'18' ","'RPA' ",35
2007 ,"'Group V History and Philosophical studies' ","'19' ","'Firm choice' ",1860
2007 ,"'Group V History and Philosophical studies' ","'19' ","'Insurance choice' ",65
2007 ,"'Group V History and Philosophical studies' ","'19' ","'Other main scheme choice' ",45
2007 ,"'Group V History and Philosophical studies' ","'19' ","'Extra' ",20
2007 ,"'Group V History and Philosophical studies' ","'19' ","'Main scheme Clearing' ",110
2007 ,"'Group V History and Philosophical studies' ","'19' ","'Direct Clearing' ",40
2007 ,"'Group V History and Philosophical studies' ","'19' ","'RPA' ",55
2007 ,"'Group V History and Philosophical studies' ","'20' ","'Firm choice' ",390
2007 ,"'Group V History and Philosophical studies' ","'20' ","'Insurance choice' ",10
2007 ,"'Group V History and Philosophical studies' ","'20' ","'Other main scheme choice' ",50
2007 ,"'Group V History and Philosophical studies' ","'20' ","'Extra' ",5
2007 ,"'Group V History and Philosophical studies' ","'20' ","'Main scheme Clearing' ",40
2007 ,"'Group V History and Philosophical studies' ","'20' ","'Direct Clearing' ",20
2007 ,"'Group V History and Philosophical studies' ","'20' ","'RPA' ",50
2007 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Firm choice' ",950
2007 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Insurance choice' ",15
