"Statistic:   Number of Applications"
"Variables:   Subject Group (Detailed Level) , Applicant Domicile (Region) , Cycle Year"
"Coverage:   Applications through the main scheme and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_027_03.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Applicant Domicile (Region),Number of Applications,
2007 ,"'A1 - Pre-clinical Medicine' ","'North East' ",1695
2007 ,"'F1 - Chemistry' ","'North East' ",770
2007 ,"'F1 - Chemistry' ","'Yorkshire and The Humber' ",1625
2007 ,"'F1 - Chemistry' ","'North West' ",2650
2007 ,"'F1 - Chemistry' ","'East Midlands' ",1420
2007 ,"'F1 - Chemistry' ","'West Midlands' ",1345
2007 ,"'F1 - Chemistry' ","'East of England' ",1495
2007 ,"'F1 - Chemistry' ","'London' ",1915
2007 ,"'F1 - Chemistry' ","'South East' ",2535
2007 ,"'F1 - Chemistry' ","'South West' ",1590
2007 ,"'F1 - Chemistry' ","'Wales' ",655
2007 ,"'F1 - Chemistry' ","'Scotland' ",1745
2007 ,"'F1 - Chemistry' ","'Northern Ireland' ",650
2007 ,"'F1 - Chemistry' ","'Unknown' ",10
2007 ,"'F2 - Materials Science' ","'Yorkshire and The Humber' ",5
2007 ,"'F2 - Materials Science' ","'North West' ",5
2007 ,"'F2 - Materials Science' ","'London' ",5
2007 ,"'F2 - Materials Science' ","'South East' ",5
2007 ,"'F2 - Materials Science' ","'Scotland' ",5
2007 ,"'F3 - Physics' ","'North East' ",475
2007 ,"'F3 - Physics' ","'Yorkshire and The Humber' ",1170
2007 ,"'F3 - Physics' ","'North West' ",1550
2007 ,"'F3 - Physics' ","'East Midlands' ",1020
2007 ,"'F3 - Physics' ","'West Midlands' ",1400
2007 ,"'F3 - Physics' ","'East of England' ",1445
2007 ,"'F3 - Physics' ","'London' ",2045
2007 ,"'F3 - Physics' ","'South East' ",2750
2007 ,"'F3 - Physics' ","'South West' ",1385
2007 ,"'F3 - Physics' ","'Wales' ",715
2007 ,"'F3 - Physics' ","'Scotland' ",1690
2007 ,"'F3 - Physics' ","'Northern Ireland' ",375
2007 ,"'F3 - Physics' ","'Unknown' ",5
2007 ,"'F4 - Forensic and Archaeological Science' ","'North East' ",235
2007 ,"'F4 - Forensic and Archaeological Science' ","'Yorkshire and The Humber' ",470
2007 ,"'F4 - Forensic and Archaeological Science' ","'North West' ",620
2007 ,"'F4 - Forensic and Archaeological Science' ","'East Midlands' ",600
2007 ,"'F4 - Forensic and Archaeological Science' ","'West Midlands' ",910
2007 ,"'F4 - Forensic and Archaeological Science' ","'East of England' ",735
2007 ,"'F4 - Forensic and Archaeological Science' ","'London' ",1020
2007 ,"'F4 - Forensic and Archaeological Science' ","'South East' ",920
2007 ,"'F4 - Forensic and Archaeological Science' ","'South West' ",670
2007 ,"'F4 - Forensic and Archaeological Science' ","'Wales' ",535
2007 ,"'F4 - Forensic and Archaeological Science' ","'Scotland' ",815
2007 ,"'F4 - Forensic and Archaeological Science' ","'Northern Ireland' ",155
2007 ,"'F4 - Forensic and Archaeological Science' ","'Unknown' ",20
2007 ,"'F5 - Astronomy' ","'North East' ",5
2007 ,"'F5 - Astronomy' ","'Yorkshire and The Humber' ",20
2007 ,"'F5 - Astronomy' ","'North West' ",55
2007 ,"'F5 - Astronomy' ","'East Midlands' ",30
2007 ,"'F5 - Astronomy' ","'West Midlands' ",40
2007 ,"'F5 - Astronomy' ","'East of England' ",55
2007 ,"'F5 - Astronomy' ","'London' ",90
2007 ,"'F5 - Astronomy' ","'South East' ",90
2007 ,"'F5 - Astronomy' ","'South West' ",60
2007 ,"'F5 - Astronomy' ","'Wales' ",40
2007 ,"'F5 - Astronomy' ","'Scotland' ",70
2007 ,"'F5 - Astronomy' ","'Northern Ireland' ",10
2007 ,"'F6 - Geology' ","'North East' ",205
2007 ,"'F6 - Geology' ","'Yorkshire and The Humber' ",545
2007 ,"'F6 - Geology' ","'North West' ",630
2007 ,"'F6 - Geology' ","'East Midlands' ",315
2007 ,"'F6 - Geology' ","'West Midlands' ",660
2007 ,"'F6 - Geology' ","'East of England' ",585
2007 ,"'F6 - Geology' ","'London' ",380
2007 ,"'F6 - Geology' ","'South East' ",960
2007 ,"'F6 - Geology' ","'South West' ",795
2007 ,"'F6 - Geology' ","'Wales' ",520
2007 ,"'F6 - Geology' ","'Scotland' ",475
2007 ,"'F6 - Geology' ","'Northern Ireland' ",65
2007 ,"'F6 - Geology' ","'Unknown' ",5
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'North East' ",125
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Yorkshire and The Humber' ",345
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'North West' ",505
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'East Midlands' ",365
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'West Midlands' ",445
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'East of England' ",625
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'London' ",390
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'South East' ",1045
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'South West' ",750
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Wales' ",195
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Scotland' ",170
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Northern Ireland' ",300
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Unknown' ",5
2007 ,"'F8 - Physical geographical sciences' ","'North East' ",495
2007 ,"'F8 - Physical geographical sciences' ","'Yorkshire and The Humber' ",1155
2007 ,"'F8 - Physical geographical sciences' ","'North West' ",1615
2007 ,"'F8 - Physical geographical sciences' ","'East Midlands' ",1095
2007 ,"'F8 - Physical geographical sciences' ","'West Midlands' ",1600
2007 ,"'F8 - Physical geographical sciences' ","'East of England' ",1885
2007 ,"'F8 - Physical geographical sciences' ","'London' ",1540
2007 ,"'F8 - Physical geographical sciences' ","'South East' ",3255
2007 ,"'F8 - Physical geographical sciences' ","'South West' ",2040
2007 ,"'F8 - Physical geographical sciences' ","'Wales' ",1030
2007 ,"'F8 - Physical geographical sciences' ","'Scotland' ",665
2007 ,"'F8 - Physical geographical sciences' ","'Northern Ireland' ",1085
2007 ,"'F8 - Physical geographical sciences' ","'Unknown' ",10
2007 ,"'F9 - Others in Physical Sciences' ","'North East' ",15
2007 ,"'F9 - Others in Physical Sciences' ","'Yorkshire and The Humber' ",145
2007 ,"'F9 - Others in Physical Sciences' ","'North West' ",135
2007 ,"'F9 - Others in Physical Sciences' ","'East Midlands' ",60
2007 ,"'F9 - Others in Physical Sciences' ","'West Midlands' ",70
2007 ,"'F9 - Others in Physical Sciences' ","'East of England' ",210
2007 ,"'F9 - Others in Physical Sciences' ","'London' ",55
2007 ,"'F9 - Others in Physical Sciences' ","'South East' ",70
2007 ,"'F9 - Others in Physical Sciences' ","'South West' ",45
2007 ,"'F9 - Others in Physical Sciences' ","'Wales' ",55
2007 ,"'F9 - Others in Physical Sciences' ","'Scotland' ",40
2007 ,"'F9 - Others in Physical Sciences' ","'Northern Ireland' ",15
2007 ,"'FF - Combinations within Physical Sciences' ","'North East' ",180
2007 ,"'FF - Combinations within Physical Sciences' ","'Yorkshire and The Humber' ",420
2007 ,"'FF - Combinations within Physical Sciences' ","'North West' ",585
2007 ,"'FF - Combinations within Physical Sciences' ","'East Midlands' ",385
2007 ,"'FF - Combinations within Physical Sciences' ","'West Midlands' ",440
2007 ,"'FF - Combinations within Physical Sciences' ","'East of England' ",440
2007 ,"'FF - Combinations within Physical Sciences' ","'London' ",360
2007 ,"'FF - Combinations within Physical Sciences' ","'South East' ",725
2007 ,"'FF - Combinations within Physical Sciences' ","'South West' ",510
2007 ,"'FF - Combinations within Physical Sciences' ","'Wales' ",200
2007 ,"'FF - Combinations within Physical Sciences' ","'Scotland' ",615
2007 ,"'FF - Combinations within Physical Sciences' ","'Northern Ireland' ",110
2007 ,"'G0 - Mathematical Sciences: any area' ","'North West' ",5
2007 ,"'G0 - Mathematical Sciences: any area' ","'West Midlands' ",35
2007 ,"'G0 - Mathematical Sciences: any area' ","'Scotland' ",30
2007 ,"'G1 - Mathematics' ","'North East' ",755
2007 ,"'G1 - Mathematics' ","'Yorkshire and The Humber' ",1850
2007 ,"'G1 - Mathematics' ","'North West' ",3145
2007 ,"'G1 - Mathematics' ","'East Midlands' ",1830
2007 ,"'G1 - Mathematics' ","'West Midlands' ",2085
2007 ,"'G1 - Mathematics' ","'East of England' ",2745
2007 ,"'G1 - Mathematics' ","'London' ",4185
2007 ,"'G1 - Mathematics' ","'South East' ",4095
2007 ,"'G1 - Mathematics' ","'South West' ",2190
2007 ,"'G1 - Mathematics' ","'Wales' ",1320
2007 ,"'G1 - Mathematics' ","'Scotland' ",1415
2007 ,"'G1 - Mathematics' ","'Northern Ireland' ",850
2007 ,"'G1 - Mathematics' ","'Unknown' ",15
2007 ,"'G2 - Operational Research' ","'Yorkshire and The Humber' ",5
2007 ,"'G2 - Operational Research' ","'North West' ",5
2007 ,"'G2 - Operational Research' ","'West Midlands' ",5
2007 ,"'G2 - Operational Research' ","'East of England' ",15
2007 ,"'G2 - Operational Research' ","'London' ",30
2007 ,"'G2 - Operational Research' ","'South East' ",30
2007 ,"'G2 - Operational Research' ","'South West' ",10
2007 ,"'G2 - Operational Research' ","'Scotland' ",50
2007 ,"'G3 - Statistics' ","'Yorkshire and The Humber' ",10
2007 ,"'G3 - Statistics' ","'North West' ",35
2007 ,"'G3 - Statistics' ","'East Midlands' ",15
2007 ,"'G3 - Statistics' ","'West Midlands' ",45
2007 ,"'G3 - Statistics' ","'East of England' ",30
2007 ,"'G3 - Statistics' ","'London' ",160
2007 ,"'G3 - Statistics' ","'South East' ",70
2007 ,"'G3 - Statistics' ","'South West' ",35
2007 ,"'G3 - Statistics' ","'Wales' ",15
2007 ,"'G3 - Statistics' ","'Scotland' ",10
2007 ,"'G3 - Statistics' ","'Northern Ireland' ",10
2007 ,"'G9 - Others in Mathematical Sciences' ","'East Midlands' ",5
2007 ,"'G9 - Others in Mathematical Sciences' ","'West Midlands' ",10
2007 ,"'G9 - Others in Mathematical Sciences' ","'East of England' ",10
2007 ,"'G9 - Others in Mathematical Sciences' ","'London' ",20
2007 ,"'G9 - Others in Mathematical Sciences' ","'South East' ",10
2007 ,"'GG - Combinations within Mathematical Sciences' ","'North East' ",30
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Yorkshire and The Humber' ",60
2007 ,"'GG - Combinations within Mathematical Sciences' ","'North West' ",135
2007 ,"'GG - Combinations within Mathematical Sciences' ","'East Midlands' ",80
2007 ,"'GG - Combinations within Mathematical Sciences' ","'West Midlands' ",105
2007 ,"'GG - Combinations within Mathematical Sciences' ","'East of England' ",135
2007 ,"'GG - Combinations within Mathematical Sciences' ","'London' ",375
2007 ,"'GG - Combinations within Mathematical Sciences' ","'South East' ",230
2007 ,"'GG - Combinations within Mathematical Sciences' ","'South West' ",120
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Wales' ",45
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Scotland' ",260
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Northern Ireland' ",95
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Unknown' ",5
2007 ,"'H0 - Engineering: any area of study' ","'Yorkshire and The Humber' ",5
2007 ,"'H0 - Engineering: any area of study' ","'North West' ",5
2007 ,"'H0 - Engineering: any area of study' ","'East Midlands' ",15
2007 ,"'H0 - Engineering: any area of study' ","'West Midlands' ",5
2007 ,"'H0 - Engineering: any area of study' ","'East of England' ",30
2007 ,"'H0 - Engineering: any area of study' ","'London' ",40
2007 ,"'H0 - Engineering: any area of study' ","'South East' ",85
2007 ,"'H0 - Engineering: any area of study' ","'South West' ",35
2007 ,"'H0 - Engineering: any area of study' ","'Wales' ",10
2007 ,"'H0 - Engineering: any area of study' ","'Northern Ireland' ",5
2007 ,"'H1 - General Engineering' ","'North East' ",205
2007 ,"'H1 - General Engineering' ","'Yorkshire and The Humber' ",600
2007 ,"'H1 - General Engineering' ","'North West' ",1040
2007 ,"'H1 - General Engineering' ","'East Midlands' ",620
2007 ,"'H1 - General Engineering' ","'West Midlands' ",910
2007 ,"'H1 - General Engineering' ","'East of England' ",655
2007 ,"'H1 - General Engineering' ","'London' ",1420
2007 ,"'H1 - General Engineering' ","'South East' ",1350
2007 ,"'H1 - General Engineering' ","'South West' ",725
2007 ,"'H1 - General Engineering' ","'Wales' ",345
2007 ,"'H1 - General Engineering' ","'Scotland' ",620
2007 ,"'H1 - General Engineering' ","'Northern Ireland' ",345
2007 ,"'H1 - General Engineering' ","'Unknown' ",10
2007 ,"'H2 - Civil Engineering' ","'North East' ",570
2007 ,"'H2 - Civil Engineering' ","'Yorkshire and The Humber' ",990
2007 ,"'H2 - Civil Engineering' ","'North West' ",1385
2007 ,"'H2 - Civil Engineering' ","'East Midlands' ",970
2007 ,"'H2 - Civil Engineering' ","'West Midlands' ",1050
2007 ,"'H2 - Civil Engineering' ","'East of England' ",1165
2007 ,"'H2 - Civil Engineering' ","'London' ",2370
2007 ,"'H2 - Civil Engineering' ","'South East' ",1790
2007 ,"'H2 - Civil Engineering' ","'South West' ",1015
2007 ,"'H2 - Civil Engineering' ","'Wales' ",800
2007 ,"'H2 - Civil Engineering' ","'Scotland' ",1725
2007 ,"'H2 - Civil Engineering' ","'Northern Ireland' ",1110
2007 ,"'H2 - Civil Engineering' ","'Unknown' ",20
2007 ,"'H3 - Mechanical Engineering' ","'North East' ",560
2007 ,"'H3 - Mechanical Engineering' ","'Yorkshire and The Humber' ",1250
2007 ,"'H3 - Mechanical Engineering' ","'North West' ",1780
2007 ,"'H3 - Mechanical Engineering' ","'East Midlands' ",1225
2007 ,"'H3 - Mechanical Engineering' ","'West Midlands' ",1375
2007 ,"'H3 - Mechanical Engineering' ","'East of England' ",1470
2007 ,"'H3 - Mechanical Engineering' ","'London' ",2915
2007 ,"'H3 - Mechanical Engineering' ","'South East' ",3040
2007 ,"'H3 - Mechanical Engineering' ","'South West' ",1440
2007 ,"'H3 - Mechanical Engineering' ","'Wales' ",765
2007 ,"'H3 - Mechanical Engineering' ","'Scotland' ",2130
2007 ,"'H3 - Mechanical Engineering' ","'Northern Ireland' ",800
2007 ,"'H3 - Mechanical Engineering' ","'Unknown' ",20
2007 ,"'H4 - Aerospace Engineering' ","'North East' ",350
2007 ,"'H4 - Aerospace Engineering' ","'Yorkshire and The Humber' ",535
2007 ,"'H4 - Aerospace Engineering' ","'North West' ",975
2007 ,"'H4 - Aerospace Engineering' ","'East Midlands' ",430
2007 ,"'H4 - Aerospace Engineering' ","'West Midlands' ",525
2007 ,"'H4 - Aerospace Engineering' ","'East of England' ",680
2007 ,"'H4 - Aerospace Engineering' ","'London' ",1805
2007 ,"'H4 - Aerospace Engineering' ","'South East' ",1295
2007 ,"'H4 - Aerospace Engineering' ","'South West' ",625
2007 ,"'H4 - Aerospace Engineering' ","'Wales' ",340
2007 ,"'H4 - Aerospace Engineering' ","'Scotland' ",505
2007 ,"'H4 - Aerospace Engineering' ","'Northern Ireland' ",305
2007 ,"'H4 - Aerospace Engineering' ","'Unknown' ",25
2007 ,"'H5 - Naval Architecture' ","'North East' ",15
2007 ,"'H5 - Naval Architecture' ","'Yorkshire and The Humber' ",5
2007 ,"'H5 - Naval Architecture' ","'North West' ",15
2007 ,"'H5 - Naval Architecture' ","'East Midlands' ",10
2007 ,"'H5 - Naval Architecture' ","'West Midlands' ",10
2007 ,"'H5 - Naval Architecture' ","'East of England' ",15
2007 ,"'H5 - Naval Architecture' ","'London' ",10
2007 ,"'H5 - Naval Architecture' ","'South East' ",55
2007 ,"'H5 - Naval Architecture' ","'South West' ",45
2007 ,"'H5 - Naval Architecture' ","'Wales' ",10
2007 ,"'H5 - Naval Architecture' ","'Scotland' ",45
2007 ,"'H5 - Naval Architecture' ","'Northern Ireland' ",5
2007 ,"'H6 - Electronic and Electrical Engineering' ","'North East' ",370
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Yorkshire and The Humber' ",835
2007 ,"'H6 - Electronic and Electrical Engineering' ","'North West' ",1460
2007 ,"'H6 - Electronic and Electrical Engineering' ","'East Midlands' ",755
2007 ,"'H6 - Electronic and Electrical Engineering' ","'West Midlands' ",980
2007 ,"'H6 - Electronic and Electrical Engineering' ","'East of England' ",940
2007 ,"'H6 - Electronic and Electrical Engineering' ","'London' ",3285
2007 ,"'H6 - Electronic and Electrical Engineering' ","'South East' ",1610
2007 ,"'H6 - Electronic and Electrical Engineering' ","'South West' ",710
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Wales' ",750
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Scotland' ",1650
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Northern Ireland' ",405
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Unknown' ",30
2007 ,"'H7 - Production and Manufacturing Engineering' ","'North East' ",70
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Yorkshire and The Humber' ",175
2007 ,"'H7 - Production and Manufacturing Engineering' ","'North West' ",255
2007 ,"'H7 - Production and Manufacturing Engineering' ","'East Midlands' ",195
2007 ,"'H7 - Production and Manufacturing Engineering' ","'West Midlands' ",250
2007 ,"'H7 - Production and Manufacturing Engineering' ","'East of England' ",270
2007 ,"'H7 - Production and Manufacturing Engineering' ","'London' ",455
2007 ,"'H7 - Production and Manufacturing Engineering' ","'South East' ",555
2007 ,"'H7 - Production and Manufacturing Engineering' ","'South West' ",220
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Wales' ",70
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Scotland' ",400
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Northern Ireland' ",240
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Unknown' ",5
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'North East' ",195
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Yorkshire and The Humber' ",360
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'North West' ",500
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'East Midlands' ",235
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'West Midlands' ",310
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'East of England' ",350
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'London' ",1090
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'South East' ",575
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'South West' ",250
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Wales' ",145
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Scotland' ",1000
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Northern Ireland' ",130
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Unknown' ",20
2007 ,"'H9 - Others in Engineering' ","'Yorkshire and The Humber' ",5
2007 ,"'H9 - Others in Engineering' ","'East of England' ",5
2007 ,"'H9 - Others in Engineering' ","'London' ",5
2007 ,"'HH - Combinations within Engineering' ","'North East' ",70
2007 ,"'HH - Combinations within Engineering' ","'Yorkshire and The Humber' ",135
2007 ,"'HH - Combinations within Engineering' ","'North West' ",275
2007 ,"'HH - Combinations within Engineering' ","'East Midlands' ",105
2007 ,"'HH - Combinations within Engineering' ","'West Midlands' ",145
2007 ,"'HH - Combinations within Engineering' ","'East of England' ",145
2007 ,"'HH - Combinations within Engineering' ","'London' ",245
2007 ,"'HH - Combinations within Engineering' ","'South East' ",265
2007 ,"'HH - Combinations within Engineering' ","'South West' ",145
2007 ,"'HH - Combinations within Engineering' ","'Wales' ",105
2007 ,"'HH - Combinations within Engineering' ","'Scotland' ",745
2007 ,"'HH - Combinations within Engineering' ","'Northern Ireland' ",190
2007 ,"'I1 - Computer Science' ","'North East' ",1600
2007 ,"'I1 - Computer Science' ","'Yorkshire and The Humber' ",2915
2007 ,"'I1 - Computer Science' ","'North West' ",4515
2007 ,"'I1 - Computer Science' ","'East Midlands' ",2750
2007 ,"'I1 - Computer Science' ","'West Midlands' ",3740
2007 ,"'I1 - Computer Science' ","'East of England' ",3490
2007 ,"'I1 - Computer Science' ","'London' ",9855
2007 ,"'I1 - Computer Science' ","'South East' ",5185
2007 ,"'I1 - Computer Science' ","'South West' ",2575
2007 ,"'I1 - Computer Science' ","'Wales' ",1720
2007 ,"'I1 - Computer Science' ","'Scotland' ",3655
2007 ,"'I1 - Computer Science' ","'Northern Ireland' ",2920
2007 ,"'I1 - Computer Science' ","'Unknown' ",70
2007 ,"'I2 - Information Systems' ","'North East' ",415
2007 ,"'I2 - Information Systems' ","'Yorkshire and The Humber' ",1160
2007 ,"'I2 - Information Systems' ","'North West' ",1445
2007 ,"'I2 - Information Systems' ","'East Midlands' ",685
2007 ,"'I2 - Information Systems' ","'West Midlands' ",830
2007 ,"'I2 - Information Systems' ","'East of England' ",590
2007 ,"'I2 - Information Systems' ","'London' ",3555
2007 ,"'I2 - Information Systems' ","'South East' ",1345
2007 ,"'I2 - Information Systems' ","'South West' ",500
2007 ,"'I2 - Information Systems' ","'Wales' ",595
2007 ,"'I2 - Information Systems' ","'Scotland' ",405
2007 ,"'I2 - Information Systems' ","'Northern Ireland' ",545
