"Statistic:   Number of Acceptances"
"Variables:   Provider Name , Age Band , Sex , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_008_01.pdf"
 
Cycle Year,Provider Name , Age Band , Sex,Number of Acceptances,
2012 ,"'D86 Durham University' ","'18' ","'Women' ",1665
2012 ,"'D86 Durham University' ","'19' ","'Men' ",280
2012 ,"'D86 Durham University' ","'19' ","'Women' ",330
2012 ,"'D86 Durham University' ","'20' ","'Men' ",60
2012 ,"'D86 Durham University' ","'20' ","'Women' ",70
2012 ,"'D86 Durham University' ","'21 and over' ","'Men' ",120
2012 ,"'D86 Durham University' ","'21 and over' ","'Women' ",115
2012 ,"'E10 Ealing, Hammersmith and West London College' ","'18' ","'Men' ",5
2012 ,"'E10 Ealing, Hammersmith and West London College' ","'19' ","'Men' ",10
2012 ,"'E10 Ealing, Hammersmith and West London College' ","'19' ","'Women' ",5
2012 ,"'E10 Ealing, Hammersmith and West London College' ","'20' ","'Men' ",5
2012 ,"'E10 Ealing, Hammersmith and West London College' ","'20' ","'Women' ",5
2012 ,"'E10 Ealing, Hammersmith and West London College' ","'21 and over' ","'Men' ",20
2012 ,"'E10 Ealing, Hammersmith and West London College' ","'21 and over' ","'Women' ",15
2012 ,"'E14 University of East Anglia (UEA)' ","'17 and under' ","'Men' ",15
2012 ,"'E14 University of East Anglia (UEA)' ","'17 and under' ","'Women' ",25
2012 ,"'E14 University of East Anglia (UEA)' ","'18' ","'Men' ",860
2012 ,"'E14 University of East Anglia (UEA)' ","'18' ","'Women' ",1210
2012 ,"'E14 University of East Anglia (UEA)' ","'19' ","'Men' ",285
2012 ,"'E14 University of East Anglia (UEA)' ","'19' ","'Women' ",310
2012 ,"'E14 University of East Anglia (UEA)' ","'20' ","'Men' ",115
2012 ,"'E14 University of East Anglia (UEA)' ","'20' ","'Women' ",140
2012 ,"'E14 University of East Anglia (UEA)' ","'21 and over' ","'Men' ",215
2012 ,"'E14 University of East Anglia (UEA)' ","'21 and over' ","'Women' ",365
2012 ,"'E28 University of East London (UEL)' ","'17 and under' ","'Men' ",10
2012 ,"'E28 University of East London (UEL)' ","'17 and under' ","'Women' ",10
2012 ,"'E28 University of East London (UEL)' ","'18' ","'Men' ",380
2012 ,"'E28 University of East London (UEL)' ","'18' ","'Women' ",575
2012 ,"'E28 University of East London (UEL)' ","'19' ","'Men' ",350
2012 ,"'E28 University of East London (UEL)' ","'19' ","'Women' ",435
2012 ,"'E28 University of East London (UEL)' ","'20' ","'Men' ",280
2012 ,"'E28 University of East London (UEL)' ","'20' ","'Women' ",270
2012 ,"'E28 University of East London (UEL)' ","'21 and over' ","'Men' ",915
2012 ,"'E28 University of East London (UEL)' ","'21 and over' ","'Women' ",1165
2012 ,"'E29 East Riding College' ","'18' ","'Men' ",5
2012 ,"'E29 East Riding College' ","'19' ","'Men' ",5
2012 ,"'E29 East Riding College' ","'21 and over' ","'Men' ",5
2012 ,"'E30 Easton and Otley College (an Associate College of UEA)' ","'18' ","'Men' ",10
2012 ,"'E30 Easton and Otley College (an Associate College of UEA)' ","'18' ","'Women' ",10
2012 ,"'E30 Easton and Otley College (an Associate College of UEA)' ","'19' ","'Women' ",5
2012 ,"'E30 Easton and Otley College (an Associate College of UEA)' ","'20' ","'Women' ",5
2012 ,"'E30 Easton and Otley College (an Associate College of UEA)' ","'21 and over' ","'Men' ",10
2012 ,"'E30 Easton and Otley College (an Associate College of UEA)' ","'21 and over' ","'Women' ",10
2012 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'18' ","'Men' ",5
2012 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'19' ","'Men' ",5
2012 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'20' ","'Men' ",5
2012 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'21 and over' ","'Men' ",5
2012 ,"'E41 Edge Hotel School' ","'18' ","'Women' ",10
2012 ,"'E41 Edge Hotel School' ","'19' ","'Men' ",5
2012 ,"'E41 Edge Hotel School' ","'19' ","'Women' ",10
2012 ,"'E41 Edge Hotel School' ","'20' ","'Men' ",5
2012 ,"'E41 Edge Hotel School' ","'20' ","'Women' ",5
2012 ,"'E41 Edge Hotel School' ","'21 and over' ","'Men' ",10
2012 ,"'E41 Edge Hotel School' ","'21 and over' ","'Women' ",10
2012 ,"'E42 Edge Hill University' ","'18' ","'Men' ",680
2012 ,"'E42 Edge Hill University' ","'18' ","'Women' ",1330
2012 ,"'E42 Edge Hill University' ","'19' ","'Men' ",250
2012 ,"'E42 Edge Hill University' ","'19' ","'Women' ",360
2012 ,"'E42 Edge Hill University' ","'20' ","'Men' ",100
2012 ,"'E42 Edge Hill University' ","'20' ","'Women' ",120
2012 ,"'E42 Edge Hill University' ","'21 and over' ","'Men' ",255
2012 ,"'E42 Edge Hill University' ","'21 and over' ","'Women' ",445
2012 ,"'E56 The University of Edinburgh' ","'17 and under' ","'Men' ",70
2012 ,"'E56 The University of Edinburgh' ","'17 and under' ","'Women' ",100
2012 ,"'E56 The University of Edinburgh' ","'18' ","'Men' ",1365
2012 ,"'E56 The University of Edinburgh' ","'18' ","'Women' ",2030
2012 ,"'E56 The University of Edinburgh' ","'19' ","'Men' ",440
2012 ,"'E56 The University of Edinburgh' ","'19' ","'Women' ",590
2012 ,"'E56 The University of Edinburgh' ","'20' ","'Men' ",130
2012 ,"'E56 The University of Edinburgh' ","'20' ","'Women' ",150
2012 ,"'E56 The University of Edinburgh' ","'21 and over' ","'Men' ",265
2012 ,"'E56 The University of Edinburgh' ","'21 and over' ","'Women' ",340
2012 ,"'E59 Edinburgh Napier University' ","'17 and under' ","'Men' ",10
2012 ,"'E59 Edinburgh Napier University' ","'17 and under' ","'Women' ",10
2012 ,"'E59 Edinburgh Napier University' ","'18' ","'Men' ",465
2012 ,"'E59 Edinburgh Napier University' ","'18' ","'Women' ",590
2012 ,"'E59 Edinburgh Napier University' ","'19' ","'Men' ",220
2012 ,"'E59 Edinburgh Napier University' ","'19' ","'Women' ",235
2012 ,"'E59 Edinburgh Napier University' ","'20' ","'Men' ",195
2012 ,"'E59 Edinburgh Napier University' ","'20' ","'Women' ",220
2012 ,"'E59 Edinburgh Napier University' ","'21 and over' ","'Men' ",695
2012 ,"'E59 Edinburgh Napier University' ","'21 and over' ","'Women' ",835
2012 ,"'E70 The University of Essex' ","'17 and under' ","'Men' ",30
2012 ,"'E70 The University of Essex' ","'17 and under' ","'Women' ",65
2012 ,"'E70 The University of Essex' ","'18' ","'Men' ",655
2012 ,"'E70 The University of Essex' ","'18' ","'Women' ",760
2012 ,"'E70 The University of Essex' ","'19' ","'Men' ",325
2012 ,"'E70 The University of Essex' ","'19' ","'Women' ",345
2012 ,"'E70 The University of Essex' ","'20' ","'Men' ",155
2012 ,"'E70 The University of Essex' ","'20' ","'Women' ",115
2012 ,"'E70 The University of Essex' ","'21 and over' ","'Men' ",180
2012 ,"'E70 The University of Essex' ","'21 and over' ","'Women' ",275
2012 ,"'E77 European Business School, London' ","'17 and under' ","'Men' ",5
2012 ,"'E77 European Business School, London' ","'17 and under' ","'Women' ",5
2012 ,"'E77 European Business School, London' ","'18' ","'Men' ",30
2012 ,"'E77 European Business School, London' ","'18' ","'Women' ",20
2012 ,"'E77 European Business School, London' ","'19' ","'Men' ",25
2012 ,"'E77 European Business School, London' ","'19' ","'Women' ",5
2012 ,"'E77 European Business School, London' ","'20' ","'Women' ",5
2012 ,"'E77 European Business School, London' ","'21 and over' ","'Men' ",5
2012 ,"'E80 European School of Osteopathy' ","'18' ","'Men' ",5
2012 ,"'E80 European School of Osteopathy' ","'18' ","'Women' ",15
2012 ,"'E80 European School of Osteopathy' ","'19' ","'Women' ",5
2012 ,"'E80 European School of Osteopathy' ","'20' ","'Men' ",5
2012 ,"'E80 European School of Osteopathy' ","'21 and over' ","'Men' ",15
2012 ,"'E80 European School of Osteopathy' ","'21 and over' ","'Women' ",15
2012 ,"'E81 Exeter College' ","'18' ","'Men' ",15
2012 ,"'E81 Exeter College' ","'18' ","'Women' ",10
2012 ,"'E81 Exeter College' ","'19' ","'Men' ",10
2012 ,"'E81 Exeter College' ","'19' ","'Women' ",10
2012 ,"'E81 Exeter College' ","'21 and over' ","'Men' ",10
2012 ,"'E81 Exeter College' ","'21 and over' ","'Women' ",5
2012 ,"'E84 University of Exeter' ","'17 and under' ","'Men' ",25
2012 ,"'E84 University of Exeter' ","'17 and under' ","'Women' ",40
2012 ,"'E84 University of Exeter' ","'18' ","'Men' ",1235
2012 ,"'E84 University of Exeter' ","'18' ","'Women' ",1700
2012 ,"'E84 University of Exeter' ","'19' ","'Men' ",345
2012 ,"'E84 University of Exeter' ","'19' ","'Women' ",375
2012 ,"'E84 University of Exeter' ","'20' ","'Men' ",125
2012 ,"'E84 University of Exeter' ","'20' ","'Women' ",115
2012 ,"'E84 University of Exeter' ","'21 and over' ","'Men' ",225
2012 ,"'E84 University of Exeter' ","'21 and over' ","'Women' ",165
2012 ,"'F33 Falmouth University' ","'17 and under' ","'Women' ",5
2012 ,"'F33 Falmouth University' ","'18' ","'Men' ",205
2012 ,"'F33 Falmouth University' ","'18' ","'Women' ",380
2012 ,"'F33 Falmouth University' ","'19' ","'Men' ",185
2012 ,"'F33 Falmouth University' ","'19' ","'Women' ",330
2012 ,"'F33 Falmouth University' ","'20' ","'Men' ",55
2012 ,"'F33 Falmouth University' ","'20' ","'Women' ",70
2012 ,"'F33 Falmouth University' ","'21 and over' ","'Men' ",115
2012 ,"'F33 Falmouth University' ","'21 and over' ","'Women' ",100
2012 ,"'F66 University Centre Farnborough' ","'18' ","'Men' ",35
2012 ,"'F66 University Centre Farnborough' ","'18' ","'Women' ",40
2012 ,"'F66 University Centre Farnborough' ","'19' ","'Men' ",25
2012 ,"'F66 University Centre Farnborough' ","'19' ","'Women' ",20
2012 ,"'F66 University Centre Farnborough' ","'20' ","'Men' ",10
2012 ,"'F66 University Centre Farnborough' ","'20' ","'Women' ",15
2012 ,"'F66 University Centre Farnborough' ","'21 and over' ","'Men' ",35
2012 ,"'F66 University Centre Farnborough' ","'21 and over' ","'Women' ",50
2012 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'17 and under' ","'Women' ",5
2012 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'18' ","'Men' ",645
2012 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'18' ","'Women' ",790
2012 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'19' ","'Men' ",355
2012 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'19' ","'Women' ",345
2012 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'20' ","'Men' ",195
2012 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'20' ","'Women' ",145
2012 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'21 and over' ","'Men' ",365
2012 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'21 and over' ","'Women' ",420
2012 ,"'G28 University of Glasgow' ","'17 and under' ","'Men' ",60
2012 ,"'G28 University of Glasgow' ","'17 and under' ","'Women' ",95
2012 ,"'G28 University of Glasgow' ","'18' ","'Men' ",975
2012 ,"'G28 University of Glasgow' ","'18' ","'Women' ",1370
2012 ,"'G28 University of Glasgow' ","'19' ","'Men' ",345
2012 ,"'G28 University of Glasgow' ","'19' ","'Women' ",425
2012 ,"'G28 University of Glasgow' ","'20' ","'Men' ",150
2012 ,"'G28 University of Glasgow' ","'20' ","'Women' ",150
2012 ,"'G28 University of Glasgow' ","'21 and over' ","'Men' ",405
2012 ,"'G28 University of Glasgow' ","'21 and over' ","'Women' ",430
2012 ,"'G42 Glasgow Caledonian University' ","'17 and under' ","'Men' ",10
2012 ,"'G42 Glasgow Caledonian University' ","'17 and under' ","'Women' ",30
2012 ,"'G42 Glasgow Caledonian University' ","'18' ","'Men' ",545
2012 ,"'G42 Glasgow Caledonian University' ","'18' ","'Women' ",870
2012 ,"'G42 Glasgow Caledonian University' ","'19' ","'Men' ",150
2012 ,"'G42 Glasgow Caledonian University' ","'19' ","'Women' ",300
2012 ,"'G42 Glasgow Caledonian University' ","'20' ","'Men' ",150
2012 ,"'G42 Glasgow Caledonian University' ","'20' ","'Women' ",210
2012 ,"'G42 Glasgow Caledonian University' ","'21 and over' ","'Men' ",500
2012 ,"'G42 Glasgow Caledonian University' ","'21 and over' ","'Women' ",760
2012 ,"'G43 The Glasgow School of Art' ","'17 and under' ","'Men' ",5
2012 ,"'G43 The Glasgow School of Art' ","'17 and under' ","'Women' ",5
2012 ,"'G43 The Glasgow School of Art' ","'18' ","'Men' ",50
2012 ,"'G43 The Glasgow School of Art' ","'18' ","'Women' ",90
2012 ,"'G43 The Glasgow School of Art' ","'19' ","'Men' ",30
2012 ,"'G43 The Glasgow School of Art' ","'19' ","'Women' ",65
2012 ,"'G43 The Glasgow School of Art' ","'20' ","'Men' ",15
2012 ,"'G43 The Glasgow School of Art' ","'20' ","'Women' ",20
2012 ,"'G43 The Glasgow School of Art' ","'21 and over' ","'Men' ",35
2012 ,"'G43 The Glasgow School of Art' ","'21 and over' ","'Women' ",70
2012 ,"'G45 Gloucestershire College' ","'18' ","'Men' ",10
2012 ,"'G45 Gloucestershire College' ","'18' ","'Women' ",5
2012 ,"'G45 Gloucestershire College' ","'19' ","'Men' ",10
2012 ,"'G45 Gloucestershire College' ","'19' ","'Women' ",5
2012 ,"'G45 Gloucestershire College' ","'20' ","'Men' ",5
2012 ,"'G45 Gloucestershire College' ","'21 and over' ","'Men' ",10
2012 ,"'G45 Gloucestershire College' ","'21 and over' ","'Women' ",10
2012 ,"'G50 The University of Gloucestershire' ","'17 and under' ","'Women' ",5
2012 ,"'G50 The University of Gloucestershire' ","'18' ","'Men' ",435
2012 ,"'G50 The University of Gloucestershire' ","'18' ","'Women' ",625
2012 ,"'G50 The University of Gloucestershire' ","'19' ","'Men' ",220
2012 ,"'G50 The University of Gloucestershire' ","'19' ","'Women' ",265
2012 ,"'G50 The University of Gloucestershire' ","'20' ","'Men' ",115
2012 ,"'G50 The University of Gloucestershire' ","'20' ","'Women' ",85
2012 ,"'G50 The University of Gloucestershire' ","'21 and over' ","'Men' ",200
2012 ,"'G50 The University of Gloucestershire' ","'21 and over' ","'Women' ",255
2012 ,"'G53 Glyndwr University' ","'18' ","'Men' ",85
2012 ,"'G53 Glyndwr University' ","'18' ","'Women' ",105
2012 ,"'G53 Glyndwr University' ","'19' ","'Men' ",50
2012 ,"'G53 Glyndwr University' ","'19' ","'Women' ",55
2012 ,"'G53 Glyndwr University' ","'20' ","'Men' ",35
2012 ,"'G53 Glyndwr University' ","'20' ","'Women' ",30
2012 ,"'G53 Glyndwr University' ","'21 and over' ","'Men' ",170
2012 ,"'G53 Glyndwr University' ","'21 and over' ","'Women' ",200
2012 ,"'G56 Goldsmiths, University of London' ","'17 and under' ","'Men' ",5
2012 ,"'G56 Goldsmiths, University of London' ","'17 and under' ","'Women' ",15
2012 ,"'G56 Goldsmiths, University of London' ","'18' ","'Men' ",170
2012 ,"'G56 Goldsmiths, University of London' ","'18' ","'Women' ",405
2012 ,"'G56 Goldsmiths, University of London' ","'19' ","'Men' ",150
2012 ,"'G56 Goldsmiths, University of London' ","'19' ","'Women' ",300
2012 ,"'G56 Goldsmiths, University of London' ","'20' ","'Men' ",85
2012 ,"'G56 Goldsmiths, University of London' ","'20' ","'Women' ",130
2012 ,"'G56 Goldsmiths, University of London' ","'21 and over' ","'Men' ",215
2012 ,"'G56 Goldsmiths, University of London' ","'21 and over' ","'Women' ",330
2012 ,"'G59 Gower College Swansea' ","'21 and over' ","'Women' ",5
2012 ,"'G70 University of Greenwich' ","'17 and under' ","'Men' ",10
2012 ,"'G70 University of Greenwich' ","'17 and under' ","'Women' ",5
2012 ,"'G70 University of Greenwich' ","'18' ","'Men' ",645
2012 ,"'G70 University of Greenwich' ","'18' ","'Women' ",785
2012 ,"'G70 University of Greenwich' ","'19' ","'Men' ",405
2012 ,"'G70 University of Greenwich' ","'19' ","'Women' ",370
2012 ,"'G70 University of Greenwich' ","'20' ","'Men' ",200
2012 ,"'G70 University of Greenwich' ","'20' ","'Women' ",215
2012 ,"'G70 University of Greenwich' ","'21 and over' ","'Men' ",575
2012 ,"'G70 University of Greenwich' ","'21 and over' ","'Women' ",820
2012 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'18' ","'Men' ",40
2012 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'18' ","'Women' ",30
2012 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'19' ","'Men' ",35
2012 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'19' ","'Women' ",30
2012 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'20' ","'Men' ",15
2012 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'20' ","'Women' ",10
2012 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'21 and over' ","'Men' ",30
2012 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'21 and over' ","'Women' ",40
2012 ,"'G80 University Centre Grimsby' ","'18' ","'Men' ",35
2012 ,"'G80 University Centre Grimsby' ","'18' ","'Women' ",60
2012 ,"'G80 University Centre Grimsby' ","'19' ","'Men' ",15
2012 ,"'G80 University Centre Grimsby' ","'19' ","'Women' ",40
2012 ,"'G80 University Centre Grimsby' ","'20' ","'Men' ",20
2012 ,"'G80 University Centre Grimsby' ","'20' ","'Women' ",30
2012 ,"'G80 University Centre Grimsby' ","'21 and over' ","'Men' ",65
2012 ,"'G80 University Centre Grimsby' ","'21 and over' ","'Women' ",140
2012 ,"'G90 Guildford College' ","'18' ","'Men' ",20
2012 ,"'G90 Guildford College' ","'18' ","'Women' ",35
2012 ,"'G90 Guildford College' ","'19' ","'Men' ",5
2012 ,"'G90 Guildford College' ","'19' ","'Women' ",15
2012 ,"'G90 Guildford College' ","'20' ","'Men' ",10
2012 ,"'G90 Guildford College' ","'20' ","'Women' ",15
2012 ,"'G90 Guildford College' ","'21 and over' ","'Men' ",30
2012 ,"'G90 Guildford College' ","'21 and over' ","'Women' ",115
2012 ,"'H11 Harrow College' ","'18' ","'Men' ",5
2012 ,"'H11 Harrow College' ","'19' ","'Men' ",10
2012 ,"'H11 Harrow College' ","'20' ","'Men' ",5
2012 ,"'H11 Harrow College' ","'21 and over' ","'Women' ",5
2012 ,"'H12 Harper Adams University' ","'17 and under' ","'Men' ",15
2012 ,"'H12 Harper Adams University' ","'17 and under' ","'Women' ",10
2012 ,"'H12 Harper Adams University' ","'18' ","'Men' ",240
2012 ,"'H12 Harper Adams University' ","'18' ","'Women' ",270
2012 ,"'H12 Harper Adams University' ","'19' ","'Men' ",50
2012 ,"'H12 Harper Adams University' ","'19' ","'Women' ",65
2012 ,"'H12 Harper Adams University' ","'20' ","'Men' ",25
2012 ,"'H12 Harper Adams University' ","'20' ","'Women' ",35
2012 ,"'H12 Harper Adams University' ","'21 and over' ","'Men' ",45
2012 ,"'H12 Harper Adams University' ","'21 and over' ","'Women' ",40
2012 ,"'H14 Havering College of Further and Higher Education' ","'18' ","'Men' ",15
2012 ,"'H14 Havering College of Further and Higher Education' ","'18' ","'Women' ",20
2012 ,"'H14 Havering College of Further and Higher Education' ","'19' ","'Men' ",10
2012 ,"'H14 Havering College of Further and Higher Education' ","'19' ","'Women' ",10
2012 ,"'H14 Havering College of Further and Higher Education' ","'20' ","'Men' ",5
2012 ,"'H14 Havering College of Further and Higher Education' ","'20' ","'Women' ",15
2012 ,"'H14 Havering College of Further and Higher Education' ","'21 and over' ","'Men' ",10
2012 ,"'H14 Havering College of Further and Higher Education' ","'21 and over' ","'Women' ",115
2012 ,"'H18 Hereford College of Arts' ","'18' ","'Men' ",10
2012 ,"'H18 Hereford College of Arts' ","'18' ","'Women' ",30
2012 ,"'H18 Hereford College of Arts' ","'19' ","'Men' ",10
2012 ,"'H18 Hereford College of Arts' ","'19' ","'Women' ",20
