"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Disability Indicator , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_023_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Disability Indicator , Acceptance Route,Number of Acceptances,
2010 ,"'Group A Medicine and Dentistry' ","'Disability declared' ","'Firm choice' ",335
2010 ,"'Y Combined social sciences' ","'No disability declared' ","'Main scheme Clearing' ",460
2010 ,"'Y Combined social sciences' ","'No disability declared' ","'Direct Clearing' ",45
2010 ,"'Y Combined social sciences' ","'No disability declared' ","'RPA' ",85
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Firm choice' ",1015
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Insurance choice' ",80
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Other main scheme choice' ",35
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Extra' ",15
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Main scheme Clearing' ",80
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Direct Clearing' ",25
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'RPA' ",55
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Firm choice' ",13650
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Insurance choice' ",1230
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Other main scheme choice' ",440
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Extra' ",285
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Adjustment' ",10
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Main scheme Clearing' ",1340
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Direct Clearing' ",330
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'RPA' ",565
2010 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Firm choice' ",555
2010 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Insurance choice' ",45
2010 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Other main scheme choice' ",20
2010 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Extra' ",15
2010 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Main scheme Clearing' ",35
2010 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Direct Clearing' ",15
2010 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'RPA' ",35
2010 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Firm choice' ",7550
2010 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Insurance choice' ",780
2010 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Other main scheme choice' ",235
2010 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Extra' ",175
2010 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Adjustment' ",5
2010 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Main scheme Clearing' ",685
2010 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Direct Clearing' ",140
2010 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'RPA' ",365
2010 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Firm choice' ",200
2010 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Insurance choice' ",10
2010 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Other main scheme choice' ",15
2010 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Extra' ",5
2010 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Main scheme Clearing' ",25
2010 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Direct Clearing' ",5
2010 ,"'Z General, other combined and unknown' ","'Disability declared' ","'RPA' ",30
2010 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Firm choice' ",2645
2010 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Insurance choice' ",180
2010 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Other main scheme choice' ",135
2010 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Extra' ",55
2010 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Main scheme Clearing' ",295
2010 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Direct Clearing' ",75
2010 ,"'Z General, other combined and unknown' ","'No disability declared' ","'RPA' ",155
2011 ,"'Group A Medicine and Dentistry' ","'Disability declared' ","'Firm choice' ",345
2011 ,"'Group A Medicine and Dentistry' ","'Disability declared' ","'Extra' ",5
2011 ,"'Group A Medicine and Dentistry' ","'Disability declared' ","'Main scheme Clearing' ",10
2011 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'Firm choice' ",7330
2011 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'Insurance choice' ",65
2011 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'Other main scheme choice' ",15
2011 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'Extra' ",25
2011 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'Adjustment' ",5
2011 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'Main scheme Clearing' ",180
2011 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'RPA' ",90
2011 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'Firm choice' ",2055
2011 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'Insurance choice' ",110
2011 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'Other main scheme choice' ",90
2011 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'Extra' ",80
2011 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'Main scheme Clearing' ",225
2011 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'Direct Clearing' ",35
2011 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'RPA' ",60
2011 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'Firm choice' ",32495
2011 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'Insurance choice' ",2250
2011 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'Other main scheme choice' ",1215
2011 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'Extra' ",1440
2011 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'Adjustment' ",20
2011 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'Main scheme Clearing' ",3755
2011 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'Direct Clearing' ",465
2011 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'RPA' ",525
2011 ,"'Group C Biological Sciences' ","'Disability declared' ","'Firm choice' ",1760
2011 ,"'Group C Biological Sciences' ","'Disability declared' ","'Insurance choice' ",245
2011 ,"'Group C Biological Sciences' ","'Disability declared' ","'Other main scheme choice' ",45
2011 ,"'Group C Biological Sciences' ","'Disability declared' ","'Extra' ",30
2011 ,"'Group C Biological Sciences' ","'Disability declared' ","'Adjustment' ",5
2011 ,"'Group C Biological Sciences' ","'Disability declared' ","'Main scheme Clearing' ",195
2011 ,"'Group C Biological Sciences' ","'Disability declared' ","'Direct Clearing' ",30
2011 ,"'Group C Biological Sciences' ","'Disability declared' ","'RPA' ",40
2011 ,"'Group C Biological Sciences' ","'No disability declared' ","'Firm choice' ",25035
2011 ,"'Group C Biological Sciences' ","'No disability declared' ","'Insurance choice' ",3910
2011 ,"'Group C Biological Sciences' ","'No disability declared' ","'Other main scheme choice' ",525
2011 ,"'Group C Biological Sciences' ","'No disability declared' ","'Extra' ",765
2011 ,"'Group C Biological Sciences' ","'No disability declared' ","'Adjustment' ",35
2011 ,"'Group C Biological Sciences' ","'No disability declared' ","'Main scheme Clearing' ",3355
2011 ,"'Group C Biological Sciences' ","'No disability declared' ","'Direct Clearing' ",370
2011 ,"'Group C Biological Sciences' ","'No disability declared' ","'RPA' ",410
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Disability declared' ","'Firm choice' ",445
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Disability declared' ","'Insurance choice' ",20
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Disability declared' ","'Other main scheme choice' ",30
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Disability declared' ","'Extra' ",5
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Disability declared' ","'Main scheme Clearing' ",25
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Disability declared' ","'Direct Clearing' ",20
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Disability declared' ","'RPA' ",20
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'Firm choice' ",3860
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'Insurance choice' ",245
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'Other main scheme choice' ",210
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'Extra' ",85
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'Main scheme Clearing' ",335
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'Direct Clearing' ",140
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'RPA' ",140
2011 ,"'Group F Physical Sciences' ","'Disability declared' ","'Firm choice' ",910
2011 ,"'Group F Physical Sciences' ","'Disability declared' ","'Insurance choice' ",155
2011 ,"'Group F Physical Sciences' ","'Disability declared' ","'Other main scheme choice' ",15
2011 ,"'Group F Physical Sciences' ","'Disability declared' ","'Extra' ",5
2011 ,"'Group F Physical Sciences' ","'Disability declared' ","'Main scheme Clearing' ",90
2011 ,"'Group F Physical Sciences' ","'Disability declared' ","'Direct Clearing' ",10
2011 ,"'Group F Physical Sciences' ","'Disability declared' ","'RPA' ",10
2011 ,"'Group F Physical Sciences' ","'No disability declared' ","'Firm choice' ",11410
2011 ,"'Group F Physical Sciences' ","'No disability declared' ","'Insurance choice' ",2100
2011 ,"'Group F Physical Sciences' ","'No disability declared' ","'Other main scheme choice' ",130
2011 ,"'Group F Physical Sciences' ","'No disability declared' ","'Extra' ",170
2011 ,"'Group F Physical Sciences' ","'No disability declared' ","'Adjustment' ",40
2011 ,"'Group F Physical Sciences' ","'No disability declared' ","'Main scheme Clearing' ",1495
2011 ,"'Group F Physical Sciences' ","'No disability declared' ","'Direct Clearing' ",105
2011 ,"'Group F Physical Sciences' ","'No disability declared' ","'RPA' ",105
2011 ,"'Group G Mathematical Sciences' ","'Disability declared' ","'Firm choice' ",260
2011 ,"'Group G Mathematical Sciences' ","'Disability declared' ","'Insurance choice' ",60
2011 ,"'Group G Mathematical Sciences' ","'Disability declared' ","'Other main scheme choice' ",5
2011 ,"'Group G Mathematical Sciences' ","'Disability declared' ","'Extra' ",5
2011 ,"'Group G Mathematical Sciences' ","'Disability declared' ","'Main scheme Clearing' ",35
2011 ,"'Group G Mathematical Sciences' ","'Disability declared' ","'Direct Clearing' ",5
2011 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'Firm choice' ",4475
2011 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'Insurance choice' ",1155
2011 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'Other main scheme choice' ",65
2011 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'Extra' ",80
2011 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'Adjustment' ",15
2011 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'Main scheme Clearing' ",660
2011 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'Direct Clearing' ",65
2011 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'RPA' ",35
2011 ,"'Group H Engineering' ","'Disability declared' ","'Firm choice' ",835
2011 ,"'Group H Engineering' ","'Disability declared' ","'Insurance choice' ",130
2011 ,"'Group H Engineering' ","'Disability declared' ","'Other main scheme choice' ",40
2011 ,"'Group H Engineering' ","'Disability declared' ","'Extra' ",10
2011 ,"'Group H Engineering' ","'Disability declared' ","'Main scheme Clearing' ",100
2011 ,"'Group H Engineering' ","'Disability declared' ","'Direct Clearing' ",20
2011 ,"'Group H Engineering' ","'Disability declared' ","'RPA' ",25
2011 ,"'Group H Engineering' ","'No disability declared' ","'Firm choice' ",12195
2011 ,"'Group H Engineering' ","'No disability declared' ","'Insurance choice' ",2255
2011 ,"'Group H Engineering' ","'No disability declared' ","'Other main scheme choice' ",540
2011 ,"'Group H Engineering' ","'No disability declared' ","'Extra' ",215
2011 ,"'Group H Engineering' ","'No disability declared' ","'Adjustment' ",15
2011 ,"'Group H Engineering' ","'No disability declared' ","'Main scheme Clearing' ",2070
2011 ,"'Group H Engineering' ","'No disability declared' ","'Direct Clearing' ",460
2011 ,"'Group H Engineering' ","'No disability declared' ","'RPA' ",520
2011 ,"'Group I Computer Sciences' ","'Disability declared' ","'Firm choice' ",1055
2011 ,"'Group I Computer Sciences' ","'Disability declared' ","'Insurance choice' ",105
2011 ,"'Group I Computer Sciences' ","'Disability declared' ","'Other main scheme choice' ",60
2011 ,"'Group I Computer Sciences' ","'Disability declared' ","'Extra' ",15
2011 ,"'Group I Computer Sciences' ","'Disability declared' ","'Main scheme Clearing' ",110
2011 ,"'Group I Computer Sciences' ","'Disability declared' ","'Direct Clearing' ",45
2011 ,"'Group I Computer Sciences' ","'Disability declared' ","'RPA' ",50
2011 ,"'Group I Computer Sciences' ","'No disability declared' ","'Firm choice' ",11310
2011 ,"'Group I Computer Sciences' ","'No disability declared' ","'Insurance choice' ",1460
2011 ,"'Group I Computer Sciences' ","'No disability declared' ","'Other main scheme choice' ",640
2011 ,"'Group I Computer Sciences' ","'No disability declared' ","'Extra' ",230
2011 ,"'Group I Computer Sciences' ","'No disability declared' ","'Adjustment' ",15
2011 ,"'Group I Computer Sciences' ","'No disability declared' ","'Main scheme Clearing' ",1935
2011 ,"'Group I Computer Sciences' ","'No disability declared' ","'Direct Clearing' ",575
