"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_011_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'UK' ","'Firm choice' ",7625
2007 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'Extra' ",5
2007 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'Main scheme Clearing' ",75
2007 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'Direct Clearing' ",5
2007 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'RPA' ",25
2007 ,"'Group T Non-European Languages, Literature and related' ","'EU (excluding UK)' ","'Firm choice' ",80
2007 ,"'Group T Non-European Languages, Literature and related' ","'EU (excluding UK)' ","'Insurance choice' ",5
2007 ,"'Group T Non-European Languages, Literature and related' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2007 ,"'Group T Non-European Languages, Literature and related' ","'Not EU' ","'Firm choice' ",45
2007 ,"'Group T Non-European Languages, Literature and related' ","'Not EU' ","'Insurance choice' ",5
2007 ,"'Group T Non-European Languages, Literature and related' ","'Not EU' ","'RPA' ",10
2007 ,"'Group V History and Philosophical studies' ","'UK' ","'Firm choice' ",10080
2007 ,"'Group V History and Philosophical studies' ","'UK' ","'Insurance choice' ",810
2007 ,"'Group V History and Philosophical studies' ","'UK' ","'Other main scheme choice' ",225
2007 ,"'Group V History and Philosophical studies' ","'UK' ","'Extra' ",80
2007 ,"'Group V History and Philosophical studies' ","'UK' ","'Main scheme Clearing' ",755
2007 ,"'Group V History and Philosophical studies' ","'UK' ","'Direct Clearing' ",180
2007 ,"'Group V History and Philosophical studies' ","'UK' ","'RPA' ",275
2007 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Firm choice' ",235
2007 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Insurance choice' ",15
2007 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
2007 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Main scheme Clearing' ",10
2007 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2007 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'RPA' ",5
2007 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Firm choice' ",250
2007 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Insurance choice' ",20
2007 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Other main scheme choice' ",15
2007 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Extra' ",5
2007 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Main scheme Clearing' ",15
2007 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Direct Clearing' ",5
2007 ,"'Group V History and Philosophical studies' ","'Not EU' ","'RPA' ",10
2007 ,"'Group W Creative Arts and Design' ","'UK' ","'Firm choice' ",34935
2007 ,"'Group W Creative Arts and Design' ","'UK' ","'Insurance choice' ",565
2007 ,"'Group W Creative Arts and Design' ","'UK' ","'Other main scheme choice' ",1780
2007 ,"'Group W Creative Arts and Design' ","'UK' ","'Extra' ",345
2007 ,"'Group W Creative Arts and Design' ","'UK' ","'Main scheme Clearing' ",2080
2007 ,"'Group W Creative Arts and Design' ","'UK' ","'Direct Clearing' ",860
2007 ,"'Group W Creative Arts and Design' ","'UK' ","'RPA' ",2175
2007 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Firm choice' ",1290
2007 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Insurance choice' ",25
2007 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Other main scheme choice' ",140
2007 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Extra' ",5
2007 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Main scheme Clearing' ",70
2007 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Direct Clearing' ",30
2007 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'RPA' ",95
2007 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Firm choice' ",1095
2007 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Insurance choice' ",20
2007 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Other main scheme choice' ",120
2007 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Extra' ",10
2007 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Main scheme Clearing' ",70
2007 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Direct Clearing' ",30
2007 ,"'Group W Creative Arts and Design' ","'Not EU' ","'RPA' ",160
2007 ,"'Group X Education' ","'UK' ","'Firm choice' ",9965
2007 ,"'Group X Education' ","'UK' ","'Insurance choice' ",370
2007 ,"'Group X Education' ","'UK' ","'Other main scheme choice' ",605
2007 ,"'Group X Education' ","'UK' ","'Extra' ",95
2007 ,"'Group X Education' ","'UK' ","'Main scheme Clearing' ",620
2007 ,"'Group X Education' ","'UK' ","'Direct Clearing' ",340
2007 ,"'Group X Education' ","'UK' ","'RPA' ",805
2007 ,"'Group X Education' ","'EU (excluding UK)' ","'Firm choice' ",95
2007 ,"'Group X Education' ","'EU (excluding UK)' ","'Insurance choice' ",10
2007 ,"'Group X Education' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2007 ,"'Group X Education' ","'EU (excluding UK)' ","'Main scheme Clearing' ",10
2007 ,"'Group X Education' ","'EU (excluding UK)' ","'RPA' ",5
2007 ,"'Group X Education' ","'Not EU' ","'Firm choice' ",70
2007 ,"'Group X Education' ","'Not EU' ","'Insurance choice' ",5
2007 ,"'Group X Education' ","'Not EU' ","'Other main scheme choice' ",15
2007 ,"'Group X Education' ","'Not EU' ","'Main scheme Clearing' ",5
2007 ,"'Group X Education' ","'Not EU' ","'Direct Clearing' ",5
2007 ,"'Group X Education' ","'Not EU' ","'RPA' ",10
2007 ,"'Y Combined arts' ","'UK' ","'Firm choice' ",11015
2007 ,"'Y Combined arts' ","'UK' ","'Insurance choice' ",650
2007 ,"'Y Combined arts' ","'UK' ","'Other main scheme choice' ",385
2007 ,"'Y Combined arts' ","'UK' ","'Extra' ",150
2007 ,"'Y Combined arts' ","'UK' ","'Main scheme Clearing' ",835
2007 ,"'Y Combined arts' ","'UK' ","'Direct Clearing' ",285
2007 ,"'Y Combined arts' ","'UK' ","'RPA' ",545
2007 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Firm choice' ",415
2007 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Insurance choice' ",20
2007 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Other main scheme choice' ",45
2007 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Extra' ",5
2007 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Main scheme Clearing' ",20
2007 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Direct Clearing' ",10
2007 ,"'Y Combined arts' ","'EU (excluding UK)' ","'RPA' ",15
2007 ,"'Y Combined arts' ","'Not EU' ","'Firm choice' ",215
2007 ,"'Y Combined arts' ","'Not EU' ","'Insurance choice' ",15
2007 ,"'Y Combined arts' ","'Not EU' ","'Other main scheme choice' ",30
2007 ,"'Y Combined arts' ","'Not EU' ","'Main scheme Clearing' ",10
2007 ,"'Y Combined arts' ","'Not EU' ","'RPA' ",20
2007 ,"'Y Combined sciences' ","'UK' ","'Firm choice' ",5360
2007 ,"'Y Combined sciences' ","'UK' ","'Insurance choice' ",480
2007 ,"'Y Combined sciences' ","'UK' ","'Other main scheme choice' ",240
2007 ,"'Y Combined sciences' ","'UK' ","'Extra' ",90
2007 ,"'Y Combined sciences' ","'UK' ","'Main scheme Clearing' ",630
2007 ,"'Y Combined sciences' ","'UK' ","'Direct Clearing' ",160
2007 ,"'Y Combined sciences' ","'UK' ","'RPA' ",500
2007 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Firm choice' ",265
2007 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Insurance choice' ",30
2007 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",35
2007 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Main scheme Clearing' ",25
2007 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2007 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'RPA' ",20
2007 ,"'Y Combined sciences' ","'Not EU' ","'Firm choice' ",360
2007 ,"'Y Combined sciences' ","'Not EU' ","'Insurance choice' ",30
2007 ,"'Y Combined sciences' ","'Not EU' ","'Other main scheme choice' ",75
2007 ,"'Y Combined sciences' ","'Not EU' ","'Extra' ",5
2007 ,"'Y Combined sciences' ","'Not EU' ","'Main scheme Clearing' ",55
2007 ,"'Y Combined sciences' ","'Not EU' ","'Direct Clearing' ",10
2007 ,"'Y Combined sciences' ","'Not EU' ","'RPA' ",60
2007 ,"'Y Combined social sciences' ","'UK' ","'Firm choice' ",3760
2007 ,"'Y Combined social sciences' ","'UK' ","'Insurance choice' ",425
2007 ,"'Y Combined social sciences' ","'UK' ","'Other main scheme choice' ",150
2007 ,"'Y Combined social sciences' ","'UK' ","'Extra' ",65
2007 ,"'Y Combined social sciences' ","'UK' ","'Main scheme Clearing' ",525
2007 ,"'Y Combined social sciences' ","'UK' ","'Direct Clearing' ",100
2007 ,"'Y Combined social sciences' ","'UK' ","'RPA' ",280
2007 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Firm choice' ",310
2007 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Insurance choice' ",40
2007 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",25
2007 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Main scheme Clearing' ",20
2007 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Direct Clearing' ",10
2007 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'RPA' ",5
2007 ,"'Y Combined social sciences' ","'Not EU' ","'Firm choice' ",425
2007 ,"'Y Combined social sciences' ","'Not EU' ","'Insurance choice' ",70
2007 ,"'Y Combined social sciences' ","'Not EU' ","'Other main scheme choice' ",75
2007 ,"'Y Combined social sciences' ","'Not EU' ","'Extra' ",5
2007 ,"'Y Combined social sciences' ","'Not EU' ","'Main scheme Clearing' ",60
2007 ,"'Y Combined social sciences' ","'Not EU' ","'Direct Clearing' ",10
2007 ,"'Y Combined social sciences' ","'Not EU' ","'RPA' ",75
2007 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Firm choice' ",15425
2007 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Insurance choice' ",1055
2007 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Other main scheme choice' ",715
2007 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Extra' ",210
2007 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Main scheme Clearing' ",1525
2007 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Direct Clearing' ",495
2007 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'RPA' ",1300
2007 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Firm choice' ",720
2007 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Insurance choice' ",40
2007 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Other main scheme choice' ",115
2007 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Extra' ",5
2007 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Main scheme Clearing' ",40
2007 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Direct Clearing' ",35
2007 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'RPA' ",60
2007 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Firm choice' ",780
2007 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Insurance choice' ",110
2007 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Other main scheme choice' ",120
2007 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Extra' ",15
2007 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Main scheme Clearing' ",150
2007 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Direct Clearing' ",25
2007 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'RPA' ",165
2007 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Firm choice' ",8875
2007 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Insurance choice' ",630
2007 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Other main scheme choice' ",390
2007 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Extra' ",115
2007 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Main scheme Clearing' ",785
2007 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Direct Clearing' ",245
2007 ,"'Y Social Sciences combined with Arts' ","'UK' ","'RPA' ",565
2007 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Firm choice' ",725
2007 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Insurance choice' ",65
2007 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Other main scheme choice' ",50
2007 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Extra' ",10
2007 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Main scheme Clearing' ",45
2007 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Direct Clearing' ",10
2007 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'RPA' ",20
2007 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Firm choice' ",475
2007 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Insurance choice' ",45
2007 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Other main scheme choice' ",60
2007 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Extra' ",5
2007 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Main scheme Clearing' ",40
2007 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Direct Clearing' ",5
2007 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'RPA' ",50
2007 ,"'Z General, other combined and unknown' ","'UK' ","'Firm choice' ",3195
2007 ,"'Z General, other combined and unknown' ","'UK' ","'Insurance choice' ",245
2007 ,"'Z General, other combined and unknown' ","'UK' ","'Other main scheme choice' ",180
2007 ,"'Z General, other combined and unknown' ","'UK' ","'Extra' ",40
2007 ,"'Z General, other combined and unknown' ","'UK' ","'Main scheme Clearing' ",590
2007 ,"'Z General, other combined and unknown' ","'UK' ","'Direct Clearing' ",135
2007 ,"'Z General, other combined and unknown' ","'UK' ","'RPA' ",620
2007 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Firm choice' ",275
2007 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Insurance choice' ",10
2007 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Other main scheme choice' ",35
2007 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Main scheme Clearing' ",25
2007 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2007 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'RPA' ",40
2007 ,"'Z General, other combined and unknown' ","'Not EU' ","'Firm choice' ",275
2007 ,"'Z General, other combined and unknown' ","'Not EU' ","'Insurance choice' ",20
2007 ,"'Z General, other combined and unknown' ","'Not EU' ","'Other main scheme choice' ",35
2007 ,"'Z General, other combined and unknown' ","'Not EU' ","'Extra' ",5
2007 ,"'Z General, other combined and unknown' ","'Not EU' ","'Main scheme Clearing' ",40
2007 ,"'Z General, other combined and unknown' ","'Not EU' ","'Direct Clearing' ",5
2007 ,"'Z General, other combined and unknown' ","'Not EU' ","'RPA' ",185
2008 ,"'Group A Medicine and Dentistry' ","'UK' ","'Firm choice' ",7855
2008 ,"'Group A Medicine and Dentistry' ","'UK' ","'Insurance choice' ",75
2008 ,"'Group A Medicine and Dentistry' ","'UK' ","'Other main scheme choice' ",20
2008 ,"'Group A Medicine and Dentistry' ","'UK' ","'Extra' ",35
2008 ,"'Group A Medicine and Dentistry' ","'UK' ","'Main scheme Clearing' ",225
2008 ,"'Group A Medicine and Dentistry' ","'UK' ","'RPA' ",75
2008 ,"'Group A Medicine and Dentistry' ","'EU (excluding UK)' ","'Firm choice' ",215
2008 ,"'Group A Medicine and Dentistry' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2008 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Firm choice' ",640
2008 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Insurance choice' ",10
2008 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Other main scheme choice' ",5
2008 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Extra' ",5
2008 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Main scheme Clearing' ",30
2008 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'RPA' ",55
2008 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Firm choice' ",29470
2008 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Insurance choice' ",1450
2008 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Other main scheme choice' ",2240
2008 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Extra' ",740
2008 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Main scheme Clearing' ",3445
2008 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Direct Clearing' ",1025
2008 ,"'Group B Subjects allied to Medicine' ","'UK' ","'RPA' ",2220
2008 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Firm choice' ",990
2008 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Insurance choice' ",85
2008 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Other main scheme choice' ",80
2008 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Extra' ",25
2008 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Main scheme Clearing' ",90
2008 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Direct Clearing' ",45
2008 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'RPA' ",80
2008 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'Firm choice' ",715
2008 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'Insurance choice' ",50
2008 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'Other main scheme choice' ",130
2008 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'Extra' ",25
2008 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'Main scheme Clearing' ",75
2008 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'Direct Clearing' ",15
2008 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'RPA' ",65
2008 ,"'Group C Biological Sciences' ","'UK' ","'Firm choice' ",23635
2008 ,"'Group C Biological Sciences' ","'UK' ","'Insurance choice' ",2575
2008 ,"'Group C Biological Sciences' ","'UK' ","'Other main scheme choice' ",730
2008 ,"'Group C Biological Sciences' ","'UK' ","'Extra' ",435
2008 ,"'Group C Biological Sciences' ","'UK' ","'Main scheme Clearing' ",2410
2008 ,"'Group C Biological Sciences' ","'UK' ","'Direct Clearing' ",635
2008 ,"'Group C Biological Sciences' ","'UK' ","'RPA' ",1420
2008 ,"'Group C Biological Sciences' ","'EU (excluding UK)' ","'Firm choice' ",945
2008 ,"'Group C Biological Sciences' ","'EU (excluding UK)' ","'Insurance choice' ",100
2008 ,"'Group C Biological Sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",90
2008 ,"'Group C Biological Sciences' ","'EU (excluding UK)' ","'Extra' ",20
2008 ,"'Group C Biological Sciences' ","'EU (excluding UK)' ","'Main scheme Clearing' ",80
