"Statistic:   Number of Applications"
"Variables:   Subject Group (Detailed Level) , Ethnic Group (Summary Level) , Cycle Year"
"Coverage:   Applications through the main scheme and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_028_03.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Ethnic Group (Summary Level),Number of Applications,
2007 ,"'A1 - Pre-clinical Medicine' ","'Asian' ",14175
2007 ,"'L2 - Politics' ","'Mixed' ",780
2007 ,"'L2 - Politics' ","'White' ",15510
2007 ,"'L2 - Politics' ","'Other' ",365
2007 ,"'L2 - Politics' ","'Unknown' ",565
2007 ,"'L3 - Sociology' ","'Asian' ",1730
2007 ,"'L3 - Sociology' ","'Black' ",1160
2007 ,"'L3 - Sociology' ","'Mixed' ",695
2007 ,"'L3 - Sociology' ","'White' ",16615
2007 ,"'L3 - Sociology' ","'Other' ",210
2007 ,"'L3 - Sociology' ","'Unknown' ",235
2007 ,"'L4 - Social Policy' ","'Asian' ",315
2007 ,"'L4 - Social Policy' ","'Black' ",345
2007 ,"'L4 - Social Policy' ","'Mixed' ",110
2007 ,"'L4 - Social Policy' ","'White' ",3545
2007 ,"'L4 - Social Policy' ","'Other' ",20
2007 ,"'L4 - Social Policy' ","'Unknown' ",40
2007 ,"'L5 - Social Work' ","'Asian' ",4165
2007 ,"'L5 - Social Work' ","'Black' ",13405
2007 ,"'L5 - Social Work' ","'Mixed' ",1880
2007 ,"'L5 - Social Work' ","'White' ",36440
2007 ,"'L5 - Social Work' ","'Other' ",430
2007 ,"'L5 - Social Work' ","'Unknown' ",675
2007 ,"'L6 - Anthropology' ","'Asian' ",175
2007 ,"'L6 - Anthropology' ","'Black' ",90
2007 ,"'L6 - Anthropology' ","'Mixed' ",165
2007 ,"'L6 - Anthropology' ","'White' ",2635
2007 ,"'L6 - Anthropology' ","'Other' ",25
2007 ,"'L6 - Anthropology' ","'Unknown' ",115
2007 ,"'L7 - Human and Social Geography' ","'Asian' ",345
2007 ,"'L7 - Human and Social Geography' ","'Black' ",55
2007 ,"'L7 - Human and Social Geography' ","'Mixed' ",240
2007 ,"'L7 - Human and Social Geography' ","'White' ",13150
2007 ,"'L7 - Human and Social Geography' ","'Other' ",35
2007 ,"'L7 - Human and Social Geography' ","'Unknown' ",160
2007 ,"'L9 - Others in Social Studies' ","'Asian' ",85
2007 ,"'L9 - Others in Social Studies' ","'Black' ",115
2007 ,"'L9 - Others in Social Studies' ","'Mixed' ",110
2007 ,"'L9 - Others in Social Studies' ","'White' ",1540
2007 ,"'L9 - Others in Social Studies' ","'Other' ",25
2007 ,"'L9 - Others in Social Studies' ","'Unknown' ",25
2007 ,"'LL - Combinations within Social Studies' ","'Asian' ",1300
2007 ,"'LL - Combinations within Social Studies' ","'Black' ",955
2007 ,"'LL - Combinations within Social Studies' ","'Mixed' ",605
2007 ,"'LL - Combinations within Social Studies' ","'White' ",9620
2007 ,"'LL - Combinations within Social Studies' ","'Other' ",180
2007 ,"'LL - Combinations within Social Studies' ","'Unknown' ",340
2007 ,"'M0 - Law: any area of study' ","'White' ",5
2007 ,"'M1 - Law by Area' ","'Asian' ",14410
2007 ,"'M1 - Law by Area' ","'Black' ",6465
2007 ,"'M1 - Law by Area' ","'Mixed' ",2730
2007 ,"'M1 - Law by Area' ","'White' ",46865
2007 ,"'M1 - Law by Area' ","'Other' ",1385
2007 ,"'M1 - Law by Area' ","'Unknown' ",1115
2007 ,"'M2 - Law by Topic' ","'Asian' ",730
2007 ,"'M2 - Law by Topic' ","'Black' ",315
2007 ,"'M2 - Law by Topic' ","'Mixed' ",145
2007 ,"'M2 - Law by Topic' ","'White' ",3255
2007 ,"'M2 - Law by Topic' ","'Other' ",50
2007 ,"'M2 - Law by Topic' ","'Unknown' ",60
2007 ,"'M9 - Others in Law' ","'Asian' ",865
2007 ,"'M9 - Others in Law' ","'Black' ",455
2007 ,"'M9 - Others in Law' ","'Mixed' ",265
2007 ,"'M9 - Others in Law' ","'White' ",7855
2007 ,"'M9 - Others in Law' ","'Other' ",90
2007 ,"'M9 - Others in Law' ","'Unknown' ",65
2007 ,"'MM - Combinations within Law' ","'Asian' ",350
2007 ,"'MM - Combinations within Law' ","'Black' ",155
2007 ,"'MM - Combinations within Law' ","'Mixed' ",95
2007 ,"'MM - Combinations within Law' ","'White' ",1920
2007 ,"'MM - Combinations within Law' ","'Other' ",25
2007 ,"'MM - Combinations within Law' ","'Unknown' ",20
2007 ,"'N0 - Business & Admin studies: any area' ","'Asian' ",10
2007 ,"'N0 - Business & Admin studies: any area' ","'White' ",10
2007 ,"'N0 - Business & Admin studies: any area' ","'Other' ",5
2007 ,"'N0 - Business & Admin studies: any area' ","'Unknown' ",5
2007 ,"'N1 - Business studies' ","'Asian' ",6665
2007 ,"'N1 - Business studies' ","'Black' ",3720
2007 ,"'N1 - Business studies' ","'Mixed' ",1290
2007 ,"'N1 - Business studies' ","'White' ",29715
2007 ,"'N1 - Business studies' ","'Other' ",780
2007 ,"'N1 - Business studies' ","'Unknown' ",575
2007 ,"'N2 - Management studies' ","'Asian' ",7030
2007 ,"'N2 - Management studies' ","'Black' ",3400
2007 ,"'N2 - Management studies' ","'Mixed' ",1335
2007 ,"'N2 - Management studies' ","'White' ",29945
2007 ,"'N2 - Management studies' ","'Other' ",660
2007 ,"'N2 - Management studies' ","'Unknown' ",625
2007 ,"'N3 - Finance' ","'Asian' ",1015
2007 ,"'N3 - Finance' ","'Black' ",490
2007 ,"'N3 - Finance' ","'Mixed' ",125
2007 ,"'N3 - Finance' ","'White' ",2395
2007 ,"'N3 - Finance' ","'Other' ",85
2007 ,"'N3 - Finance' ","'Unknown' ",70
2007 ,"'N4 - Accounting' ","'Asian' ",6865
2007 ,"'N4 - Accounting' ","'Black' ",2830
2007 ,"'N4 - Accounting' ","'Mixed' ",475
2007 ,"'N4 - Accounting' ","'White' ",12840
2007 ,"'N4 - Accounting' ","'Other' ",375
2007 ,"'N4 - Accounting' ","'Unknown' ",245
2007 ,"'N5 - Marketing' ","'Asian' ",1710
2007 ,"'N5 - Marketing' ","'Black' ",1190
2007 ,"'N5 - Marketing' ","'Mixed' ",550
2007 ,"'N5 - Marketing' ","'White' ",12155
2007 ,"'N5 - Marketing' ","'Other' ",235
2007 ,"'N5 - Marketing' ","'Unknown' ",170
2007 ,"'N6 - Human Resource Management' ","'Asian' ",540
2007 ,"'N6 - Human Resource Management' ","'Black' ",410
2007 ,"'N6 - Human Resource Management' ","'Mixed' ",65
2007 ,"'N6 - Human Resource Management' ","'White' ",1765
2007 ,"'N6 - Human Resource Management' ","'Other' ",40
2007 ,"'N6 - Human Resource Management' ","'Unknown' ",25
2007 ,"'N7 - Office Skills' ","'Asian' ",5
2007 ,"'N7 - Office Skills' ","'White' ",25
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Asian' ",1760
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Black' ",1805
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Mixed' ",925
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'White' ",23875
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Other' ",340
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Unknown' ",420
2007 ,"'N9 - Others in Business & Admin Studies' ","'Asian' ",590
2007 ,"'N9 - Others in Business & Admin Studies' ","'Black' ",220
2007 ,"'N9 - Others in Business & Admin Studies' ","'Mixed' ",55
2007 ,"'N9 - Others in Business & Admin Studies' ","'White' ",850
2007 ,"'N9 - Others in Business & Admin Studies' ","'Other' ",60
2007 ,"'N9 - Others in Business & Admin Studies' ","'Unknown' ",35
2007 ,"'NN - Combinations within Business & Admin Studies' ","'Asian' ",11720
2007 ,"'NN - Combinations within Business & Admin Studies' ","'Black' ",4910
2007 ,"'NN - Combinations within Business & Admin Studies' ","'Mixed' ",1365
2007 ,"'NN - Combinations within Business & Admin Studies' ","'White' ",26250
2007 ,"'NN - Combinations within Business & Admin Studies' ","'Other' ",835
2007 ,"'NN - Combinations within Business & Admin Studies' ","'Unknown' ",630
2007 ,"'P1 - Information Services' ","'Asian' ",75
2007 ,"'P1 - Information Services' ","'Black' ",25
2007 ,"'P1 - Information Services' ","'Mixed' ",10
2007 ,"'P1 - Information Services' ","'White' ",215
2007 ,"'P1 - Information Services' ","'Unknown' ",10
2007 ,"'P2 - Publicity studies' ","'Asian' ",60
2007 ,"'P2 - Publicity studies' ","'Black' ",105
2007 ,"'P2 - Publicity studies' ","'Mixed' ",75
2007 ,"'P2 - Publicity studies' ","'White' ",1320
2007 ,"'P2 - Publicity studies' ","'Other' ",10
2007 ,"'P2 - Publicity studies' ","'Unknown' ",20
2007 ,"'P3 - Media studies' ","'Asian' ",1255
2007 ,"'P3 - Media studies' ","'Black' ",1385
2007 ,"'P3 - Media studies' ","'Mixed' ",890
2007 ,"'P3 - Media studies' ","'White' ",19325
2007 ,"'P3 - Media studies' ","'Other' ",250
2007 ,"'P3 - Media studies' ","'Unknown' ",260
2007 ,"'P4 - Publishing' ","'Asian' ",5
2007 ,"'P4 - Publishing' ","'Black' ",10
2007 ,"'P4 - Publishing' ","'Mixed' ",5
2007 ,"'P4 - Publishing' ","'White' ",165
2007 ,"'P4 - Publishing' ","'Other' ",5
2007 ,"'P4 - Publishing' ","'Unknown' ",5
2007 ,"'P5 - Journalism' ","'Asian' ",400
2007 ,"'P5 - Journalism' ","'Black' ",535
2007 ,"'P5 - Journalism' ","'Mixed' ",350
2007 ,"'P5 - Journalism' ","'White' ",9090
2007 ,"'P5 - Journalism' ","'Other' ",85
2007 ,"'P5 - Journalism' ","'Unknown' ",120
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'Asian' ",175
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'Black' ",145
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'Mixed' ",90
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'White' ",2510
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'Other' ",15
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'Unknown' ",30
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'Asian' ",450
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'Black' ",555
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'Mixed' ",290
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'White' ",4690
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'Other' ",100
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'Unknown' ",80
2007 ,"'Q1 - Linguistics' ","'Asian' ",80
2007 ,"'Q1 - Linguistics' ","'Black' ",55
2007 ,"'Q1 - Linguistics' ","'Mixed' ",50
2007 ,"'Q1 - Linguistics' ","'White' ",1460
2007 ,"'Q1 - Linguistics' ","'Other' ",25
2007 ,"'Q1 - Linguistics' ","'Unknown' ",35
2007 ,"'Q2 - Comparative Literary studies' ","'Asian' ",35
2007 ,"'Q2 - Comparative Literary studies' ","'Black' ",15
2007 ,"'Q2 - Comparative Literary studies' ","'Mixed' ",10
2007 ,"'Q2 - Comparative Literary studies' ","'White' ",445
2007 ,"'Q2 - Comparative Literary studies' ","'Other' ",5
2007 ,"'Q2 - Comparative Literary studies' ","'Unknown' ",5
2007 ,"'Q3 - English studies' ","'Asian' ",2240
2007 ,"'Q3 - English studies' ","'Black' ",830
2007 ,"'Q3 - English studies' ","'Mixed' ",1610
2007 ,"'Q3 - English studies' ","'White' ",45300
2007 ,"'Q3 - English studies' ","'Other' ",440
2007 ,"'Q3 - English studies' ","'Unknown' ",695
2007 ,"'Q4 - Ancient Language studies' ","'Mixed' ",5
2007 ,"'Q4 - Ancient Language studies' ","'White' ",40
2007 ,"'Q5 - Celtic studies' ","'White' ",635
2007 ,"'Q5 - Celtic studies' ","'Unknown' ",5
2007 ,"'Q6 - Latin studies' ","'Mixed' ",5
2007 ,"'Q6 - Latin studies' ","'White' ",40
2007 ,"'Q7 - Classical Greek studies' ","'White' ",25
2007 ,"'Q8 - Classical studies' ","'Asian' ",115
2007 ,"'Q8 - Classical studies' ","'Black' ",60
2007 ,"'Q8 - Classical studies' ","'Mixed' ",240
2007 ,"'Q8 - Classical studies' ","'White' ",4750
2007 ,"'Q8 - Classical studies' ","'Other' ",25
2007 ,"'Q8 - Classical studies' ","'Unknown' ",100
2007 ,"'Q9 - Others in Linguistics,Classics & related' ","'Asian' ",15
2007 ,"'Q9 - Others in Linguistics,Classics & related' ","'Black' ",5
2007 ,"'Q9 - Others in Linguistics,Classics & related' ","'Mixed' ",20
2007 ,"'Q9 - Others in Linguistics,Classics & related' ","'White' ",215
2007 ,"'Q9 - Others in Linguistics,Classics & related' ","'Other' ",5
2007 ,"'Q9 - Others in Linguistics,Classics & related' ","'Unknown' ",15
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Asian' ",205
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Black' ",70
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Mixed' ",130
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'White' ",4410
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Other' ",45
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Unknown' ",80
2007 ,"'R0 - European Langs,Lit & related: any area' ","'Asian' ",25
2007 ,"'R0 - European Langs,Lit & related: any area' ","'Black' ",10
2007 ,"'R0 - European Langs,Lit & related: any area' ","'Mixed' ",25
2007 ,"'R0 - European Langs,Lit & related: any area' ","'White' ",450
2007 ,"'R0 - European Langs,Lit & related: any area' ","'Other' ",15
2007 ,"'R0 - European Langs,Lit & related: any area' ","'Unknown' ",10
2007 ,"'R1 - French studies' ","'Asian' ",100
2007 ,"'R1 - French studies' ","'Black' ",125
2007 ,"'R1 - French studies' ","'Mixed' ",100
2007 ,"'R1 - French studies' ","'White' ",3375
2007 ,"'R1 - French studies' ","'Other' ",50
2007 ,"'R1 - French studies' ","'Unknown' ",70
2007 ,"'R2 - German studies' ","'Asian' ",45
2007 ,"'R2 - German studies' ","'Black' ",5
2007 ,"'R2 - German studies' ","'Mixed' ",45
2007 ,"'R2 - German studies' ","'White' ",1250
2007 ,"'R2 - German studies' ","'Other' ",5
2007 ,"'R2 - German studies' ","'Unknown' ",30
2007 ,"'R3 - Italian studies' ","'Asian' ",5
2007 ,"'R3 - Italian studies' ","'Black' ",5
2007 ,"'R3 - Italian studies' ","'Mixed' ",15
2007 ,"'R3 - Italian studies' ","'White' ",275
2007 ,"'R3 - Italian studies' ","'Other' ",5
2007 ,"'R3 - Italian studies' ","'Unknown' ",5
2007 ,"'R4 - Spanish studies' ","'Asian' ",20
2007 ,"'R4 - Spanish studies' ","'Black' ",15
2007 ,"'R4 - Spanish studies' ","'Mixed' ",95
2007 ,"'R4 - Spanish studies' ","'White' ",1605
2007 ,"'R4 - Spanish studies' ","'Other' ",25
2007 ,"'R4 - Spanish studies' ","'Unknown' ",10
2007 ,"'R6 - Scandinavian studies' ","'White' ",40
2007 ,"'R6 - Scandinavian studies' ","'Other' ",5
2007 ,"'R7 - Russian and East European studies' ","'Mixed' ",10
2007 ,"'R7 - Russian and East European studies' ","'White' ",355
2007 ,"'R7 - Russian and East European studies' ","'Other' ",5
2007 ,"'R7 - Russian and East European studies' ","'Unknown' ",5
2007 ,"'R8 - European studies' ","'White' ",5
2007 ,"'R9 - Others in European Langs,Lit and related' ","'Asian' ",90
2007 ,"'R9 - Others in European Langs,Lit and related' ","'Black' ",55
2007 ,"'R9 - Others in European Langs,Lit and related' ","'Mixed' ",160
2007 ,"'R9 - Others in European Langs,Lit and related' ","'White' ",3270
2007 ,"'R9 - Others in European Langs,Lit and related' ","'Other' ",35
2007 ,"'R9 - Others in European Langs,Lit and related' ","'Unknown' ",65
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'Asian' ",180
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'Black' ",120
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'Mixed' ",335
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'White' ",9590
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'Other' ",70
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'Unknown' ",150
2007 ,"'T1 - Chinese studies' ","'Asian' ",40
2007 ,"'T1 - Chinese studies' ","'Black' ",5
2007 ,"'T1 - Chinese studies' ","'Mixed' ",40
2007 ,"'T1 - Chinese studies' ","'White' ",565
2007 ,"'T1 - Chinese studies' ","'Other' ",5
2007 ,"'T1 - Chinese studies' ","'Unknown' ",30
2007 ,"'T2 - Japanese studies' ","'Asian' ",40
2007 ,"'T2 - Japanese studies' ","'Black' ",5
2007 ,"'T2 - Japanese studies' ","'Mixed' ",85
2007 ,"'T2 - Japanese studies' ","'White' ",785
2007 ,"'T2 - Japanese studies' ","'Other' ",15
2007 ,"'T2 - Japanese studies' ","'Unknown' ",25
2007 ,"'T3 - South Asian studies' ","'Mixed' ",5
2007 ,"'T3 - South Asian studies' ","'White' ",55
2007 ,"'T3 - South Asian studies' ","'Unknown' ",5
2007 ,"'T4 - Other Asian studies' ","'Mixed' ",5
2007 ,"'T4 - Other Asian studies' ","'White' ",10
2007 ,"'T5 - African studies' ","'Black' ",10
2007 ,"'T5 - African studies' ","'Mixed' ",5
2007 ,"'T5 - African studies' ","'White' ",35
2007 ,"'T5 - African studies' ","'Other' ",5
2007 ,"'T6 - Modern Middle Eastern studies' ","'Asian' ",200
2007 ,"'T6 - Modern Middle Eastern studies' ","'Black' ",20
2007 ,"'T6 - Modern Middle Eastern studies' ","'Mixed' ",60
2007 ,"'T6 - Modern Middle Eastern studies' ","'White' ",245
2007 ,"'T6 - Modern Middle Eastern studies' ","'Other' ",45
2007 ,"'T6 - Modern Middle Eastern studies' ","'Unknown' ",25
2007 ,"'T7 - American studies' ","'Asian' ",35
2007 ,"'T7 - American studies' ","'Black' ",55
2007 ,"'T7 - American studies' ","'Mixed' ",80
2007 ,"'T7 - American studies' ","'White' ",2185
2007 ,"'T7 - American studies' ","'Other' ",15
2007 ,"'T7 - American studies' ","'Unknown' ",15
2007 ,"'T9 - Others in non-European Langs, Lit & related' ","'Asian' ",40
2007 ,"'T9 - Others in non-European Langs, Lit & related' ","'Black' ",20
2007 ,"'T9 - Others in non-European Langs, Lit & related' ","'Mixed' ",110
2007 ,"'T9 - Others in non-European Langs, Lit & related' ","'White' ",2740
2007 ,"'T9 - Others in non-European Langs, Lit & related' ","'Other' ",20
2007 ,"'T9 - Others in non-European Langs, Lit & related' ","'Unknown' ",50
2007 ,"'TT - Combinations within non-European Langs & related' ","'Asian' ",25
2007 ,"'TT - Combinations within non-European Langs & related' ","'Black' ",5
2007 ,"'TT - Combinations within non-European Langs & related' ","'Mixed' ",15
2007 ,"'TT - Combinations within non-European Langs & related' ","'White' ",215
2007 ,"'TT - Combinations within non-European Langs & related' ","'Other' ",5
2007 ,"'TT - Combinations within non-European Langs & related' ","'Unknown' ",10
2007 ,"'V1 - History by Period' ","'Asian' ",1055
2007 ,"'V1 - History by Period' ","'Black' ",505
2007 ,"'V1 - History by Period' ","'Mixed' ",1115
2007 ,"'V1 - History by Period' ","'White' ",39680
2007 ,"'V1 - History by Period' ","'Other' ",210
2007 ,"'V1 - History by Period' ","'Unknown' ",545
2007 ,"'V2 - History by Area' ","'Asian' ",5
2007 ,"'V2 - History by Area' ","'Mixed' ",5
2007 ,"'V2 - History by Area' ","'White' ",385
2007 ,"'V2 - History by Area' ","'Unknown' ",5
2007 ,"'V3 - History by Topic' ","'Asian' ",110
2007 ,"'V3 - History by Topic' ","'Black' ",30
2007 ,"'V3 - History by Topic' ","'Mixed' ",230
2007 ,"'V3 - History by Topic' ","'White' ",5290
2007 ,"'V3 - History by Topic' ","'Other' ",35
2007 ,"'V3 - History by Topic' ","'Unknown' ",110
2007 ,"'V4 - Archaeology' ","'Asian' ",35
2007 ,"'V4 - Archaeology' ","'Black' ",10
2007 ,"'V4 - Archaeology' ","'Mixed' ",75
2007 ,"'V4 - Archaeology' ","'White' ",2685
2007 ,"'V4 - Archaeology' ","'Other' ",15
2007 ,"'V4 - Archaeology' ","'Unknown' ",65
2007 ,"'V5 - Philosophy' ","'Asian' ",205
2007 ,"'V5 - Philosophy' ","'Black' ",105
2007 ,"'V5 - Philosophy' ","'Mixed' ",310
2007 ,"'V5 - Philosophy' ","'White' ",7525
2007 ,"'V5 - Philosophy' ","'Other' ",60
2007 ,"'V5 - Philosophy' ","'Unknown' ",260
2007 ,"'V6 - Theology and Religious studies' ","'Asian' ",280
2007 ,"'V6 - Theology and Religious studies' ","'Black' ",150
2007 ,"'V6 - Theology and Religious studies' ","'Mixed' ",185
2007 ,"'V6 - Theology and Religious studies' ","'White' ",5120
2007 ,"'V6 - Theology and Religious studies' ","'Other' ",60
2007 ,"'V6 - Theology and Religious studies' ","'Unknown' ",85
2007 ,"'V9 - Others in Hist & Philosophical studies' ","'Asian' ",5
2007 ,"'V9 - Others in Hist & Philosophical studies' ","'Black' ",5
2007 ,"'V9 - Others in Hist & Philosophical studies' ","'Mixed' ",15
2007 ,"'V9 - Others in Hist & Philosophical studies' ","'White' ",475
2007 ,"'V9 - Others in Hist & Philosophical studies' ","'Unknown' ",10
2007 ,"'VV - Combinations within Hist & Philosophical studies' ","'Asian' ",190
2007 ,"'VV - Combinations within Hist & Philosophical studies' ","'Black' ",75
2007 ,"'VV - Combinations within Hist & Philosophical studies' ","'Mixed' ",190
2007 ,"'VV - Combinations within Hist & Philosophical studies' ","'White' ",6920
2007 ,"'VV - Combinations within Hist & Philosophical studies' ","'Other' ",40
2007 ,"'VV - Combinations within Hist & Philosophical studies' ","'Unknown' ",135
2007 ,"'W0 - Creative Arts & Design: any area' ","'Black' ",5
2007 ,"'W0 - Creative Arts & Design: any area' ","'Mixed' ",5
2007 ,"'W0 - Creative Arts & Design: any area' ","'White' ",100
2007 ,"'W1 - Fine Art' ","'Asian' ",515
2007 ,"'W1 - Fine Art' ","'Black' ",210
2007 ,"'W1 - Fine Art' ","'Mixed' ",460
2007 ,"'W1 - Fine Art' ","'White' ",15920
2007 ,"'W1 - Fine Art' ","'Other' ",130
2007 ,"'W1 - Fine Art' ","'Unknown' ",375
2007 ,"'W2 - Design studies' ","'Asian' ",4600
2007 ,"'W2 - Design studies' ","'Black' ",2790
2007 ,"'W2 - Design studies' ","'Mixed' ",2410
2007 ,"'W2 - Design studies' ","'White' ",52980
2007 ,"'W2 - Design studies' ","'Other' ",840
2007 ,"'W2 - Design studies' ","'Unknown' ",805
2007 ,"'W3 - Music' ","'Asian' ",410
2007 ,"'W3 - Music' ","'Black' ",785
2007 ,"'W3 - Music' ","'Mixed' ",860
2007 ,"'W3 - Music' ","'White' ",21540
2007 ,"'W3 - Music' ","'Other' ",155
2007 ,"'W3 - Music' ","'Unknown' ",360
2007 ,"'W4 - Drama' ","'Asian' ",660
2007 ,"'W4 - Drama' ","'Black' ",1850
2007 ,"'W4 - Drama' ","'Mixed' ",1845
2007 ,"'W4 - Drama' ","'White' ",40315
2007 ,"'W4 - Drama' ","'Other' ",415
2007 ,"'W4 - Drama' ","'Unknown' ",535
2007 ,"'W5 - Dance' ","'Asian' ",75
2007 ,"'W5 - Dance' ","'Black' ",325
2007 ,"'W5 - Dance' ","'Mixed' ",320
2007 ,"'W5 - Dance' ","'White' ",5855
2007 ,"'W5 - Dance' ","'Other' ",50
2007 ,"'W5 - Dance' ","'Unknown' ",35
2007 ,"'W6 - Cinematics and Photography' ","'Asian' ",1075
2007 ,"'W6 - Cinematics and Photography' ","'Black' ",1235
2007 ,"'W6 - Cinematics and Photography' ","'Mixed' ",1195
2007 ,"'W6 - Cinematics and Photography' ","'White' ",24960
2007 ,"'W6 - Cinematics and Photography' ","'Other' ",305
2007 ,"'W6 - Cinematics and Photography' ","'Unknown' ",455
