"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Applicant Domicile (Region) , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_021_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Applicant Domicile (Region) , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'North East' ","'Firm choice' ",210
2007 ,"'Group F Physical Sciences' ","'North East' ","'Insurance choice' ",35
2007 ,"'Group F Physical Sciences' ","'North East' ","'Other main scheme choice' ",5
2007 ,"'Group F Physical Sciences' ","'North East' ","'Main scheme Clearing' ",35
2007 ,"'Group F Physical Sciences' ","'North East' ","'Direct Clearing' ",5
2007 ,"'Group F Physical Sciences' ","'North East' ","'RPA' ",10
2007 ,"'Group F Physical Sciences' ","'Yorkshire and The Humber' ","'Firm choice' ",810
2007 ,"'Group F Physical Sciences' ","'Yorkshire and The Humber' ","'Insurance choice' ",90
2007 ,"'Group F Physical Sciences' ","'Yorkshire and The Humber' ","'Other main scheme choice' ",25
2007 ,"'Group F Physical Sciences' ","'Yorkshire and The Humber' ","'Extra' ",5
2007 ,"'Group F Physical Sciences' ","'Yorkshire and The Humber' ","'Main scheme Clearing' ",70
2007 ,"'Group F Physical Sciences' ","'Yorkshire and The Humber' ","'Direct Clearing' ",15
2007 ,"'Group F Physical Sciences' ","'Yorkshire and The Humber' ","'RPA' ",35
2007 ,"'Group F Physical Sciences' ","'North West' ","'Firm choice' ",1260
2007 ,"'Group F Physical Sciences' ","'North West' ","'Insurance choice' ",120
2007 ,"'Group F Physical Sciences' ","'North West' ","'Other main scheme choice' ",25
2007 ,"'Group F Physical Sciences' ","'North West' ","'Extra' ",10
2007 ,"'Group F Physical Sciences' ","'North West' ","'Main scheme Clearing' ",110
2007 ,"'Group F Physical Sciences' ","'North West' ","'Direct Clearing' ",30
2007 ,"'Group F Physical Sciences' ","'North West' ","'RPA' ",50
2007 ,"'Group F Physical Sciences' ","'East Midlands' ","'Firm choice' ",755
2007 ,"'Group F Physical Sciences' ","'East Midlands' ","'Insurance choice' ",85
2007 ,"'Group F Physical Sciences' ","'East Midlands' ","'Other main scheme choice' ",10
2007 ,"'Group F Physical Sciences' ","'East Midlands' ","'Extra' ",10
2007 ,"'Group F Physical Sciences' ","'East Midlands' ","'Main scheme Clearing' ",60
2007 ,"'Group F Physical Sciences' ","'East Midlands' ","'Direct Clearing' ",20
2007 ,"'Group F Physical Sciences' ","'East Midlands' ","'RPA' ",15
2007 ,"'Group F Physical Sciences' ","'West Midlands' ","'Firm choice' ",1010
2007 ,"'Group F Physical Sciences' ","'West Midlands' ","'Insurance choice' ",70
2007 ,"'Group F Physical Sciences' ","'West Midlands' ","'Other main scheme choice' ",20
2007 ,"'Group F Physical Sciences' ","'West Midlands' ","'Extra' ",5
2007 ,"'Group F Physical Sciences' ","'West Midlands' ","'Main scheme Clearing' ",75
2007 ,"'Group F Physical Sciences' ","'West Midlands' ","'Direct Clearing' ",25
2007 ,"'Group F Physical Sciences' ","'West Midlands' ","'RPA' ",40
2007 ,"'Group F Physical Sciences' ","'East of England' ","'Firm choice' ",1070
2007 ,"'Group F Physical Sciences' ","'East of England' ","'Insurance choice' ",115
2007 ,"'Group F Physical Sciences' ","'East of England' ","'Other main scheme choice' ",25
2007 ,"'Group F Physical Sciences' ","'East of England' ","'Extra' ",5
2007 ,"'Group F Physical Sciences' ","'East of England' ","'Main scheme Clearing' ",70
2007 ,"'Group F Physical Sciences' ","'East of England' ","'Direct Clearing' ",10
2007 ,"'Group F Physical Sciences' ","'East of England' ","'RPA' ",30
2007 ,"'Group F Physical Sciences' ","'London' ","'Firm choice' ",970
2007 ,"'Group F Physical Sciences' ","'London' ","'Insurance choice' ",135
2007 ,"'Group F Physical Sciences' ","'London' ","'Other main scheme choice' ",40
2007 ,"'Group F Physical Sciences' ","'London' ","'Extra' ",10
2007 ,"'Group F Physical Sciences' ","'London' ","'Main scheme Clearing' ",155
2007 ,"'Group F Physical Sciences' ","'London' ","'Direct Clearing' ",35
2007 ,"'Group F Physical Sciences' ","'London' ","'RPA' ",50
2007 ,"'Group F Physical Sciences' ","'South East' ","'Firm choice' ",1740
2007 ,"'Group F Physical Sciences' ","'South East' ","'Insurance choice' ",195
2007 ,"'Group F Physical Sciences' ","'South East' ","'Other main scheme choice' ",30
2007 ,"'Group F Physical Sciences' ","'South East' ","'Extra' ",15
2007 ,"'Group F Physical Sciences' ","'South East' ","'Main scheme Clearing' ",130
2007 ,"'Group F Physical Sciences' ","'South East' ","'Direct Clearing' ",40
2007 ,"'Group F Physical Sciences' ","'South East' ","'RPA' ",35
2007 ,"'Group F Physical Sciences' ","'South West' ","'Firm choice' ",1215
2007 ,"'Group F Physical Sciences' ","'South West' ","'Insurance choice' ",95
2007 ,"'Group F Physical Sciences' ","'South West' ","'Other main scheme choice' ",25
2007 ,"'Group F Physical Sciences' ","'South West' ","'Extra' ",10
2007 ,"'Group F Physical Sciences' ","'South West' ","'Main scheme Clearing' ",75
2007 ,"'Group F Physical Sciences' ","'South West' ","'Direct Clearing' ",10
2007 ,"'Group F Physical Sciences' ","'South West' ","'RPA' ",35
2007 ,"'Group F Physical Sciences' ","'Wales' ","'Firm choice' ",685
2007 ,"'Group F Physical Sciences' ","'Wales' ","'Insurance choice' ",50
2007 ,"'Group F Physical Sciences' ","'Wales' ","'Other main scheme choice' ",20
2007 ,"'Group F Physical Sciences' ","'Wales' ","'Extra' ",10
2007 ,"'Group F Physical Sciences' ","'Wales' ","'Main scheme Clearing' ",55
2007 ,"'Group F Physical Sciences' ","'Wales' ","'Direct Clearing' ",10
2007 ,"'Group F Physical Sciences' ","'Wales' ","'RPA' ",45
2007 ,"'Group F Physical Sciences' ","'Scotland' ","'Firm choice' ",1005
2007 ,"'Group F Physical Sciences' ","'Scotland' ","'Insurance choice' ",80
2007 ,"'Group F Physical Sciences' ","'Scotland' ","'Other main scheme choice' ",30
2007 ,"'Group F Physical Sciences' ","'Scotland' ","'Extra' ",5
2007 ,"'Group F Physical Sciences' ","'Scotland' ","'Main scheme Clearing' ",50
2007 ,"'Group F Physical Sciences' ","'Scotland' ","'Direct Clearing' ",15
2007 ,"'Group F Physical Sciences' ","'Scotland' ","'RPA' ",70
2007 ,"'Group F Physical Sciences' ","'Northern Ireland' ","'Firm choice' ",350
2007 ,"'Group F Physical Sciences' ","'Northern Ireland' ","'Insurance choice' ",55
2007 ,"'Group F Physical Sciences' ","'Northern Ireland' ","'Other main scheme choice' ",10
2007 ,"'Group F Physical Sciences' ","'Northern Ireland' ","'Extra' ",5
2007 ,"'Group F Physical Sciences' ","'Northern Ireland' ","'Main scheme Clearing' ",25
2007 ,"'Group F Physical Sciences' ","'Northern Ireland' ","'Direct Clearing' ",10
2007 ,"'Group F Physical Sciences' ","'Unknown' ","'Firm choice' ",10
2007 ,"'Group F Physical Sciences' ","'Unknown' ","'RPA' ",5
2007 ,"'Group G Mathematical Sciences' ","'North East' ","'Firm choice' ",115
2007 ,"'Group G Mathematical Sciences' ","'North East' ","'Insurance choice' ",15
2007 ,"'Group G Mathematical Sciences' ","'North East' ","'Main scheme Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'Yorkshire and The Humber' ","'Firm choice' ",235
2007 ,"'Group G Mathematical Sciences' ","'Yorkshire and The Humber' ","'Insurance choice' ",45
2007 ,"'Group G Mathematical Sciences' ","'Yorkshire and The Humber' ","'Other main scheme choice' ",5
2007 ,"'Group G Mathematical Sciences' ","'Yorkshire and The Humber' ","'Extra' ",5
2007 ,"'Group G Mathematical Sciences' ","'Yorkshire and The Humber' ","'Main scheme Clearing' ",20
2007 ,"'Group G Mathematical Sciences' ","'Yorkshire and The Humber' ","'Direct Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'Yorkshire and The Humber' ","'RPA' ",10
2007 ,"'Group G Mathematical Sciences' ","'North West' ","'Firm choice' ",425
2007 ,"'Group G Mathematical Sciences' ","'North West' ","'Insurance choice' ",65
2007 ,"'Group G Mathematical Sciences' ","'North West' ","'Other main scheme choice' ",10
2007 ,"'Group G Mathematical Sciences' ","'North West' ","'Extra' ",5
2007 ,"'Group G Mathematical Sciences' ","'North West' ","'Main scheme Clearing' ",20
2007 ,"'Group G Mathematical Sciences' ","'North West' ","'Direct Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'North West' ","'RPA' ",5
2007 ,"'Group G Mathematical Sciences' ","'East Midlands' ","'Firm choice' ",230
2007 ,"'Group G Mathematical Sciences' ","'East Midlands' ","'Insurance choice' ",50
2007 ,"'Group G Mathematical Sciences' ","'East Midlands' ","'Other main scheme choice' ",5
2007 ,"'Group G Mathematical Sciences' ","'East Midlands' ","'Main scheme Clearing' ",25
2007 ,"'Group G Mathematical Sciences' ","'East Midlands' ","'Direct Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'East Midlands' ","'RPA' ",5
2007 ,"'Group G Mathematical Sciences' ","'West Midlands' ","'Firm choice' ",285
2007 ,"'Group G Mathematical Sciences' ","'West Midlands' ","'Insurance choice' ",50
2007 ,"'Group G Mathematical Sciences' ","'West Midlands' ","'Extra' ",5
2007 ,"'Group G Mathematical Sciences' ","'West Midlands' ","'Main scheme Clearing' ",35
2007 ,"'Group G Mathematical Sciences' ","'West Midlands' ","'Direct Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'West Midlands' ","'RPA' ",5
2007 ,"'Group G Mathematical Sciences' ","'East of England' ","'Firm choice' ",350
2007 ,"'Group G Mathematical Sciences' ","'East of England' ","'Insurance choice' ",80
2007 ,"'Group G Mathematical Sciences' ","'East of England' ","'Other main scheme choice' ",5
2007 ,"'Group G Mathematical Sciences' ","'East of England' ","'Extra' ",5
2007 ,"'Group G Mathematical Sciences' ","'East of England' ","'Main scheme Clearing' ",20
2007 ,"'Group G Mathematical Sciences' ","'East of England' ","'Direct Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'East of England' ","'RPA' ",5
2007 ,"'Group G Mathematical Sciences' ","'London' ","'Firm choice' ",510
2007 ,"'Group G Mathematical Sciences' ","'London' ","'Insurance choice' ",140
2007 ,"'Group G Mathematical Sciences' ","'London' ","'Other main scheme choice' ",15
2007 ,"'Group G Mathematical Sciences' ","'London' ","'Extra' ",10
2007 ,"'Group G Mathematical Sciences' ","'London' ","'Main scheme Clearing' ",105
2007 ,"'Group G Mathematical Sciences' ","'London' ","'Direct Clearing' ",20
2007 ,"'Group G Mathematical Sciences' ","'London' ","'RPA' ",20
2007 ,"'Group G Mathematical Sciences' ","'South East' ","'Firm choice' ",565
2007 ,"'Group G Mathematical Sciences' ","'South East' ","'Insurance choice' ",100
2007 ,"'Group G Mathematical Sciences' ","'South East' ","'Other main scheme choice' ",5
2007 ,"'Group G Mathematical Sciences' ","'South East' ","'Extra' ",5
2007 ,"'Group G Mathematical Sciences' ","'South East' ","'Main scheme Clearing' ",55
2007 ,"'Group G Mathematical Sciences' ","'South East' ","'Direct Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'South East' ","'RPA' ",5
2007 ,"'Group G Mathematical Sciences' ","'South West' ","'Firm choice' ",300
2007 ,"'Group G Mathematical Sciences' ","'South West' ","'Insurance choice' ",65
2007 ,"'Group G Mathematical Sciences' ","'South West' ","'Other main scheme choice' ",5
2007 ,"'Group G Mathematical Sciences' ","'South West' ","'Extra' ",5
2007 ,"'Group G Mathematical Sciences' ","'South West' ","'Main scheme Clearing' ",20
2007 ,"'Group G Mathematical Sciences' ","'South West' ","'Direct Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'South West' ","'RPA' ",5
2007 ,"'Group G Mathematical Sciences' ","'Wales' ","'Firm choice' ",160
2007 ,"'Group G Mathematical Sciences' ","'Wales' ","'Insurance choice' ",45
2007 ,"'Group G Mathematical Sciences' ","'Wales' ","'Other main scheme choice' ",10
2007 ,"'Group G Mathematical Sciences' ","'Wales' ","'Extra' ",5
2007 ,"'Group G Mathematical Sciences' ","'Wales' ","'Main scheme Clearing' ",15
2007 ,"'Group G Mathematical Sciences' ","'Wales' ","'Direct Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'Wales' ","'RPA' ",10
2007 ,"'Group G Mathematical Sciences' ","'Scotland' ","'Firm choice' ",260
2007 ,"'Group G Mathematical Sciences' ","'Scotland' ","'Insurance choice' ",20
2007 ,"'Group G Mathematical Sciences' ","'Scotland' ","'Other main scheme choice' ",10
2007 ,"'Group G Mathematical Sciences' ","'Scotland' ","'Main scheme Clearing' ",15
2007 ,"'Group G Mathematical Sciences' ","'Scotland' ","'Direct Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'Scotland' ","'RPA' ",15
2007 ,"'Group G Mathematical Sciences' ","'Northern Ireland' ","'Firm choice' ",125
2007 ,"'Group G Mathematical Sciences' ","'Northern Ireland' ","'Insurance choice' ",20
2007 ,"'Group G Mathematical Sciences' ","'Northern Ireland' ","'Main scheme Clearing' ",10
2007 ,"'Group G Mathematical Sciences' ","'Northern Ireland' ","'Direct Clearing' ",5
2007 ,"'Group H Engineering' ","'North East' ","'Firm choice' ",360
2007 ,"'Group H Engineering' ","'North East' ","'Insurance choice' ",30
2007 ,"'Group H Engineering' ","'North East' ","'Other main scheme choice' ",20
2007 ,"'Group H Engineering' ","'North East' ","'Main scheme Clearing' ",35
2007 ,"'Group H Engineering' ","'North East' ","'Direct Clearing' ",5
2007 ,"'Group H Engineering' ","'North East' ","'RPA' ",20
2007 ,"'Group H Engineering' ","'Yorkshire and The Humber' ","'Firm choice' ",690
2007 ,"'Group H Engineering' ","'Yorkshire and The Humber' ","'Insurance choice' ",75
2007 ,"'Group H Engineering' ","'Yorkshire and The Humber' ","'Other main scheme choice' ",30
2007 ,"'Group H Engineering' ","'Yorkshire and The Humber' ","'Extra' ",5
2007 ,"'Group H Engineering' ","'Yorkshire and The Humber' ","'Main scheme Clearing' ",55
2007 ,"'Group H Engineering' ","'Yorkshire and The Humber' ","'Direct Clearing' ",25
2007 ,"'Group H Engineering' ","'Yorkshire and The Humber' ","'RPA' ",90
2007 ,"'Group H Engineering' ","'North West' ","'Firm choice' ",1080
2007 ,"'Group H Engineering' ","'North West' ","'Insurance choice' ",85
2007 ,"'Group H Engineering' ","'North West' ","'Other main scheme choice' ",65
2007 ,"'Group H Engineering' ","'North West' ","'Extra' ",15
2007 ,"'Group H Engineering' ","'North West' ","'Main scheme Clearing' ",105
2007 ,"'Group H Engineering' ","'North West' ","'Direct Clearing' ",50
2007 ,"'Group H Engineering' ","'North West' ","'RPA' ",120
2007 ,"'Group H Engineering' ","'East Midlands' ","'Firm choice' ",630
2007 ,"'Group H Engineering' ","'East Midlands' ","'Insurance choice' ",75
2007 ,"'Group H Engineering' ","'East Midlands' ","'Other main scheme choice' ",30
2007 ,"'Group H Engineering' ","'East Midlands' ","'Extra' ",5
2007 ,"'Group H Engineering' ","'East Midlands' ","'Main scheme Clearing' ",60
2007 ,"'Group H Engineering' ","'East Midlands' ","'Direct Clearing' ",20
2007 ,"'Group H Engineering' ","'East Midlands' ","'RPA' ",40
2007 ,"'Group H Engineering' ","'West Midlands' ","'Firm choice' ",750
2007 ,"'Group H Engineering' ","'West Midlands' ","'Insurance choice' ",80
2007 ,"'Group H Engineering' ","'West Midlands' ","'Other main scheme choice' ",35
2007 ,"'Group H Engineering' ","'West Midlands' ","'Extra' ",15
2007 ,"'Group H Engineering' ","'West Midlands' ","'Main scheme Clearing' ",115
2007 ,"'Group H Engineering' ","'West Midlands' ","'Direct Clearing' ",30
2007 ,"'Group H Engineering' ","'West Midlands' ","'RPA' ",70
2007 ,"'Group H Engineering' ","'East of England' ","'Firm choice' ",810
2007 ,"'Group H Engineering' ","'East of England' ","'Insurance choice' ",75
2007 ,"'Group H Engineering' ","'East of England' ","'Other main scheme choice' ",30
2007 ,"'Group H Engineering' ","'East of England' ","'Extra' ",5
2007 ,"'Group H Engineering' ","'East of England' ","'Main scheme Clearing' ",70
2007 ,"'Group H Engineering' ","'East of England' ","'Direct Clearing' ",20
2007 ,"'Group H Engineering' ","'East of England' ","'RPA' ",40
2007 ,"'Group H Engineering' ","'London' ","'Firm choice' ",1475
2007 ,"'Group H Engineering' ","'London' ","'Insurance choice' ",270
2007 ,"'Group H Engineering' ","'London' ","'Other main scheme choice' ",145
2007 ,"'Group H Engineering' ","'London' ","'Extra' ",15
2007 ,"'Group H Engineering' ","'London' ","'Main scheme Clearing' ",325
2007 ,"'Group H Engineering' ","'London' ","'Direct Clearing' ",110
2007 ,"'Group H Engineering' ","'London' ","'RPA' ",225
2007 ,"'Group H Engineering' ","'South East' ","'Firm choice' ",1475
2007 ,"'Group H Engineering' ","'South East' ","'Insurance choice' ",155
2007 ,"'Group H Engineering' ","'South East' ","'Other main scheme choice' ",80
2007 ,"'Group H Engineering' ","'South East' ","'Extra' ",10
2007 ,"'Group H Engineering' ","'South East' ","'Main scheme Clearing' ",110
2007 ,"'Group H Engineering' ","'South East' ","'Direct Clearing' ",55
2007 ,"'Group H Engineering' ","'South East' ","'RPA' ",75
2007 ,"'Group H Engineering' ","'South West' ","'Firm choice' ",755
2007 ,"'Group H Engineering' ","'South West' ","'Insurance choice' ",75
2007 ,"'Group H Engineering' ","'South West' ","'Other main scheme choice' ",45
2007 ,"'Group H Engineering' ","'South West' ","'Extra' ",5
2007 ,"'Group H Engineering' ","'South West' ","'Main scheme Clearing' ",60
2007 ,"'Group H Engineering' ","'South West' ","'Direct Clearing' ",35
2007 ,"'Group H Engineering' ","'South West' ","'RPA' ",65
2007 ,"'Group H Engineering' ","'Wales' ","'Firm choice' ",490
2007 ,"'Group H Engineering' ","'Wales' ","'Insurance choice' ",55
2007 ,"'Group H Engineering' ","'Wales' ","'Other main scheme choice' ",20
2007 ,"'Group H Engineering' ","'Wales' ","'Extra' ",10
2007 ,"'Group H Engineering' ","'Wales' ","'Main scheme Clearing' ",35
2007 ,"'Group H Engineering' ","'Wales' ","'Direct Clearing' ",30
2007 ,"'Group H Engineering' ","'Wales' ","'RPA' ",50
2007 ,"'Group H Engineering' ","'Scotland' ","'Firm choice' ",1325
2007 ,"'Group H Engineering' ","'Scotland' ","'Insurance choice' ",125
2007 ,"'Group H Engineering' ","'Scotland' ","'Other main scheme choice' ",65
2007 ,"'Group H Engineering' ","'Scotland' ","'Main scheme Clearing' ",90
2007 ,"'Group H Engineering' ","'Scotland' ","'Direct Clearing' ",25
2007 ,"'Group H Engineering' ","'Scotland' ","'RPA' ",150
2007 ,"'Group H Engineering' ","'Northern Ireland' ","'Firm choice' ",420
